data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00182	0.0625	0.25	0.04762	0.25	0.1	0.04762	0.05	0.05556	0.2	0.05263	1.0	0.05263	0.0625	0.01515	0.05	0.02632	0.05	0.03846	0.03226	0.125	0.04762	0.05556	0.16667	0.025	0.05882	0.02174	0.02273	0.05882	0.02174	0.02041	0.01538	0.04167	0.02564	0.02326	0.04762	0.5	0.05882	0.5	0.07692	0.01724	0.01786	0.02	0.04762	0.02564	0.03333	0.2	0.08333	0.03704	0.01563	0.05556	0.01786	0.25	0.0625	0.04348
D00187	0.08333	0.0625	0.02703	0.05	0.05556	0.04	0.02778	0.16667	0.05882	0.04762	0.05263	1.0	0.16667	0.01786	0.0625	0.02083	0.25	0.02632	0.02857	0.05	0.04	0.0625	0.04545	0.02083	0.02857	0.01923	0.01923	0.04762	0.01852	0.01961	0.0137	0.04167	0.01961	0.01961	0.11111	0.05556	0.06667	0.05556	0.04762	0.01563	0.01724	0.01852	0.05263	0.02041	0.04167	0.06667	0.07143	0.05882	0.01389	0.05556	0.01563	0.0625	0.03333	0.02857
D00188	0.09091	0.07692	0.03125	0.05882	0.05882	0.04167	0.03226	0.14286	0.0625	0.04545	0.0625	0.16667	1.0	0.01639	0.05263	0.02326	0.14286	0.02857	0.02941	0.05263	0.04167	0.05882	0.05263	0.02326	0.03333	0.02041	0.02128	0.05556	0.01961	0.02	0.01471	0.04	0.02174	0.02174	0.1	0.06667	0.0625	0.06667	0.05	0.01639	0.01754	0.01961	0.05	0.02273	0.04	0.07143	0.06667	0.05	0.01449	0.05263	0.01695	0.07692	0.04	0.03333
D00211	0.01818	0.01587	0.01389	0.01493	0.01754	0.01389	0.01408	0.01818	0.01613	0.01923	0.01515	0.01786	0.01639	1.0	0.02041	0.01176	0.01818	0.01493	0.01471	0.01587	0.01389	0.01818	0.01538	0.01205	0.01429	0.01299	0.01176	0.01786	0.01205	0.01471	0.00962	0.02128	0.01136	0.0119	0.01923	0.01538	0.01923	0.01538	0.01786	0.01266	0.01449	0.01266	0.01923	0.0122	0.01818	0.01613	0.01818	0.02174	0.01235	0.02041	0.01124	0.01538	0.01639	0.01163
D00246	0.06667	0.05882	0.02632	0.04762	0.09091	0.03333	0.02703	0.07692	0.0625	0.07143	0.05	0.0625	0.05263	0.02041	1.0	0.01961	0.05882	0.0303	0.02778	0.05882	0.03333	0.09091	0.05263	0.01887	0.02778	0.01887	0.01695	0.04167	0.01818	0.02	0.0125	0.06667	0.01786	0.01724	0.07143	0.05263	0.1	0.05263	0.04545	0.01538	0.01818	0.01818	0.125	0.01786	0.03704	0.0625	0.11111	0.08333	0.01449	0.14286	0.01493	0.05263	0.03448	0.025
D00279	0.02128	0.02564	0.05	0.02703	0.02439	0.03571	0.04348	0.02222	0.025	0.02083	0.02632	0.02083	0.02326	0.01176	0.01961	1.0	0.02041	0.03704	0.05556	0.02703	0.03571	0.02128	0.02857	0.14286	0.04167	0.06667	0.11111	0.02778	0.06667	0.03846	0.02941	0.02128	0.16667	0.1	0.02083	0.02564	0.02174	0.02564	0.02941	0.04	0.02703	0.05263	0.02	0.0625	0.02222	0.025	0.02222	0.01724	0.02564	0.02041	0.04	0.02439	0.04	0.04545
D00299	0.11111	0.05882	0.02632	0.04762	0.05882	0.03571	0.02703	0.14286	0.0625	0.05556	0.05	0.25	0.14286	0.01818	0.05882	0.02041	1.0	0.02564	0.02632	0.05263	0.03571	0.05882	0.04762	0.02041	0.02778	0.01887	0.01887	0.04545	0.01818	0.01852	0.01351	0.04	0.01923	0.01923	0.16667	0.05263	0.0625	0.05263	0.04545	0.01538	0.01639	0.01818	0.05	0.02	0.04	0.05556	0.07692	0.05556	0.0137	0.05263	0.01538	0.05882	0.03226	0.02778
D00312	0.02703	0.04	0.07143	0.04	0.04348	0.02632	0.06667	0.02857	0.03571	0.02778	0.03846	0.02632	0.02857	0.01493	0.0303	0.03704	0.02564	1.0	0.03571	0.04	0.02632	0.03226	0.04	0.03448	0.0625	0.0303	0.02857	0.04167	0.03226	0.03333	0.01786	0.03448	0.03125	0.02941	0.02632	0.03704	0.03125	0.03704	0.05	0.02326	0.02326	0.03226	0.02941	0.03333	0.02857	0.03846	0.03448	0.025	0.02128	0.03226	0.02326	0.03448	0.05882	0.02778
D00316	0.02381	0.03333	0.04	0.03333	0.03333	0.07692	0.03571	0.03125	0.0303	0.02439	0.03226	0.02857	0.02941	0.01471	0.02778	0.05556	0.02632	0.03571	1.0	0.03571	0.07692	0.03125	0.03333	0.05	0.04	0.04545	0.03846	0.04	0.03846	0.04348	0.02041	0.03333	0.04348	0.04	0.02857	0.03125	0.03226	0.03125	0.04	0.02941	0.03571	0.03571	0.02857	0.04	0.02778	0.03448	0.02941	0.02439	0.02381	0.03125	0.02632	0.02941	0.05	0.05263
D00327	0.05882	0.11111	0.04167	0.11111	0.14286	0.05	0.04	0.05882	0.125	0.0625	0.125	0.05	0.05263	0.01587	0.05882	0.02703	0.05263	0.04	0.03571	1.0	0.05	0.06667	0.14286	0.02439	0.04545	0.02326	0.02222	0.05556	0.02439	0.02174	0.01515	0.04762	0.02381	0.02273	0.05556	0.11111	0.07143	0.11111	0.0625	0.01818	0.01887	0.02222	0.05556	0.02381	0.03704	0.1	0.09091	0.04545	0.01639	0.06667	0.01818	0.09091	0.05882	0.03846
D00348	0.03125	0.05	0.0303	0.04545	0.04545	1.0	0.02778	0.03846	0.04348	0.0303	0.04762	0.04	0.04167	0.01389	0.03333	0.03571	0.03571	0.02632	0.07692	0.05	1.0	0.03846	0.04167	0.03333	0.0303	0.02941	0.02941	0.03704	0.02632	0.0303	0.01754	0.03125	0.03226	0.0303	0.03448	0.04545	0.04	0.04545	0.03448	0.02174	0.025	0.025	0.03448	0.0303	0.02381	0.05263	0.03846	0.02857	0.01852	0.03846	0.02083	0.04167	0.03333	0.06667
D00443	0.05263	0.06667	0.02778	0.05263	0.09091	0.03846	0.02857	0.07692	0.0625	0.0625	0.05556	0.0625	0.05882	0.01818	0.09091	0.02128	0.05882	0.03226	0.03125	0.06667	0.03846	1.0	0.05882	0.02041	0.02941	0.02041	0.01818	0.04545	0.01961	0.02083	0.01351	0.05882	0.01923	0.01852	0.07143	0.05882	0.25	0.05882	0.04545	0.01695	0.01818	0.01961	0.125	0.02	0.04	0.07143	0.11111	0.0625	0.01695	0.11111	0.01639	0.05882	0.03704	0.02778
D00462	0.06667	0.14286	0.05	0.2	0.11111	0.04167	0.05263	0.05263	0.16667	0.0625	0.16667	0.04545	0.05263	0.01538	0.05263	0.02857	0.04762	0.04	0.03333	0.14286	0.04167	0.05882	1.0	0.02564	0.05556	0.02222	0.02326	0.04545	0.02222	0.02083	0.01563	0.04348	0.02632	0.02273	0.05	0.14286	0.0625	0.14286	0.07143	0.01695	0.01818	0.02041	0.05	0.025	0.03448	0.125	0.07692	0.03846	0.01587	0.05882	0.01887	0.11111	0.07692	0.04545
D00506	0.01887	0.02564	0.04167	0.02564	0.02326	0.03333	0.03704	0.02222	0.02381	0.01852	0.025	0.02083	0.02326	0.01205	0.01887	0.14286	0.02041	0.03448	0.05	0.02439	0.03333	0.02041	0.02564	1.0	0.03571	0.05882	0.07692	0.02941	0.06667	0.04545	0.02632	0.02128	0.125	0.08333	0.02083	0.02439	0.02083	0.02439	0.03125	0.04762	0.02857	0.06667	0.01923	0.05	0.02041	0.025	0.02128	0.01724	0.02703	0.01961	0.03704	0.02326	0.03448	0.03846
D00554	0.03333	0.05	0.14286	0.05556	0.03846	0.0303	0.16667	0.02941	0.04762	0.0303	0.05882	0.02857	0.03333	0.01429	0.02778	0.04167	0.02778	0.0625	0.04	0.04545	0.0303	0.02941	0.05556	0.03571	1.0	0.02941	0.03333	0.05882	0.02941	0.02703	0.01961	0.03125	0.04	0.03226	0.02703	0.05556	0.0303	0.05556	0.05882	0.02174	0.02273	0.02632	0.02703	0.04	0.03125	0.04762	0.03571	0.02326	0.01923	0.02941	0.02381	0.05	0.1	0.04
D00565	0.01754	0.02128	0.03333	0.02222	0.02222	0.02941	0.0303	0.02128	0.02083	0.01852	0.02174	0.01923	0.02041	0.01299	0.01887	0.06667	0.01887	0.0303	0.04545	0.02326	0.02941	0.02041	0.02222	0.05882	0.02941	1.0	0.11111	0.025	0.04762	0.05556	0.03125	0.02222	0.05	0.125	0.02083	0.02128	0.02174	0.02128	0.025	0.06667	0.04348	0.04762	0.01923	0.07143	0.02128	0.02083	0.02041	0.01786	0.03704	0.01961	0.05263	0.02041	0.02857	0.03125
D00577	0.01887	0.02222	0.03846	0.02326	0.02041	0.02941	0.03448	0.01961	0.02174	0.01786	0.02273	0.01923	0.02128	0.01176	0.01695	0.11111	0.01887	0.02857	0.03846	0.02222	0.02941	0.01818	0.02326	0.07692	0.03333	0.11111	1.0	0.025	0.04348	0.04545	0.03846	0.01887	0.08333	0.5	0.01852	0.02222	0.01852	0.02222	0.025	0.05263	0.03226	0.04	0.01724	0.1	0.01961	0.02174	0.01887	0.01563	0.02857	0.01754	0.05263	0.02128	0.0303	0.03571
D00585	0.04167	0.0625	0.04762	0.05	0.05556	0.03704	0.04545	0.05	0.05263	0.04	0.05882	0.04762	0.05556	0.01786	0.04167	0.02778	0.04545	0.04167	0.04	0.05556	0.03704	0.04545	0.04545	0.02941	0.05882	0.025	0.025	1.0	0.025	0.02564	0.01639	0.05556	0.02703	0.02564	0.04348	0.0625	0.04762	0.0625	0.09091	0.02083	0.02174	0.025	0.04	0.02857	0.04545	0.05882	0.0625	0.03448	0.01786	0.04545	0.02	0.0625	0.07143	0.02857
D00586	0.01754	0.02128	0.03333	0.02222	0.02128	0.02632	0.0303	0.02041	0.02083	0.01786	0.02174	0.01852	0.01961	0.01205	0.01818	0.06667	0.01818	0.03226	0.03846	0.02439	0.02632	0.01961	0.02222	0.06667	0.02941	0.04762	0.04348	0.025	1.0	0.03125	0.02083	0.02041	0.0625	0.04545	0.02	0.02128	0.02083	0.02128	0.02381	0.04762	0.02439	0.14286	0.01852	0.03333	0.02326	0.02083	0.01961	0.01724	0.02439	0.01887	0.02703	0.02041	0.0303	0.02778
D00596	0.01667	0.02083	0.0303	0.02083	0.02273	0.0303	0.02778	0.02	0.01961	0.01754	0.02041	0.01961	0.02	0.01471	0.02	0.03846	0.01852	0.03333	0.04348	0.02174	0.0303	0.02083	0.02083	0.04545	0.02703	0.05556	0.04545	0.02564	0.03125	1.0	0.02439	0.02273	0.03448	0.04762	0.01887	0.02	0.02041	0.02	0.02439	0.04167	0.04545	0.03333	0.02041	0.06667	0.01923	0.02128	0.02	0.01961	0.03333	0.02273	0.03571	0.01923	0.02778	0.02703
D00627	0.01351	0.01515	0.02128	0.01563	0.01429	0.01754	0.02	0.01389	0.01493	0.01299	0.01538	0.0137	0.01471	0.00962	0.0125	0.02941	0.01351	0.01786	0.02041	0.01515	0.01754	0.01351	0.01563	0.02632	0.01961	0.03125	0.03846	0.01639	0.02083	0.02439	1.0	0.01351	0.02703	0.03704	0.01333	0.01515	0.0137	0.01515	0.01639	0.02273	0.025	0.02	0.01299	0.03448	0.01389	0.01493	0.01351	0.01176	0.03571	0.01282	0.05556	0.01471	0.01852	0.01961
D00690	0.04	0.04762	0.02941	0.04	0.06667	0.03125	0.0303	0.04762	0.04545	0.04545	0.04167	0.04167	0.04	0.02128	0.06667	0.02128	0.04	0.03448	0.03333	0.04762	0.03125	0.05882	0.04348	0.02128	0.03125	0.02222	0.01887	0.05556	0.02041	0.02273	0.01351	1.0	0.01923	0.01923	0.05	0.04348	0.07143	0.04348	0.05556	0.01818	0.02128	0.02222	0.0625	0.02	0.04348	0.05	0.05882	0.0625	0.01639	0.07692	0.01639	0.04348	0.04	0.02273
D00730	0.02	0.025	0.05263	0.02778	0.02174	0.03226	0.04545	0.02	0.02439	0.01887	0.02564	0.01961	0.02174	0.01136	0.01786	0.16667	0.01923	0.03125	0.04348	0.02381	0.03226	0.01923	0.02632	0.125	0.04	0.05	0.08333	0.02703	0.0625	0.03448	0.02703	0.01923	1.0	0.07692	0.01887	0.025	0.01961	0.025	0.02703	0.03571	0.025	0.04545	0.01818	0.05263	0.02	0.02439	0.02	0.01587	0.02381	0.01852	0.03571	0.02381	0.03571	0.04762
D00898	0.01852	0.02273	0.03704	0.02381	0.02083	0.0303	0.03333	0.02	0.02222	0.01754	0.02326	0.01961	0.02174	0.0119	0.01724	0.1	0.01923	0.02941	0.04	0.02273	0.0303	0.01852	0.02273	0.08333	0.03226	0.125	0.5	0.02564	0.04545	0.04762	0.03704	0.01923	0.07692	1.0	0.01887	0.02273	0.01887	0.02273	0.02564	0.05556	0.03333	0.04167	0.01754	0.09091	0.01923	0.02222	0.01923	0.01587	0.02941	0.01786	0.05	0.02174	0.02941	0.03448
D00930	0.08333	0.05556	0.02564	0.04545	0.0625	0.03448	0.02632	0.25	0.05882	0.05882	0.04762	0.11111	0.1	0.01923	0.07143	0.02083	0.16667	0.02632	0.02857	0.05556	0.03448	0.07143	0.05	0.02083	0.02703	0.02083	0.01852	0.04348	0.02	0.01887	0.01333	0.05	0.01887	0.01887	1.0	0.05	0.09091	0.05	0.04762	0.01667	0.01786	0.02	0.05882	0.01961	0.05	0.05263	0.08333	0.06667	0.01471	0.0625	0.01563	0.05	0.03333	0.02703
D00950	0.06667	0.33333	0.04545	0.2	0.11111	0.04545	0.04762	0.05882	0.25	0.05556	0.5	0.05556	0.06667	0.01538	0.05263	0.02564	0.05263	0.03704	0.03125	0.11111	0.04545	0.05882	0.14286	0.02439	0.05556	0.02128	0.02222	0.0625	0.02128	0.02	0.01515	0.04348	0.025	0.02273	0.05	1.0	0.0625	1.0	0.08333	0.01695	0.01754	0.01961	0.05	0.025	0.03448	0.25	0.09091	0.03846	0.01538	0.05882	0.01754	0.33333	0.05882	0.04167
D00951	0.05556	0.07143	0.02857	0.05556	0.1	0.04	0.02941	0.08333	0.06667	0.06667	0.05882	0.06667	0.0625	0.01923	0.1	0.02174	0.0625	0.03125	0.03226	0.07143	0.04	0.25	0.0625	0.02083	0.0303	0.02174	0.01852	0.04762	0.02083	0.02041	0.0137	0.07143	0.01961	0.01887	0.09091	0.0625	1.0	0.0625	0.04762	0.01724	0.01923	0.02083	0.14286	0.01961	0.04167	0.07692	0.125	0.06667	0.01667	0.125	0.01667	0.0625	0.03846	0.02857
D00954	0.06667	0.33333	0.04545	0.2	0.11111	0.04545	0.04762	0.05882	0.25	0.05556	0.5	0.05556	0.06667	0.01538	0.05263	0.02564	0.05263	0.03704	0.03125	0.11111	0.04545	0.05882	0.14286	0.02439	0.05556	0.02128	0.02222	0.0625	0.02128	0.02	0.01515	0.04348	0.025	0.02273	0.05	1.0	0.0625	1.0	0.08333	0.01695	0.01754	0.01961	0.05	0.025	0.03448	0.25	0.09091	0.03846	0.01538	0.05882	0.01754	0.33333	0.05882	0.04167
D00956	0.04545	0.1	0.05263	0.07143	0.07143	0.03448	0.05556	0.05556	0.09091	0.04348	0.07692	0.04762	0.05	0.01786	0.04545	0.02941	0.04545	0.05	0.04	0.0625	0.03448	0.04545	0.07143	0.03125	0.05882	0.025	0.025	0.09091	0.02381	0.02439	0.01639	0.05556	0.02703	0.02564	0.04762	0.08333	0.04762	0.08333	1.0	0.01923	0.02083	0.02381	0.04	0.02703	0.05	0.09091	0.0625	0.03448	0.01724	0.04545	0.02	0.07143	0.08333	0.0303
D00961	0.01408	0.01695	0.02273	0.01695	0.01754	0.02174	0.02128	0.01695	0.01613	0.01471	0.01724	0.01563	0.01639	0.01266	0.01538	0.04	0.01538	0.02326	0.02941	0.01818	0.02174	0.01695	0.01695	0.04762	0.02174	0.06667	0.05263	0.02083	0.04762	0.04167	0.02273	0.01818	0.03571	0.05556	0.01667	0.01695	0.01724	0.01695	0.01923	1.0	0.03448	0.05882	0.01563	0.04167	0.02041	0.01667	0.01695	0.01515	0.03226	0.01587	0.03226	0.01639	0.02128	0.02174
D00962	0.01493	0.01818	0.02273	0.01818	0.01961	0.025	0.02128	0.01818	0.01724	0.01563	0.01786	0.01724	0.01754	0.01449	0.01818	0.02703	0.01639	0.02326	0.03571	0.01887	0.025	0.01818	0.01818	0.02857	0.02273	0.04348	0.03226	0.02174	0.02439	0.04545	0.025	0.02128	0.025	0.03333	0.01786	0.01754	0.01923	0.01754	0.02083	0.03448	1.0	0.02703	0.01852	0.03125	0.01818	0.01852	0.01754	0.01786	0.03448	0.01961	0.04	0.01695	0.02326	0.02381
D00965	0.01639	0.02041	0.02941	0.02041	0.02128	0.025	0.02703	0.02041	0.01923	0.01724	0.02	0.01852	0.01961	0.01266	0.01818	0.05263	0.01818	0.03226	0.03571	0.02222	0.025	0.01961	0.02041	0.06667	0.02632	0.04762	0.04	0.025	0.14286	0.03333	0.02	0.02222	0.04545	0.04167	0.02	0.01961	0.02083	0.01961	0.02381	0.05882	0.02703	1.0	0.01852	0.03125	0.02326	0.02	0.01961	0.01786	0.02703	0.01887	0.02703	0.01887	0.02703	0.025
D01115	0.05	0.05556	0.02564	0.04545	0.08333	0.03448	0.02632	0.0625	0.05263	0.05882	0.04762	0.05263	0.05	0.01923	0.125	0.02	0.05	0.02941	0.02857	0.05556	0.03448	0.125	0.05	0.01923	0.02703	0.01923	0.01724	0.04	0.01852	0.02041	0.01299	0.0625	0.01818	0.01754	0.05882	0.05	0.14286	0.05	0.04	0.01563	0.01852	0.01852	1.0	0.01818	0.03333	0.05882	0.08333	0.06667	0.01515	0.125	0.01563	0.05	0.03333	0.02564
D01132	0.02	0.02381	0.04348	0.025	0.02174	0.0303	0.03846	0.02083	0.02326	0.01887	0.02564	0.02041	0.02273	0.0122	0.01786	0.0625	0.02	0.03333	0.04	0.02381	0.0303	0.02	0.025	0.05	0.04	0.07143	0.1	0.02857	0.03333	0.06667	0.03448	0.02	0.05263	0.09091	0.01961	0.025	0.01961	0.025	0.02703	0.04167	0.03125	0.03125	0.01818	1.0	0.02174	0.02326	0.02083	0.01639	0.03125	0.01852	0.04545	0.02381	0.03333	0.03704
D01161	0.04	0.03448	0.02941	0.03226	0.03448	0.02381	0.0303	0.05263	0.03571	0.03571	0.03333	0.04167	0.04	0.01818	0.03704	0.02222	0.04	0.02857	0.02778	0.03704	0.02381	0.04	0.03448	0.02041	0.03125	0.02128	0.01961	0.04545	0.02326	0.01923	0.01389	0.04348	0.02	0.01923	0.05	0.03448	0.04167	0.03448	0.05	0.02041	0.01818	0.02326	0.03333	0.02174	1.0	0.03333	0.04	0.03571	0.01587	0.03448	0.01639	0.03448	0.04	0.02174
D01217	0.0625	0.5	0.04348	0.16667	0.125	0.05263	0.04545	0.0625	0.2	0.05263	0.2	0.06667	0.07143	0.01613	0.0625	0.025	0.05556	0.03846	0.03448	0.1	0.05263	0.07143	0.125	0.025	0.04762	0.02083	0.02174	0.05882	0.02083	0.02128	0.01493	0.05	0.02439	0.02222	0.05263	0.25	0.07692	0.25	0.09091	0.01667	0.01852	0.02	0.05882	0.02326	0.03333	1.0	0.08333	0.04348	0.01563	0.07143	0.01724	0.16667	0.05556	0.04
D01294	0.07692	0.09091	0.03125	0.06667	0.14286	0.03846	0.03226	0.09091	0.1	0.1	0.08333	0.07143	0.06667	0.01818	0.11111	0.02222	0.07692	0.03448	0.02941	0.09091	0.03846	0.11111	0.07692	0.02128	0.03571	0.02041	0.01887	0.0625	0.01961	0.02	0.01351	0.05882	0.02	0.01923	0.08333	0.09091	0.125	0.09091	0.0625	0.01695	0.01754	0.01961	0.08333	0.02083	0.04	0.08333	1.0	0.05556	0.01538	0.11111	0.01639	0.09091	0.04348	0.02941
D01387	0.05	0.04167	0.02222	0.03571	0.05556	0.02857	0.02273	0.0625	0.04	0.04348	0.03704	0.05882	0.05	0.02174	0.08333	0.01724	0.05556	0.025	0.02439	0.04545	0.02857	0.0625	0.03846	0.01724	0.02326	0.01786	0.01563	0.03448	0.01724	0.01961	0.01176	0.0625	0.01587	0.01587	0.06667	0.03846	0.06667	0.03846	0.03448	0.01515	0.01786	0.01786	0.06667	0.01639	0.03571	0.04348	0.05556	1.0	0.01389	0.1	0.01389	0.03846	0.02778	0.02128
D01441	0.01333	0.01587	0.02083	0.01587	0.01639	0.01852	0.01961	0.01493	0.01515	0.01389	0.01563	0.01389	0.01449	0.01235	0.01449	0.02564	0.0137	0.02128	0.02381	0.01639	0.01852	0.01695	0.01587	0.02703	0.01923	0.03704	0.02857	0.01786	0.02439	0.03333	0.03571	0.01639	0.02381	0.02941	0.01471	0.01538	0.01667	0.01538	0.01724	0.03226	0.03448	0.02703	0.01515	0.03125	0.01587	0.01563	0.01538	0.01389	1.0	0.01493	0.04762	0.01493	0.01961	0.01852
D01689	0.05263	0.06667	0.02778	0.05263	0.11111	0.03846	0.02857	0.06667	0.0625	0.0625	0.05556	0.05556	0.05263	0.02041	0.14286	0.02041	0.05263	0.03226	0.03125	0.06667	0.03846	0.11111	0.05882	0.01961	0.02941	0.01961	0.01754	0.04545	0.01887	0.02273	0.01282	0.07692	0.01852	0.01786	0.0625	0.05882	0.125	0.05882	0.04545	0.01587	0.01961	0.01887	0.125	0.01852	0.03448	0.07143	0.11111	0.1	0.01493	1.0	0.01538	0.05882	0.03704	0.02632
