data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00182	0.16831	0.23678	0.30948	0.53728	0.32234	0.06429	0.32093	0.13181	0.19594	0.15089	0.99	0.12304	0.1245	0.08812	0.19078	0.04507	0.1224	0.23415	0.05533	0.22724	0.06429	0.12387	0.20609	0.04452	0.3428	0.04228	0.03506	0.18109	0.03477	0.03854	0.02021	0.16635	0.04371	0.03517	0.12624	0.97477	0.16618	0.97477	0.70407	0.03238	0.03468	0.03943	0.11798	0.03584	0.14149	0.23383	0.13629	0.15907	0.02734	0.19102	0.02891	0.36824	0.29239	0.09306
D00187	0.18351	0.14208	0.09504	0.11997	0.12604	0.08733	0.10465	0.35412	0.15041	0.13442	0.12304	0.99	0.50857	0.08765	0.11958	0.04217	0.68858	0.08256	0.08044	0.13084	0.09382	0.12915	0.14025	0.03534	0.11301	0.05307	0.04408	0.10637	0.04317	0.04357	0.02522	0.10871	0.0273	0.0476	0.29414	0.12762	0.12221	0.12762	0.11446	0.03025	0.03916	0.0406	0.12707	0.03924	0.1	0.14119	0.14432	0.13386	0.03046	0.12661	0.02725	0.13879	0.09639	0.08211
D00188	0.29664	0.13923	0.09833	0.12068	0.12532	0.09148	0.10929	0.38616	0.14869	0.1343	0.1245	0.50857	0.99	0.07628	0.12318	0.0434	0.36724	0.08588	0.07579	0.13189	0.09748	0.11438	0.1428	0.03635	0.11882	0.05218	0.03676	0.10777	0.04816	0.04204	0.02638	0.09879	0.03166	0.03753	0.28943	0.12965	0.12089	0.12965	0.11293	0.0287	0.04258	0.0392	0.10906	0.04118	0.10191	0.13877	0.14371	0.12961	0.03256	0.12519	0.02545	0.13561	0.09636	0.0952
D00211	0.1024	0.08568	0.061	0.08359	0.09254	0.07182	0.07185	0.08976	0.09757	0.11329	0.08812	0.08765	0.07628	0.99	0.10998	0.04344	0.09509	0.06513	0.06682	0.09917	0.07182	0.11493	0.09238	0.04316	0.07313	0.05222	0.04882	0.07438	0.04839	0.04993	0.03119	0.12478	0.03904	0.04689	0.10332	0.08686	0.1036	0.08686	0.09658	0.03883	0.05422	0.04929	0.12129	0.04168	0.08465	0.08882	0.10245	0.09654	0.03602	0.09716	0.03701	0.08359	0.07675	0.04544
D00246	0.13224	0.1632	0.11462	0.1771	0.19275	0.06319	0.12181	0.11794	0.14426	0.14266	0.19078	0.11958	0.12318	0.10998	0.99	0.05446	0.12279	0.09544	0.06135	0.17337	0.06319	0.14283	0.14492	0.04461	0.13466	0.05166	0.03164	0.13552	0.04511	0.04857	0.02472	0.21593	0.03667	0.0314	0.12104	0.19304	0.14371	0.19304	0.17395	0.04078	0.0441	0.04738	0.13559	0.03837	0.09751	0.16161	0.12625	0.16269	0.03079	0.20809	0.02285	0.16681	0.12957	0.08259
D00279	0.02962	0.04578	0.05818	0.03748	0.04377	0.05617	0.05387	0.04591	0.03612	0.03344	0.04507	0.04217	0.0434	0.04344	0.05446	0.99	0.04016	0.04404	0.17699	0.05664	0.05617	0.05296	0.04365	0.17478	0.05015	0.30773	0.16797	0.08539	0.08413	0.11622	0.07905	0.06469	0.22815	0.13695	0.05378	0.04438	0.0536	0.04438	0.07382	0.12201	0.12289	0.0961	0.05008	0.16962	0.07495	0.0437	0.043	0.04449	0.08589	0.07031	0.07464	0.0393	0.06542	0.0419
D00299	0.20323	0.15234	0.09051	0.13626	0.12497	0.08317	0.10483	0.29318	0.16031	0.14224	0.1224	0.68858	0.36724	0.09509	0.12279	0.04016	0.99	0.07863	0.07661	0.14038	0.08409	0.14246	0.15097	0.03182	0.10763	0.05055	0.04198	0.11052	0.03755	0.04149	0.02401	0.10353	0.026	0.04533	0.29968	0.1268	0.11459	0.1268	0.109	0.02881	0.03729	0.03497	0.13946	0.03737	0.09524	0.15107	0.14254	0.14104	0.02901	0.13001	0.02596	0.13768	0.10549	0.0709
D00312	0.10359	0.11069	0.41735	0.24976	0.14762	0.03903	0.37754	0.08026	0.10952	0.09739	0.23415	0.08256	0.08588	0.06513	0.09544	0.04404	0.07863	0.99	0.0392	0.10841	0.03903	0.09717	0.12487	0.06244	0.3515	0.05435	0.05283	0.09279	0.04526	0.05125	0.04407	0.08559	0.05107	0.04704	0.0777	0.18941	0.11027	0.18941	0.16836	0.04002	0.03384	0.04577	0.0815	0.03657	0.09034	0.11118	0.11569	0.0808	0.04155	0.10106	0.04038	0.15037	0.33657	0.05107
D00316	0.05606	0.06588	0.04798	0.04971	0.06501	0.10451	0.04478	0.07168	0.06195	0.05026	0.05533	0.08044	0.07579	0.06682	0.06135	0.17699	0.07661	0.0392	0.99	0.06301	0.11194	0.06142	0.05621	0.09942	0.04595	0.12424	0.10807	0.08377	0.05756	0.11913	0.05497	0.06417	0.11846	0.13034	0.06578	0.05448	0.06652	0.05448	0.06507	0.09052	0.09858	0.06383	0.05774	0.11655	0.05607	0.06779	0.05524	0.06683	0.07068	0.08131	0.04862	0.06229	0.0489	0.08975
D00327	0.19962	0.34623	0.13237	0.22883	0.20356	0.0628	0.14193	0.1383	0.22483	0.18148	0.22724	0.13084	0.13189	0.09917	0.17337	0.05664	0.14038	0.10841	0.06301	0.99	0.0628	0.16035	0.33944	0.04493	0.15162	0.0502	0.03161	0.35714	0.04691	0.04526	0.02301	0.23127	0.0394	0.0317	0.13719	0.22174	0.17903	0.22174	0.20556	0.04224	0.04298	0.04675	0.1412	0.04002	0.09955	0.24937	0.15591	0.26367	0.03534	0.27286	0.02897	0.17884	0.15338	0.08388
D00348	0.06535	0.06531	0.0469	0.06307	0.07012	0.79415	0.03888	0.09623	0.05648	0.05343	0.06429	0.09382	0.09748	0.07182	0.06319	0.05617	0.08409	0.03903	0.11194	0.0628	0.99	0.07606	0.05506	0.06951	0.04963	0.05945	0.06199	0.06488	0.06368	0.06972	0.03692	0.06454	0.04413	0.06949	0.09921	0.0633	0.07427	0.0633	0.05945	0.04656	0.05896	0.06581	0.06945	0.05891	0.05825	0.06234	0.06943	0.06867	0.0328	0.07517	0.03423	0.06935	0.04657	0.16483
D00443	0.14516	0.15646	0.11016	0.1282	0.13262	0.07606	0.10731	0.1242	0.16441	0.13989	0.12387	0.12915	0.11438	0.11493	0.14283	0.05296	0.14246	0.09717	0.06142	0.16035	0.07606	0.99	0.14922	0.0423	0.1102	0.05421	0.03019	0.1013	0.0434	0.05583	0.02649	0.13607	0.0333	0.02679	0.12266	0.12789	0.13258	0.12789	0.11969	0.0357	0.05113	0.04298	0.29315	0.04916	0.09925	0.15952	0.191	0.12713	0.04359	0.15479	0.02982	0.14058	0.094	0.07951
D00462	0.2517	0.3024	0.14918	0.22079	0.19119	0.05506	0.15996	0.12632	0.28434	0.2536	0.20609	0.14025	0.1428	0.09238	0.14492	0.04365	0.15097	0.12487	0.05621	0.33944	0.05506	0.14922	0.99	0.03929	0.15606	0.03376	0.0235	0.27608	0.03533	0.03942	0.02273	0.15794	0.04315	0.02068	0.132	0.20292	0.18213	0.20292	0.17586	0.02968	0.03982	0.03626	0.13539	0.04063	0.09785	0.26325	0.17053	0.1616	0.03057	0.21328	0.03611	0.17262	0.15013	0.0671
D00506	0.03018	0.04016	0.04708	0.04217	0.04801	0.06951	0.04257	0.04329	0.03251	0.03464	0.04452	0.03534	0.03635	0.04316	0.04461	0.17478	0.03182	0.06244	0.09942	0.04493	0.06951	0.0423	0.03929	0.99	0.03964	0.15742	0.13829	0.08419	0.10258	0.14068	0.10681	0.06689	0.20795	0.13172	0.03973	0.04908	0.05235	0.04908	0.09519	0.12428	0.11467	0.16824	0.0428	0.10651	0.06697	0.0375	0.03938	0.03938	0.07896	0.05112	0.07798	0.04637	0.06487	0.06181
D00554	0.12729	0.15759	0.75479	0.31872	0.21444	0.04963	0.82279	0.11044	0.14819	0.11942	0.3428	0.11301	0.11882	0.07313	0.13466	0.05015	0.10763	0.3515	0.04595	0.15162	0.04963	0.1102	0.15606	0.03964	0.99	0.04729	0.07364	0.13723	0.04459	0.03773	0.04139	0.11638	0.05663	0.06565	0.10636	0.33753	0.13182	0.33753	0.28471	0.03733	0.03196	0.04608	0.11682	0.04774	0.14562	0.15741	0.13206	0.11027	0.04201	0.13936	0.03942	0.26768	0.38564	0.06448
D00565	0.03864	0.03888	0.05485	0.03679	0.04816	0.05945	0.05079	0.06252	0.03174	0.03869	0.04228	0.05307	0.05218	0.05222	0.05166	0.30773	0.05055	0.05435	0.12424	0.0502	0.05945	0.05421	0.03376	0.15742	0.04729	0.99	0.19968	0.07676	0.11921	0.13046	0.12597	0.07037	0.18333	0.16509	0.06565	0.04163	0.05487	0.04163	0.07695	0.18076	0.17339	0.12495	0.0495	0.16259	0.06592	0.03711	0.03929	0.05287	0.11342	0.05358	0.11183	0.03464	0.06136	0.04679
D00577	0.02526	0.02724	0.07109	0.0286	0.03848	0.06199	0.06583	0.04074	0.02561	0.02579	0.03506	0.04408	0.03676	0.04882	0.03164	0.16797	0.04198	0.05283	0.10807	0.03161	0.06199	0.03019	0.0235	0.13829	0.07364	0.19968	0.99	0.06939	0.08793	0.15036	0.12531	0.05419	0.16927	0.29833	0.04581	0.03452	0.03056	0.03452	0.06449	0.13845	0.11379	0.09133	0.02757	0.15592	0.05564	0.026	0.02433	0.03526	0.08331	0.03738	0.11668	0.03133	0.05283	0.05073
D00585	0.16325	0.23893	0.11906	0.17226	0.18088	0.06488	0.12198	0.1091	0.17902	0.13802	0.18109	0.10637	0.10777	0.07438	0.13552	0.08539	0.11052	0.09279	0.08377	0.35714	0.06488	0.1013	0.27608	0.08419	0.13723	0.07676	0.06939	0.99	0.05546	0.06338	0.04528	0.1956	0.08779	0.05878	0.10922	0.18236	0.14107	0.18236	0.19114	0.06075	0.07173	0.06876	0.10091	0.05301	0.1012	0.19287	0.11081	0.14916	0.04617	0.21814	0.04589	0.14926	0.12792	0.07166
D00586	0.03896	0.03533	0.04129	0.03709	0.04211	0.06368	0.04292	0.04831	0.03322	0.04049	0.03477	0.04317	0.04816	0.04839	0.04511	0.08413	0.03755	0.04526	0.05756	0.04691	0.06368	0.0434	0.03533	0.10258	0.04459	0.11921	0.08793	0.05546	0.99	0.05924	0.06647	0.0445	0.12023	0.08599	0.04244	0.03424	0.04392	0.03424	0.03663	0.14514	0.0718	0.43293	0.03962	0.09003	0.0619	0.03372	0.03392	0.04681	0.07285	0.04894	0.05167	0.03235	0.04966	0.0413
D00596	0.03348	0.04292	0.04377	0.03377	0.05093	0.07526	0.03656	0.04053	0.04035	0.04079	0.03854	0.04357	0.04204	0.04993	0.04857	0.11622	0.04149	0.05125	0.11913	0.04526	0.06972	0.05583	0.03942	0.14068	0.03773	0.13046	0.15036	0.06338	0.05924	0.99	0.08199	0.06041	0.11055	0.13034	0.05081	0.03794	0.04952	0.03794	0.07503	0.0968	0.15592	0.06459	0.06117	0.09461	0.05096	0.04096	0.0436	0.05037	0.11254	0.0583	0.06968	0.03304	0.05934	0.07306
D00627	0.02095	0.02053	0.03949	0.01827	0.02726	0.03692	0.03292	0.03132	0.01891	0.02123	0.02021	0.02522	0.02638	0.03119	0.02472	0.07905	0.02401	0.04407	0.05497	0.02301	0.03692	0.02649	0.02273	0.10681	0.04139	0.12597	0.12531	0.04528	0.06647	0.08199	0.99	0.03543	0.08465	0.11205	0.02617	0.02244	0.02475	0.02244	0.04272	0.08778	0.0969	0.06565	0.02193	0.09983	0.03293	0.01919	0.02536	0.02443	0.09223	0.02142	0.12594	0.02514	0.03554	0.04207
D00690	0.13594	0.19772	0.0972	0.15961	0.16441	0.06454	0.10426	0.10722	0.15428	0.12904	0.16635	0.10871	0.09879	0.12478	0.21593	0.06469	0.10353	0.08559	0.06417	0.23127	0.06454	0.13607	0.15794	0.06689	0.11638	0.07037	0.05419	0.1956	0.0445	0.06041	0.03543	0.99	0.06651	0.04744	0.11408	0.16272	0.18201	0.16272	0.17836	0.05789	0.06247	0.05209	0.14641	0.04951	0.10231	0.17157	0.13465	0.19787	0.04279	0.26878	0.03226	0.13687	0.11265	0.07286
D00730	0.03264	0.0444	0.06726	0.0406	0.04311	0.04413	0.06082	0.04049	0.03518	0.03378	0.04371	0.0273	0.03166	0.03904	0.03667	0.22815	0.026	0.05107	0.11846	0.0394	0.04413	0.0333	0.04315	0.20795	0.05663	0.18333	0.16927	0.08779	0.12023	0.11055	0.08465	0.06651	0.99	0.14546	0.03457	0.04303	0.03843	0.04303	0.07731	0.13895	0.09472	0.12602	0.0345	0.20275	0.06786	0.04119	0.03453	0.033	0.08395	0.04012	0.11954	0.03699	0.06124	0.07184
D00898	0.02235	0.02767	0.06329	0.02905	0.03419	0.06949	0.0586	0.04459	0.02602	0.02286	0.03517	0.0476	0.03753	0.04689	0.0314	0.13695	0.04533	0.04704	0.13034	0.0317	0.06949	0.02679	0.02068	0.13172	0.06565	0.16509	0.29833	0.05878	0.08599	0.13034	0.11205	0.04744	0.14546	0.99	0.04888	0.03463	0.03048	0.03463	0.05754	0.12188	0.10328	0.07931	0.02446	0.13662	0.05384	0.02641	0.02455	0.03139	0.07442	0.03693	0.10199	0.02773	0.04704	0.04432
D00930	0.15654	0.13533	0.08456	0.12902	0.13877	0.09921	0.0985	0.37878	0.14307	0.14374	0.12624	0.29414	0.28943	0.10332	0.12104	0.05378	0.29968	0.0777	0.06578	0.13719	0.09921	0.12266	0.132	0.03973	0.10636	0.06565	0.04581	0.10922	0.04244	0.05081	0.02617	0.11408	0.03457	0.04888	0.99	0.12531	0.12564	0.12531	0.11704	0.03692	0.0484	0.04484	0.11685	0.0429	0.10743	0.13441	0.11642	0.12971	0.03117	0.12355	0.02565	0.13063	0.09963	0.07728
D00950	0.17327	0.24144	0.30472	0.52902	0.31546	0.0633	0.31599	0.13089	0.20171	0.15534	0.97477	0.12762	0.12965	0.08686	0.19304	0.04438	0.1268	0.18941	0.05448	0.22174	0.0633	0.12789	0.20292	0.04908	0.33753	0.04163	0.03452	0.18236	0.03424	0.03794	0.02244	0.16272	0.04303	0.03463	0.12531	0.99	0.1643	0.99	0.48265	0.03189	0.03436	0.03882	0.12168	0.03529	0.12263	0.23962	0.14046	0.16109	0.02712	0.19227	0.02847	0.37351	0.24675	0.09163
D00951	0.14094	0.16995	0.11371	0.1597	0.17854	0.07427	0.11979	0.12177	0.16568	0.13897	0.16618	0.12221	0.12089	0.1036	0.14371	0.0536	0.11459	0.11027	0.06652	0.17903	0.07427	0.13258	0.18213	0.05235	0.13182	0.05487	0.03056	0.14107	0.04392	0.04952	0.02475	0.18201	0.03843	0.03048	0.12564	0.1643	0.99	0.1643	0.1602	0.04255	0.05147	0.05099	0.12559	0.04558	0.11001	0.17241	0.15197	0.11761	0.03279	0.16563	0.03309	0.14613	0.13536	0.08046
D00954	0.17327	0.24144	0.30472	0.52902	0.31546	0.0633	0.31599	0.13089	0.20171	0.15534	0.97477	0.12762	0.12965	0.08686	0.19304	0.04438	0.1268	0.18941	0.05448	0.22174	0.0633	0.12789	0.20292	0.04908	0.33753	0.04163	0.03452	0.18236	0.03424	0.03794	0.02244	0.16272	0.04303	0.03463	0.12531	0.99	0.1643	0.99	0.48265	0.03189	0.03436	0.03882	0.12168	0.03529	0.12263	0.23962	0.14046	0.16109	0.02712	0.19227	0.02847	0.37351	0.24675	0.09163
D00956	0.14362	0.20205	0.27174	0.46706	0.28981	0.05945	0.2816	0.11739	0.16536	0.12876	0.70407	0.11446	0.11293	0.09658	0.17395	0.07382	0.109	0.16836	0.06507	0.20556	0.05945	0.11969	0.17586	0.09519	0.28471	0.07695	0.06449	0.19114	0.03663	0.07503	0.04272	0.17836	0.07731	0.05754	0.11704	0.48265	0.1602	0.48265	0.99	0.04709	0.06196	0.04814	0.11373	0.04722	0.16715	0.19767	0.1352	0.14542	0.03924	0.1744	0.03339	0.27314	0.2563	0.07941
D00961	0.02279	0.02968	0.0308	0.02219	0.04139	0.04656	0.02852	0.03726	0.02506	0.03554	0.03238	0.03025	0.0287	0.03883	0.04078	0.12201	0.02881	0.04002	0.09052	0.04224	0.04656	0.0357	0.02968	0.12428	0.03733	0.18076	0.13845	0.06075	0.14514	0.0968	0.08778	0.05789	0.13895	0.12188	0.03692	0.03189	0.04255	0.03189	0.04709	0.99	0.12229	0.14326	0.03543	0.13344	0.05923	0.0314	0.02823	0.04736	0.11397	0.04563	0.10338	0.02734	0.04095	0.02564
D00962	0.03437	0.04549	0.03354	0.0339	0.04759	0.05896	0.03106	0.04602	0.04116	0.04126	0.03468	0.03916	0.04258	0.05422	0.0441	0.12289	0.03729	0.03384	0.09858	0.04298	0.05896	0.05113	0.03982	0.11467	0.03196	0.17339	0.11379	0.07173	0.0718	0.15592	0.0969	0.06247	0.09472	0.10328	0.0484	0.03436	0.05147	0.03436	0.06196	0.12229	0.99	0.07419	0.0514	0.0914	0.05594	0.04342	0.04565	0.0481	0.11153	0.05494	0.07774	0.03505	0.0474	0.06652
D00965	0.03426	0.03626	0.04322	0.03807	0.04486	0.06581	0.04481	0.04886	0.03409	0.04031	0.03943	0.0406	0.0392	0.04929	0.04738	0.0961	0.03497	0.04577	0.06383	0.04675	0.06581	0.04298	0.03626	0.16824	0.04608	0.12495	0.09133	0.06876	0.43293	0.06459	0.06565	0.05209	0.12602	0.07931	0.04484	0.03882	0.05099	0.03882	0.04814	0.14326	0.07419	0.99	0.03925	0.08301	0.06314	0.03461	0.03115	0.04905	0.06861	0.04248	0.05153	0.03723	0.05681	0.04129
D01115	0.13253	0.14285	0.10194	0.11705	0.13548	0.06945	0.10934	0.11796	0.15012	0.14199	0.11798	0.12707	0.10906	0.12129	0.13559	0.05008	0.13946	0.0815	0.05774	0.1412	0.06945	0.29315	0.13539	0.0428	0.11682	0.0495	0.02757	0.10091	0.03962	0.06117	0.02193	0.14641	0.0345	0.02446	0.11685	0.12168	0.12559	0.12168	0.11373	0.03543	0.0514	0.03925	0.99	0.05503	0.1067	0.14565	0.17439	0.13207	0.0398	0.14977	0.03549	0.14	0.09099	0.07259
D01132	0.03643	0.04983	0.04861	0.03407	0.03839	0.05891	0.04501	0.05005	0.04685	0.03886	0.03584	0.03924	0.04118	0.04168	0.03837	0.16962	0.03737	0.03657	0.11655	0.04002	0.05891	0.04916	0.04063	0.10651	0.04774	0.16259	0.15592	0.05301	0.09003	0.09461	0.09983	0.04951	0.20275	0.13662	0.0429	0.03529	0.04558	0.03529	0.04722	0.13344	0.0914	0.08301	0.05503	0.99	0.04537	0.04756	0.0467	0.05264	0.07773	0.05795	0.12274	0.03418	0.05208	0.05596
D01161	0.10689	0.09728	0.13584	0.13109	0.11845	0.05825	0.14049	0.10047	0.09586	0.10575	0.14149	0.1	0.10191	0.08465	0.09751	0.07495	0.09524	0.09034	0.05607	0.09955	0.05825	0.09925	0.09785	0.06697	0.14562	0.06592	0.05564	0.1012	0.0619	0.05096	0.03293	0.10231	0.06786	0.05384	0.10743	0.12263	0.11001	0.12263	0.16715	0.05923	0.05594	0.06314	0.1067	0.04537	0.99	0.09286	0.11112	0.10128	0.04302	0.09002	0.0327	0.11398	0.11988	0.09705
D01217	0.25763	0.43944	0.1497	0.24942	0.20743	0.06234	0.16157	0.14679	0.3947	0.24747	0.23383	0.14119	0.13877	0.08882	0.16161	0.0437	0.15107	0.11118	0.06779	0.24937	0.06234	0.15952	0.26325	0.0375	0.15741	0.03711	0.026	0.19287	0.03372	0.04096	0.01919	0.17157	0.04119	0.02641	0.13441	0.23962	0.17241	0.23962	0.19767	0.0314	0.04342	0.03461	0.14565	0.04756	0.09286	0.99	0.21364	0.1901	0.03822	0.24329	0.02804	0.19715	0.15515	0.0719
D01294	0.17649	0.19872	0.13184	0.14402	0.13753	0.06943	0.1229	0.1275	0.22122	0.1861	0.13629	0.14432	0.14371	0.10245	0.12625	0.043	0.14254	0.11569	0.05524	0.15591	0.06943	0.191	0.17053	0.03938	0.13206	0.03929	0.02433	0.11081	0.03392	0.0436	0.02536	0.13465	0.03453	0.02455	0.11642	0.14046	0.15197	0.14046	0.1352	0.02823	0.04565	0.03115	0.17439	0.0467	0.11112	0.21364	0.99	0.13844	0.03633	0.16776	0.02808	0.14046	0.12708	0.08109
D01387	0.18522	0.20549	0.09623	0.15801	0.15755	0.06867	0.10322	0.12752	0.17111	0.15738	0.15907	0.13386	0.12961	0.09654	0.16269	0.04449	0.14104	0.0808	0.06683	0.26367	0.06867	0.12713	0.1616	0.03938	0.11027	0.05287	0.03526	0.14916	0.04681	0.05037	0.02443	0.19787	0.033	0.03139	0.12971	0.16109	0.11761	0.16109	0.14542	0.04736	0.0481	0.04905	0.13207	0.05264	0.10128	0.1901	0.13844	0.99	0.03919	0.24117	0.02999	0.14606	0.11152	0.07433
D01441	0.02863	0.04004	0.04078	0.02373	0.03183	0.0328	0.03775	0.03396	0.03461	0.03601	0.02734	0.03046	0.03256	0.03602	0.03079	0.08589	0.02901	0.04155	0.07068	0.03534	0.0328	0.04359	0.03057	0.07896	0.04201	0.11342	0.08331	0.04617	0.07285	0.11254	0.09223	0.04279	0.08395	0.07442	0.03117	0.02712	0.03279	0.02712	0.03924	0.11397	0.11153	0.06861	0.0398	0.07773	0.04302	0.03822	0.03633	0.03919	0.99	0.04366	0.0708	0.02344	0.05458	0.02174
