	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D00415	0.133743	0.1589	0.0977705	0.04876	0.213846	0.0784755	0.1875155	0.185827	0.161351	0.1946645	0.1003255	0.144978	0.138888	0.1293885	0.177095	0.1868265	0.1404835	0.163616	0.27716	0.1885615	0.1533	0.1576715	0.1672335	0.2312915	0.117065	0.2352915	0.0929595	0.05	0.190442	0.2012525	0.2039245	0.1841745	0.1959975	0.2627285	0.1843885	0.1805575	0.1647785	0.182253	1	0.1011085	0.1951885	0.15698	0.153478	0.140818	0.145427	0.1534135	0.092572	0.3676965	0.171418	0.179961	0.19494	0.2041685	0.199473	0.2014155	0.240905	0.10491	0.173244	0.187498	0.2395335	0.256067	0.1902115	0.1496985	0.130305	0.1865075	0.0977435	0.260985	0.1093985	0.154773	0	0.154568	0.147906	0.16074	0.1947385	0.2142865	0.147998	0.1479645	0.103985	0.0501965	0.140576	0.191475	0.13927	0.2060615	0.165466	0.177577	0.2122695	0.2235285	0.2109265	0.189498	0.30056	0.4226205	0.300448	0.0787695	0.12055	0.147915	0.119012	0.1035715	0.186405	0.190625	0.122343	0.0721195	0.147609	0.135715	0.126736	0.1675825	0.2731	0.1108165	0.210845	0.174659	0.0701305	0.169853	0.2851165	0.205838	0.163356	0.162685	0.2074445	0.15428	0.0779485	0.1388585	0.184414	0.03125	0.166551	0.120019	0.1399255	0.170181	0.1711955	0.112946	0.16742	0.1476965	0.1314835	0.1449385	0.0688255	0.1661235	0.141628	0.1879895	0.145144	0.1854865	0.256027	0.1336365	0.148511	0.1803755	0.1638665	0.15163	0.151517	0.164319	0.180295	0.1534465	0.153478	0.161672	0.173046	0.1438215	0.172947	0.168407	0.3190155	0.148952	0.1172875	0.1252915	0.1734955	0.12469	0.152342	0.1805975	0.149756	0.2142845	0.0887955	0.04769	0.1410455	0.091301	0.080024	0.215442	0.195097	0.1715815	0.205394	0.1688415	0.2089965	0.205657	0.241668	0.2087965	0.219885	0.2040945	0.1292105	0.174105	0.251982	0.155576	0.2327565	0.1966835	0.0965055	0.1511225	0.213172	0.170455	0.1804415	0.1850235	0.094497	0.1847735	0.19461	0.172336	0.088926	0.151182	0.2002245	0.1618175	0.142047	0.1977815	0.167924	0.1398715	0.212755	0.1374295	0.1731725	0.056873	0.171295	0.16621	0.149346	0.0833335	0.1908875	0.181705	0.17672	0.153338	0.1431645	0.159282	0.2025165	0.057143	0.263281	0.134023	0.2307715	0.2952435	0.1527455
D00419	0.013335	0.0717335	0.495116	0.0916725	0.0956805	0.3286825	0.219256	0.16965	0.0728735	0.01746	0.586355	0.0212765	0.0658635	0.2450415	0.0716405	0.095515	0.033976	0.0637235	0.0581395	0.0864615	0.0125	0.0208335	0.0641025	0.047619	0.1310675	0.2065005	0.038721	0.0555565	0.0660195	0.3877795	0.0780455	0.0458305	0.07619	0.0777025	0.0555545	0.1212275	0.0632045	0.0941815	0.1011085	1	0.1	0.0798835	0.20513	0.107313	0.1	0.1042915	0.1728885	0.0800205	0.0326085	0.135954	0.0533895	0.082124	0.0531915	0.0547065	0.1701445	0.140662	0.0625	0.0562485	0.083665	0.0564115	0.0593455	0.136694	0.026316	0.0792125	0.120968	0.1438375	0.062529	0.1201485	0.0151515	0.0958475	0.0704205	0.034091	0.0852675	0.129081	0.148153	0.012195	0.02266	0.044393	0.036742	0.0561985	0.05	0.0893305	0.1294705	0.064898	0.0948365	0.081485	0.164075	0.097561	0.0793265	0.0572495	0.1039815	0.3226935	0.0964925	0.1003855	0.119645	0.0799235	0.187761	0.0831205	0.1093965	0.193966	0.1098635	0.012195	0.0925905	0.113362	0.0603795	0.098413	0.107955	0.1278445	0.204523	0.064483	0.207375	0.092744	0.064512	0.10139	0.0899485	0.0703895	0.08629	0.12666	0.0632455	0.0733255	0.09635	0.0559475	0.028285	0.053903	0.144034	0.0537105	0.0569955	0.0510535	0.0999735	0.029452	0.324178	0.0333335	0.1119705	0.0827395	0.0473125	0.0949	0.1285855	0.0495695	0.0739525	0.0982885	0.0811695	0.0530005	0.022222	0.0717305	0.0750835	0.0524085	0.0506285	0.065618	0.360652	0.1113605	0.3376655	0.108974	0.1028895	0.101767	0.1467935	0.0747385	0.173105	0.077937	0.085044	0.1187895	0.0978285	0.1203895	0.036103	0.0620495	0.0955725	0.0920245	0.0826335	0.1193515	0.1236335	0.0208335	0.127171	0.116164	0.074468	0.095848	0.152179	0.118493	0.1045895	0.089703	0.114471	0.0879735	0.0568455	0.1230695	0.1147305	0.074395	0.330097	0.3053465	0.0948365	0.10082	0.090245	0.1243755	0.72033	0.0617915	0.062345	0.0694465	0.0731385	0.1041455	0.126193	0.0625	0.022222	0.04239	0.0830285	0.080277	0.0915285	0.1363005	0.1243275	0.1026035	0.067714	0.061596	0.078135	0.0125	0.0926075	0.107617	0.0676745	0.141633	0.0552955	0.0769075	0.1487455	0.1761895	0.0741425	0.1442785	0.092733	0.0731925	0.0634245
D00422	0.0768305	0.1172335	0.075	0.0817695	0.135443	0.1017935	0.0791245	0.0810825	0.0949105	0.102365	0.075	0.0784145	0.0795455	0.0955285	0.122941	0.1779465	0.1106085	0.1008385	0.1831485	0.1257775	0.092816	0.0849375	0.2870385	0.1485455	0.061679	0.1485715	0.14787	0.032258	0.12027	0.1369025	0.0886545	0.0666665	0.183335	0.201533	0.130055	0.146929	0.0878775	0.1026955	0.1951885	0.1	1	0.0858755	0.146243	0.2001915	0.7391285	0.0734755	0.0434785	0.2468235	0.0885145	0.10893	0.146887	0.132907	0.1153835	0.151517	0.150982	0.069081	0.0966835	0.0934405	0.1454275	0.132785	0.1137065	0.1090795	0.086005	0.109724	0.1189075	0.088335	0.0833335	0.08814	0	0.09375	0.0715145	0.074169	0.1003475	0.1593415	0.109436	0.089775	0.105109	0.0490195	0.084847	0.086189	0.1082355	0.1519615	0.1154995	0.191175	0.15157	0.1514195	0.1155325	0.9522725	0.157403	0.160681	0.214792	0.0729165	0.113515	0.1150205	0.0804805	0.08463	0.094778	0.15625	0.0746265	0.0500845	0.0591715	0.088815	0.0797275	0.095999	0.162092	0.060205	0.1033795	0.0941965	0.011628	0.1953655	0.165542	0.1307235	0.1420915	0.125001	0.1691655	0.083532	0.027778	0.044975	0.1228445	0.0666665	0.0891915	0.121849	0.0643745	0.1047165	0.0622795	0.072203	0.073023	0.060755	0.076983	0.0997455	0.0625	0.0731015	0.123808	0.165206	0.1072685	0.1943415	0.1224165	0.185112	0.0818825	0.127536	0.079595	0.125629	0.0603085	0.0703985	0.0814365	0.1038225	0.094971	0.087503	0.106733	0.06771	0.1108945	0.1044085	0.1107585	0.104412	0.052325	0.1180565	0.0838595	0.0454545	0.139867	0.1805975	0.0997825	0.163356	0.0619	0.0510205	0.0673455	0.064516	0.051724	0.15872	0.16123	0.0901425	0.196239	0.1565665	0.133855	0.1605865	0.145249	0.2202365	0.151547	0.158855	0.1292105	0.111695	0.17976	0.062373	0.1523815	0.119979	0.0844055	0.1129125	0.129538	0.0882355	0.1365925	0.1047635	0.0813955	0.1212	0.1184155	0.0878355	0.071426	0.057384	0.14739	0.2767835	0.074889	0.1258445	0.081375	0.0754025	0.156593	0.092236	0.1191525	0.014706	0.064516	0.1053175	0.142221	0.0833335	0.1888885	0.148936	0.0790625	0.0728805	0.098881	0.119155	0.1045875	0.0735295	0.143721	0.1115435	0.12381	0.193935	0.0730345
D00426	0.097958	0.0943325	0.0759295	0.0479965	0.1286555	0.0815365	0.1568275	0.163815	0.281887	0.136873	0.0799095	0.19872	0.162808	0.137263	0.335471	0.1060585	0.1384545	0.107355	0.1666	0.230188	0.1118345	0.2738735	0.0885555	0.118031	0.1533175	0.1698465	0.0766805	0.0735175	0.2001675	0.1095285	0.259407	0.138887	0.135715	0.137986	0.1212285	0.14355	0.154079	0.1876085	0.15698	0.0798835	0.0858755	1	0.124651	0.0774845	0.0666665	0.0946985	0.102035	0.128276	0.2457505	0.175362	0.149271	0.138006	0.255633	0.138006	0.164165	0.078174	0.2100555	0.159502	0.1291	0.1148305	0.187572	0.2382655	0.170625	0.199013	0.054054	0.0921055	0.1332845	0.238595	0.013889	0.133346	0.2781665	0.2222195	0.158106	0.145264	0.0772345	0.1087705	0.099195	0.104874	0.2442665	0.169913	0.127698	0.1610075	0.0926375	0.11688	0.1511965	0.14248	0.168638	0.083953	0.219445	0.1709495	0.1126715	0.049728	0.1125775	0.1114925	0.1215115	0.101196	0.156977	0.148216	0.1046375	0.123613	0.1424505	0.1254405	0.25007	0.1466125	0.1574	0.187426	0.1901415	0.131955	0.1079525	0.127906	0.130847	0.125001	0.0974335	0.143091	0.1306485	0.2578065	0.10545	0.202374	0.134509	0.0375	0.260388	0.1318185	0.1956075	0.189605	0.188315	0.17659	0.227006	0.228667	0.19643	0.101078	0.0509985	0.2437775	0.104891	0.127863	0.1984515	0.104706	0.1124895	0.077085	0.2258135	0.1769255	0.194903	0.118261	0.144445	0.2138795	0.311405	0.218132	0.1993615	0.261205	0.118706	0.1106645	0.105474	0.16133	0.209726	0.1591035	0.1103995	0.1164345	0.1574015	0.11728	0.1397225	0.123729	0.099714	0.126428	0.189547	0.138754	0.0873835	0.0446505	0.0479485	0.1229465	0.127025	0.2572635	0.103384	0.1047165	0.2436765	0.128974	0.1311655	0.0910235	0.134576	0.1616165	0.114543	0.204441	0.1459395	0.1168465	0.128354	0.2282065	0.0859235	0.109039	0.1788065	0.140416	0.1865265	0.1601205	0.112635	0.2389475	0.138163	0.150982	0.064471	0.0766485	0.1422065	0.100291	0.2076905	0.139224	0.1848895	0.2097425	0.1652215	0.11305	0.129933	0.0365855	0.172516	0.138448	0.13575	0.0804975	0.124424	0.0865785	0.216346	0.2001415	0.1810625	0.150145	0.18057	0.0457535	0.1208195	0.1089405	0.1725025	0.123171	0.2508755
D00432	0.096294	0.15247	0.178754	0.0779925	0.200233	0.158499	0.2093015	0.202668	0.10966	0.1395	0.184614	0.1031425	0.090909	0.174573	0.1497605	0.3596765	0.16	0.2516015	0.158668	0.166982	0.12941	0.1166955	0.090909	0.145212	0.112294	0.247473	0.0526315	0.0870765	0.135921	0.286597	0.1071435	0.1034485	0.1227255	0.2081765	0.125472	0.1678015	0.163795	0.148402	0.153478	0.20513	0.146243	0.124651	1	0.146544	0.1142855	0.11594	0.0934165	0.195315	0.140211	0.2020215	0.163833	0.439585	0.142231	0.1690535	0.2225335	0.0766785	0.13594	0.1313645	0.454836	0.1568965	0.112826	0.2406215	0.1151065	0.11923	0.0962405	0.169006	0.1206895	0.177179	0.017857	0.109375	0.1195545	0.154682	0.107574	0.3668315	0.181165	0.125074	0.149268	0.052837	0.1173285	0.151849	0.126679	0.1920695	0.146752	0.1730915	0.198029	0.120086	0.1713265	0.1420865	0.1421715	0.127413	0.171665	0.1760645	0.218826	0.170974	0.134821	0.2233505	0.191519	0.1442985	0.0754735	0.1288985	0.166175	0.09598	0.173412	0.155005	0.1392855	0.1897955	0.2036315	0.132353	0.113328	0.1039475	0.222592	0.192857	0.2288925	0.195315	0.183795	0.1135735	0.082568	0.111899	0.155355	0.08021	0.150546	0.171585	0.0864815	0.1294255	0.13375	0.0957955	0.124648	0.128798	0.139799	0.111744	0.1612965	0.164428	0.216835	0.2872665	0.1089835	0.3366395	0.168955	0.114266	0.1239175	0.172111	0.1118165	0.1060605	0.150337	0.1321365	0.122196	0.125783	0.1400495	0.134573	0.2843875	0.1054765	0.2914865	0.1902935	0.150296	0.1264255	0.141961	0.1942145	0.223449	0.157545	0.0935375	0.3883	0.216512	0.2685715	0.084057	0.05529	0.107995	0.0768995	0.058403	0.17677	0.2373745	0.1248905	0.34646	0.221228	0.14937	0.135386	0.2272715	0.284613	0.20303	0.186109	0.3354625	0.154993	0.2287565	0.116073	0.2173195	0.155019	0.1899445	0.27803	0.174244	0.143602	0.1537825	0.170105	0.161133	0.1157965	0.117674	0.1596295	0.140879	0.0876675	0.357115	0.0882355	0.12264	0.1185605	0.1144215	0.14682	0.1981115	0.186282	0.193122	0.0864795	0.1	0.1157345	0.091478	0.1388695	0.209449	0.1671795	0.1463605	0.21002	0.0949085	0.175	0.230987	0.0655405	0.094437	0.1743765	0.150265	0.161984	0.142361
D00437	0.1108865	0.0886795	0.0284985	0.0994855	0.1107	0.031915	0.2429765	0.194444	0.060573	0.0976945	0.0289635	0.0973255	0.0797665	0.1155385	0.0862925	0.1232175	0.082143	0.0961865	0.139653	0.08807	0.132365	0.117706	0.0675675	0.1273345	0.132292	0.148244	0.0471295	0.01488	0.0833325	0.168407	0.1647075	0.0808875	0.107746	0.148476	0.13784	0.123055	0.1125735	0.142135	0.140818	0.107313	0.2001915	0.0774845	0.146544	1	0.167763	0.088819	0.0749905	0.148583	0.138794	0.203675	0.1516765	0.156063	0.1127955	0.156075	0.1505115	0.092944	0.0961675	0.1099035	0.155557	0.1259605	0.1173265	0.1074655	0.0915175	0.1161875	0.124195	0.0882355	0.099104	0.210527	0	0.0526315	0.086724	0.143628	0.1089735	0.119181	0.0929135	0.1282805	0.1083345	0.0128045	0.087075	0.0960055	0.102913	0.0818435	0.103492	0.206382	0.1571	0.105203	0.1237775	0.194811	0.1201285	0.110793	0.134979	0.0315955	0.110328	0.170861	0.082489	0.0887515	0.188387	0.1092605	0.1225435	0.066874	0.168961	0.0873035	0.1012785	0.110645	0.130138	0.0732315	0.094596	0.113375	0.0507735	0.254998	0.1258515	0.107304	0.158847	0.119368	0.12439	0.104165	0.1248515	0.139491	0.1503295	0	0.0893645	0.128167	0.0860785	0.126661	0.144575	0.0665785	0.132269	0.1084635	0.1434415	0.11359	0.023012	0.135818	0.144648	0.143171	0.0861315	0.1555315	0.1309515	0.1436415	0.1262345	0.097973	0.0903925	0.134502	0.139183	0.092805	0.1013095	0.106201	0.11678	0.14896	0.1606965	0.0906225	0.131985	0.0916775	0.101882	0.0951715	0.0776265	0.125434	0.208333	0.0845975	0.0722205	0.155282	0.1003185	0.140576	0.116594	0.00476	0.094055	0.013158	0	0.143819	0.15648	0.131865	0.145455	0.2329655	0.112339	0.1041815	0.141628	0.1236945	0.0709255	0.17366	0.162541	0.127483	0.155702	0.08764	0.094891	0.1316685	0.046063	0.10835	0.124586	0.1034845	0.1277945	0.121222	0.086595	0.123964	0.1112535	0.123089	0.062914	0.065144	0.1166685	0.0657895	0.099143	0.0782995	0.0923735	0.0796445	0.0839255	0.058179	0.0809135	0.044807	0.062353	0.097036	0.064585	0.0869695	0.147702	0.19384	0.1202985	0.0791935	0.0937275	0.1196165	0.1089285	0.011905	0.093462	0.08283	0.109743	0.101015	0.075729
D00440	0.0357145	0.072581	0.075	0.0817695	0.086207	0.08705	0.051282	0.0526315	0.066469	0.060606	0.075	0.051282	0.0930235	0.0955285	0.0916015	0.125	0.064516	0.0795455	0.142647	0.095064	0.064516	0.057575	0.2870385	0.1343605	0.0508315	0.1417315	0.1685355	0.032258	0.0934515	0.110466	0.0589695	0.0666665	0.1290325	0.1688305	0.115875	0.1189375	0.0757575	0.079509	0.145427	0.1	0.7391285	0.0666665	0.1142855	0.167763	1	0.0683305	0.0434785	0.1991705	0.096006	0.0801155	0.134597	0.102941	0.082355	0.138757	0.111415	0.069081	0.0653845	0.0796655	0.109375	0.1	0.1050265	0.0833335	0.0686	0.082112	0.1189075	0.088335	0.0833335	0.0612805	0	0.1333335	0.05	0.062389	0.0588235	0.111111	0.096651	0.0625	0.105109	0.0384615	0.074677	0.0529215	0.083333	0.116666	0.1010545	0.17195	0.115053	0.11948	0.088889	0.7083335	0.135133	0.121553	0.176382	0.0729165	0.1	0.088288	0.0744505	0.08	0.068315	0.148315	0.0670865	0.0403445	0.0465115	0.0625	0.05	0.079679	0.12381	0.0392155	0.064288	0.0864615	0.011628	0.1727255	0.1399515	0.0833335	0.096774	0.117436	0.1375	0.0555555	0.027778	0.036995	0.1109895	0.0666665	0.060843	0.1026685	0.0519495	0.0966015	0.0545745	0.064283	0.063573	0.05	0.066398	0.0739115	0.0625	0.0611065	0.086207	0.1166665	0.0935385	0.14844	0.1005615	0.174822	0.0652175	0.13816	0.0614355	0.125629	0.0480935	0.0461365	0.060523	0.0860925	0.0657895	0.076923	0.0813955	0.06771	0.0833335	0.0945685	0.0893585	0.0801755	0.052325	0.0918365	0.057162	0.0454545	0.1124855	0.1551725	0.0641025	0.1166665	0.056005	0.0510205	0.0625005	0.064516	0.051724	0.148755	0.121998	0.057465	0.1439565	0.115518	0.108091	0.124445	0.120004	0.1705865	0.11613	0.130833	0.1142855	0.1	0.1290325	0.062373	0.111111	0.0875	0.0844055	0.088889	0.083868	0.0882355	0.111061	0.0868335	0.0813955	0.10322	0.096403	0.05	0.0609755	0.049529	0.108108	0.2767835	0.062674	0.1019495	0.0627685	0.0641025	0.1200305	0.0713415	0.092954	0.014706	0.064516	0.0872605	0.111473	0.0833335	0.139218	0.123114	0.0675675	0.047619	0.0780935	0.0925115	0.0766025	0.0735295	0.1146745	0.0981535	0.099256	0.151515	0.0657895
D00442	0.0436085	0.0850055	0.0902985	0.037322	0.0661	0.0874835	0.092214	0.1181185	0.1279755	0.077435	0.0970535	0.0992	0.1079645	0.072297	0.158625	0.1255905	0.076638	0.2049555	0.1168035	0.144012	0.052807	0.100247	0.07907	0.1165805	0.1879415	0.096747	0.052968	0.0536965	0.1564425	0.137593	0.0954625	0.0842565	0.106792	0.132211	0.173028	0.167337	0.1060415	0.1916235	0.1534135	0.1042915	0.0734755	0.0946985	0.108764	0.088819	0.0683305	0.898734	0.069983	0.1172835	0.1049125	0.1136425	0.1287275	0.1350435	0.14318	0.130784	0.080526	0.1063235	0.1476335	0.1152755	0.134707	0.1027645	0.1507845	0.211411	0.128446	0.159145	0.0382125	0.057622	0.047517	0.1076035	0.0064935	0.048645	0.206823	0.109359	0.0975725	0.114975	0.145622	0.052049	0.0876025	0.0527565	0.1024005	0.103056	0.1332305	0.1191415	0.143935	0.113545	0.1381845	0.1033935	0.125047	0.072496	0.112495	0.187365	0.1335355	0.1128925	0.114443	0.1523855	0.193589	0.09653	0.102625	0.0852095	0.100905	0.0611505	0.085123	0.043315	0.101082	0.172601	0.1176275	0.104793	0.096783	0.1555565	0.0611715	0.093124	0.2050565	0.0651605	0.106085	0.0803435	0.1235245	0.16149	0.1123675	0.1309405	0.1318415	0.0610555	0.1318455	0.133426	0.182605	0.15504	0.1270055	0.149305	0.1416185	0.1190765	0.121825	0.201575	0.115324	0.1260625	0.0791975	0.089625	0.156388	0.09641	0.147886	0.125691	0.1047105	0.1169755	0.192175	0.0758975	0.119919	0.0968865	0.1553335	0.118345	0.100224	0.14256	0.116073	0.1542195	0.1219155	0.1626795	0.1895275	0.139843	0.1581865	0.1132515	0.10347	0.0932905	0.118749	0.1011885	0.080829	0.07643	0.1350305	0.0497565	0.877316	0.073327	0.0644735	0.1372455	0.145265	0.100027	0.113715	0.093029	0.124486	0.113459	0.132755	0.1203905	0.120983	0.125711	0.082886	0.141928	0.101007	0.1454735	0.1227095	0.1277055	0.099311	0.14245	0.0976885	0.1090205	0.133458	0.1828635	0.108993	0.099197	0.17055	0.0595085	0.149154	0.290462	0.113595	0.0777925	0.117864	0.095945	0.1949535	0.165506	0.120949	0.1690545	0.1411775	0.0356525	0.077863	0.160565	0.1188445	0.053517	0.1114285	0.14327	0.1356725	0.1190325	0.0887325	0.1550645	0.115	0.07178	0.148895	0.160517	0.141125	0.1544975	0.088569
D00443	0.008335	0.02629	0.12711	0.0891255	0.03399	0.121788	0.1836635	0.155627	0.0881615	0.0392845	0.14448	0.03125	0.0413035	0.192033	0.0543385	0.0454545	0	0.0086205	0.0208335	0.0808465	0.0375	0.0652175	0.0348835	0.021739	0.137748	0.133294	0.0134665	0.0850695	0.0787315	0.1276455	0.1009785	0.0418865	0.0565115	0.054348	0.04525	0.0757875	0.054974	0.0734805	0.092572	0.1728885	0.0434785	0.102035	0.0934165	0.0749905	0.0434785	0.069983	1	0.0435835	0.0666665	0.0795195	0.031915	0.0212765	0.0510205	0.0326085	0.146308	0.095493	0.0384615	0.058425	0.022222	0.0557305	0.037033	0.0784485	0.0081965	0.075455	0.0405405	0.1265325	0.057077	0.119194	0	0.069309	0.0536285	0.0697675	0.092125	0.0478415	0.0457205	0.0365855	0.037341	0.1067135	0.08562	0.052745	0.023077	0.009804	0.0440885	0.03278	0.057085	0.0296285	0.079948	0.042553	0.07974	0.023352	0.050423	0.0989665	0.025887	0.037077	0.005555	0.0267495	0.140987	0.0509395	0.082602	0.2288695	0.0652705	0	0.101734	0.177571	0.0208335	0.181239	0.201759	0.098835	0.485487	0.051233	0.124409	0.03305	0.0357145	0.0819625	0.0485675	0.1148265	0.1512515	0.1343015	0.030612	0.0343	0.0987815	0.0264325	0.0486725	0.0363735	0.140338	0.037736	0.106105	0.0785525	0.11473	0.036294	0.0855245	0.068182	0.075515	0.023256	0.069347	0.0333335	0.117279	0.0281685	0.12583	0.0858675	0.0960015	0.0493215	0.0444445	0.181374	0.0598815	0.0476915	0.034155	0.07699	0.1213975	0.156854	0.097149	0.061733	0.070121	0.0677455	0.1568075	0.0266845	0.1816805	0.054307	0.018604	0.0348835	0.045639	0.043211	0.0898395	0.0924805	0.064481	0.03678	0.02604	0.051588	0.0671435	0.0652175	0.030612	0.044132	0.0714285	0.0309185	0.1611865	0.0333335	0.043069	0.0568415	0.03125	0.0772955	0.0465115	0.171363	0.03864	0.0673245	0.1389965	0.1337565	0.086745	0.0484295	0.0412695	0.1926345	0.1972415	0.134835	0.04004	0.084969	0.010204	0.0843025	0.0469165	0.034091	0.056818	0.015825	0.09795	0.0485165	0.01	0.062314	0.0349235	0.1595995	0.02786	0.019099	0.0086205	0	0.0418285	0.065226	0.0575635	0.215297	0.035007	0.0254235	0.2184865	0.0197995	0.0234085	0	0.1108045	0.020408	0.119643
D00451	0.125835	0.1569045	0.0530555	0.0505365	0.19125	0.0487805	0.1206485	0.1293045	0.151713	0.1658295	0.0533455	0.145897	0.15	0.0965395	0.188312	0.208129	0.137143	0.2131405	0.2581765	0.1642415	0.106617	0.1522955	0.1785695	0.240594	0.1258465	0.20086	0.13823	0.0439735	0.233332	0.144423	0.124954	0.1698705	0.3037035	0.272915	0.222325	0.19375	0.165711	0.2299285	0.3676965	0.0800205	0.2468235	0.128276	0.195315	0.148583	0.1991705	0.1172835	0.0435835	1	0.160022	0.169153	0.2225485	0.209265	0.179582	0.23047	0.1971855	0.08137	0.154531	0.202598	0.2921385	0.239117	0.2000025	0.14951	0.1369925	0.1532925	0.105414	0.1117835	0.1394345	0.1265675	0	0.078125	0.1441015	0.1485455	0.130109	0.18485	0.151517	0.1029435	0.156665	0.0597305	0.133631	0.180554	0.1467095	0.2124185	0.1662315	0.2609575	0.23051	0.196898	0.1437375	0.2389595	0.5352155	0.307888	0.710043	0.0510205	0.1909105	0.2068705	0.1271675	0.1794725	0.1248995	0.2083315	0.1028135	0.0395985	0.187199	0.1223185	0.125726	0.171917	0.2553815	0.108178	0.136713	0.155995	0.02259	0.141457	0.24177	0.183846	0.1848465	0.15726	0.271313	0.134326	0.0431915	0.091687	0.19959	0.05	0.155211	0.223904	0.151905	0.1647465	0.1209715	0.124841	0.141665	0.115077	0.1346355	0.156881	0.0408165	0.142941	0.1723505	0.1966665	0.179163	0.236049	0.1871525	0.211352	0.1376235	0.168005	0.147349	0.1602935	0.1182355	0.114439	0.195696	0.1328055	0.1874385	0.128656	0.127096	0.083525	0.117541	0.167195	0.3084475	0.1330785	0.068677	0.1992505	0.1211135	0.0859905	0.184677	0.212965	0.1445905	0.1944465	0.079714	0.08682	0.1074115	0.0666665	0.0535715	0.2311815	0.2116415	0.1516405	0.225445	0.215182	0.225503	0.25813	0.214923	0.231239	0.1915955	0.27555	0.1609535	0.1912905	0.308784	0.0958185	0.219495	0.1952855	0.0609755	0.1878065	0.1598215	0.1791	0.209401	0.1441845	0.063398	0.1541505	0.1734295	0.1134275	0.1111445	0.1062725	0.162934	0.1724125	0.1581455	0.343505	0.151164	0.1431305	0.21961	0.122606	0.17027	0.007465	0.1488595	0.141202	0.139285	0.116578	0.235185	0.212698	0.140442	0.114703	0.156881	0.1730915	0.152777	0.0588235	0.251225	0.151315	0.201163	0.256398	0.11323
