data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00182	0.3253	0.48422	0.39946	0.63922	0.57175	0.0241	0.38673	0.22141	0.39766	0.33359	1.0	0.26946	0.30578	0.08552	0.34253	0.04412	0.24503	0.32616	0.025	0.535	0.02381	0.48753	0.42582	0.03535	0.52984	0.02954	0.0	0.40626	0.02353	0.01404	0.0	0.3035	0.03175	0.0	0.18407	0.99696	0.28172	0.99696	0.64007	0.0163	0.03741	0.02151	0.41049	0.03797	0.30624	0.51838	0.41389	0.30802	0.01558	0.3781	0.03297	0.73074	0.35542	0.0
D00187	0.36362	0.23151	0.21561	0.29048	0.31296	0.08429	0.20043	0.53873	0.25888	0.24162	0.26946	1.0	0.78289	0.13085	0.20316	0.0125	0.76928	0.1756	0.05233	0.25873	0.09195	0.2395	0.18896	0.01282	0.19563	0.01852	0.0	0.19504	0.02105	0.01587	0.0	0.1804	0.0	0.03252	0.49013	0.2678	0.15197	0.2678	0.24393	0.0	0.00901	0.0	0.20842	0.02222	0.186	0.23376	0.18996	0.19461	0.0	0.23804	0.00971	0.28436	0.17179	0.0
D00188	0.41791	0.26162	0.2455	0.32626	0.34865	0.09877	0.21265	0.59327	0.29855	0.27784	0.30578	0.78289	1.0	0.13068	0.19683	0.01333	0.59271	0.19746	0.02857	0.28421	0.107	0.25196	0.22931	0.0137	0.21676	0.01961	0.0	0.22376	0.03371	0.0099	0.0	0.17689	0.0	0.03896	0.4707	0.30387	0.18196	0.30387	0.26667	0.0	0.01905	0.0	0.20493	0.02353	0.20411	0.25786	0.19713	0.2027	0.0	0.26388	0.0102	0.30865	0.18051	0.0
D00211	0.12828	0.09378	0.06028	0.06854	0.09019	0.08933	0.05619	0.11352	0.11767	0.11634	0.08552	0.13085	0.13068	1.0	0.10856	0.05698	0.133	0.06696	0.06853	0.11113	0.09259	0.094	0.08169	0.05702	0.07599	0.06533	0.02167	0.08277	0.02696	0.08759	0.01812	0.11381	0.03687	0.0208	0.13599	0.08552	0.1574	0.08552	0.05702	0.02582	0.05215	0.06643	0.10629	0.04005	0.06137	0.11314	0.1584	0.11218	0.05664	0.10039	0.0674	0.07409	0.06572	0.0
D00246	0.2801	0.36667	0.18228	0.31263	0.41052	0.03704	0.16094	0.15394	0.32643	0.30076	0.34253	0.20316	0.19683	0.10856	1.0	0.02597	0.17676	0.15694	0.01498	0.49365	0.03663	0.32253	0.26642	0.03556	0.20523	0.05426	0.0	0.26023	0.03623	0.01923	0.0	0.59169	0.03286	0.0	0.13292	0.34253	0.29905	0.34253	0.27219	0.03165	0.04088	0.03	0.36359	0.01498	0.13505	0.36408	0.34196	0.51198	0.03216	0.56085	0.03741	0.31361	0.15608	0.00234
D00279	0.01493	0.03955	0.01538	0.05	0.04286	0.01639	0.01613	0.06579	0.03175	0.0	0.04412	0.0125	0.01333	0.05698	0.02597	1.0	0.01299	0.02439	0.09259	0.04286	0.01613	0.02778	0.0339	0.07937	0.01449	0.53153	0.06202	0.07692	0.10345	0.10101	0.03226	0.05691	0.27273	0.05556	0.07595	0.04412	0.05164	0.04412	0.07353	0.06923	0.10952	0.07463	0.05333	0.24113	0.03529	0.03704	0.05634	0.02222	0.03909	0.0641	0.09115	0.0	0.07042	0.0
D00299	0.38541	0.21038	0.17692	0.26293	0.27863	0.04981	0.19638	0.44323	0.29415	0.2742	0.24503	0.76928	0.59271	0.133	0.17676	0.01299	1.0	0.14375	0.05422	0.2203	0.05747	0.23884	0.22161	0.0	0.18701	0.01916	0.0	0.1616	0.02174	0.01634	0.0	0.1557	0.0	0.03376	0.49802	0.24322	0.16094	0.24322	0.22002	0.0	0.00926	0.0	0.2023	0.02299	0.17065	0.22857	0.16043	0.17085	0.0	0.19617	0.0	0.24133	0.16737	0.0
D00312	0.1852	0.23067	0.64516	0.31096	0.24706	0.02083	0.54497	0.15855	0.20625	0.21576	0.32616	0.1756	0.19746	0.06696	0.15694	0.02439	0.14375	1.0	0.02151	0.24186	0.02062	0.23487	0.18707	0.07456	0.49905	0.02536	0.025	0.21319	0.05263	0.05128	0.05439	0.18273	0.04	0.02353	0.13888	0.32489	0.15412	0.32489	0.37051	0.03074	0.03485	0.06931	0.21075	0.05185	0.32174	0.21317	0.21369	0.1692	0.04454	0.20172	0.0945	0.30366	0.45175	0.01538
D00316	0.0	0.01878	0.01316	0.02778	0.01606	0.05	0.0137	0.02697	0.02703	0.0	0.025	0.05233	0.02857	0.06853	0.01498	0.09259	0.05422	0.02151	1.0	0.02439	0.04444	0.0119	0.02857	0.02424	0.0125	0.03483	0.02976	0.03261	0.0274	0.06709	0.07619	0.02083	0.10417	0.08304	0.03623	0.025	0.02381	0.025	0.02846	0.01875	0.04651	0.02469	0.03448	0.10582	0.02062	0.01778	0.02381	0.0098	0.04348	0.04444	0.04701	0.0	0.06098	0.0
D00327	0.35816	0.54982	0.28696	0.49357	0.52634	0.03571	0.24527	0.20265	0.47184	0.38057	0.535	0.25873	0.28421	0.11113	0.49365	0.04286	0.2203	0.24186	0.02439	1.0	0.03529	0.40022	0.46646	0.03431	0.32415	0.02881	0.0	0.38387	0.02299	0.01375	0.0	0.45145	0.03077	0.0	0.1774	0.53278	0.26432	0.53278	0.37295	0.01596	0.03333	0.03191	0.3717	0.02439	0.20283	0.52959	0.38851	0.52307	0.01529	0.53025	0.04348	0.41727	0.23655	0.0
D00348	0.05983	0.04054	0.0125	0.02632	0.02299	0.88667	0.0	0.07116	0.01266	0.05	0.02381	0.09195	0.107	0.09259	0.03663	0.01613	0.05747	0.02062	0.04444	0.03529	1.0	0.01894	0.01333	0.05172	0.0	0.00913	0.02778	0.03158	0.02165	0.0813	0.03896	0.02667	0.01786	0.04167	0.07246	0.02381	0.04706	0.02381	0.02299	0.01176	0.03148	0.03571	0.01792	0.0137	0.01238	0.02532	0.04651	0.04531	0.01	0.03125	0.01984	0.03529	0.0	0.07666
D00443	0.29412	0.46182	0.28476	0.42341	0.36224	0.01916	0.26218	0.19253	0.32637	0.31184	0.48753	0.2395	0.25196	0.094	0.32253	0.02778	0.23884	0.23487	0.0119	0.40022	0.01894	1.0	0.3258	0.02254	0.27795	0.03133	0.0	0.26345	0.01124	0.01616	0.0	0.29666	0.01493	0.0	0.14319	0.48526	0.27155	0.48526	0.40732	0.01563	0.02614	0.01736	0.70695	0.0241	0.22784	0.48413	0.37905	0.31995	0.01171	0.37693	0.02105	0.38796	0.23863	0.01786
D00462	0.43748	0.58007	0.22341	0.39567	0.40728	0.01351	0.24398	0.17551	0.57963	0.40966	0.42582	0.18896	0.22931	0.08169	0.26642	0.0339	0.22161	0.18707	0.02857	0.46646	0.01333	0.3258	1.0	0.02339	0.29528	0.01905	0.0	0.3115	0.02667	0.01569	0.0	0.23438	0.03774	0.0	0.1642	0.42327	0.27419	0.42327	0.30141	0.01829	0.03371	0.03659	0.25959	0.02857	0.21759	0.48633	0.34947	0.27573	0.01718	0.3305	0.02439	0.35067	0.23393	0.0
D00506	0.0	0.05263	0.06667	0.04023	0.04348	0.05263	0.0339	0.0	0.02186	0.0	0.03535	0.01282	0.0137	0.05702	0.03556	0.07937	0.0	0.07456	0.02424	0.03431	0.05172	0.02254	0.02339	1.0	0.0303	0.12667	0.04762	0.06579	0.07018	0.19209	0.03955	0.09744	0.19192	0.02778	0.0	0.03535	0.01878	0.03535	0.10769	0.10601	0.06667	0.23214	0.02105	0.12925	0.03213	0.03226	0.03333	0.03755	0.04219	0.03291	0.125	0.01429	0.05797	0.0
D00554	0.27388	0.23906	0.73867	0.33425	0.31891	0.0	0.79574	0.19538	0.27883	0.26482	0.52984	0.19563	0.21676	0.07599	0.20523	0.01449	0.18701	0.49905	0.0125	0.32415	0.0	0.27795	0.29528	0.0303	1.0	0.00833	0.05208	0.25407	0.01176	0.01773	0.03815	0.20728	0.01587	0.04831	0.17027	0.52762	0.19292	0.52762	0.40682	0.00725	0.01178	0.01075	0.24641	0.04762	0.40606	0.29747	0.27146	0.19695	0.01415	0.23855	0.08431	0.5043	0.54603	0.0
D00565	0.02165	0.04286	0.00877	0.03286	0.05833	0.00926	0.00913	0.06202	0.01802	0.0	0.02954	0.01852	0.01961	0.06533	0.05426	0.53153	0.01916	0.02536	0.03483	0.02881	0.00913	0.03133	0.01905	0.12667	0.00833	1.0	0.10256	0.11111	0.14063	0.14414	0.07633	0.10909	0.1938	0.08046	0.05926	0.02954	0.04065	0.02954	0.06329	0.17101	0.20457	0.12963	0.04138	0.24242	0.02431	0.04054	0.03659	0.02574	0.12627	0.05111	0.19314	0.0	0.04878	0.0
D00577	0.0	0.0	0.05556	0.0	0.0	0.0339	0.05848	0.0	0.0	0.0	0.0	0.0	0.0	0.02167	0.0	0.06202	0.0	0.025	0.02976	0.0	0.02778	0.0	0.0	0.04762	0.05208	0.10256	1.0	0.06061	0.03333	0.11979	0.05444	0.02381	0.09259	0.34211	0.0	0.0	0.0	0.0	0.01878	0.08333	0.09429	0.0398	0.0	0.08805	0.04065	0.0	0.0	0.0	0.06835	0.0	0.13556	0.01408	0.01826	0.0
D00585	0.25211	0.36912	0.24641	0.37731	0.39276	0.03191	0.20633	0.16241	0.27575	0.20819	0.40626	0.19504	0.22376	0.08277	0.26023	0.07692	0.1616	0.21319	0.03261	0.38387	0.03158	0.26345	0.3115	0.06579	0.25407	0.11111	0.06061	1.0	0.07527	0.05502	0.05319	0.26585	0.08333	0.03571	0.15647	0.40489	0.20139	0.40489	0.34005	0.055	0.09709	0.08	0.23961	0.06818	0.204	0.29955	0.2451	0.22967	0.06342	0.29925	0.11053	0.29794	0.21685	0.0
D00586	0.03704	0.01754	0.01235	0.02597	0.02682	0.02193	0.01282	0.02105	0.02532	0.0	0.02353	0.02105	0.03371	0.02696	0.03623	0.10345	0.02174	0.05263	0.0274	0.02299	0.02165	0.01124	0.02667	0.07018	0.01176	0.14063	0.03333	0.07527	1.0	0.05556	0.03463	0.05102	0.09434	0.03077	0.03061	0.02353	0.03831	0.02353	0.03876	0.26617	0.09302	0.57143	0.01064	0.10945	0.0807	0.01667	0.03409	0.00935	0.12172	0.03125	0.05967	0.0	0.04545	0.0
D00596	0.0	0.02326	0.02996	0.01533	0.02041	0.08958	0.01916	0.00943	0.01498	0.03261	0.01404	0.01587	0.0099	0.08759	0.01923	0.10101	0.01634	0.05128	0.06709	0.01375	0.0813	0.01616	0.01569	0.19209	0.01773	0.14414	0.11979	0.05502	0.05556	1.0	0.08434	0.05545	0.12994	0.08451	0.00606	0.01404	0.01347	0.01404	0.05319	0.13098	0.18411	0.09848	0.02524	0.09091	0.02102	0.02222	0.01347	0.01368	0.15382	0.0243	0.11395	0.0	0.05208	0.0566
D00627	0.0	0.0	0.04008	0.0	0.0	0.03947	0.04167	0.0	0.0	0.04878	0.0	0.0	0.0	0.01812	0.0	0.03226	0.0	0.05439	0.07619	0.0	0.03896	0.0	0.0	0.03955	0.03815	0.07633	0.05444	0.05319	0.03463	0.08434	1.0	0.00971	0.03571	0.05026	0.0	0.0	0.00733	0.0	0.05098	0.05141	0.12651	0.03137	0.0	0.07524	0.02124	0.0	0.01099	0.0	0.14583	0.0	0.12895	0.0	0.03558	0.06818
D00690	0.25296	0.32149	0.19928	0.30195	0.35438	0.02694	0.17566	0.12571	0.28825	0.24847	0.3035	0.1804	0.17689	0.11381	0.59169	0.05691	0.1557	0.18273	0.02083	0.45145	0.02667	0.29666	0.23438	0.09744	0.20728	0.10909	0.02381	0.26585	0.05102	0.05545	0.00971	1.0	0.09459	0.01481	0.11876	0.3035	0.26643	0.3035	0.29117	0.07353	0.06364	0.07443	0.33587	0.06593	0.13176	0.30699	0.3311	0.46094	0.03583	0.47967	0.07026	0.26442	0.1906	0.0
D00730	0.0	0.02469	0.01695	0.03636	0.0202	0.01818	0.01786	0.01351	0.03509	0.0	0.03175	0.0	0.0	0.03687	0.03286	0.27273	0.0	0.04	0.10417	0.03077	0.01786	0.01493	0.03774	0.19192	0.01587	0.1938	0.09259	0.08333	0.09434	0.12994	0.03571	0.09459	1.0	0.06349	0.0	0.03175	0.02985	0.03175	0.06878	0.13393	0.09091	0.13793	0.04286	0.2381	0.02848	0.02299	0.02985	0.02381	0.04222	0.05479	0.15455	0.01515	0.06061	0.00621
D00898	0.0	0.0	0.05128	0.0	0.0	0.04762	0.05376	0.03659	0.0	0.0	0.0	0.03252	0.03896	0.0208	0.0	0.05556	0.03376	0.02353	0.08304	0.0	0.04167	0.0	0.0	0.02778	0.04831	0.08046	0.34211	0.03571	0.03077	0.08451	0.05026	0.01481	0.06349	1.0	0.03101	0.0	0.0	0.0	0.01754	0.06667	0.09244	0.0274	0.0	0.04444	0.03831	0.0	0.0	0.0	0.03953	0.0	0.11313	0.01316	0.01709	0.0
D00930	0.29825	0.16321	0.16829	0.17986	0.22905	0.06522	0.16809	0.64744	0.24574	0.27236	0.18407	0.49013	0.4707	0.13599	0.13292	0.07595	0.49802	0.13888	0.03623	0.1774	0.07246	0.14319	0.1642	0.0	0.17027	0.05926	0.0	0.15647	0.03061	0.00606	0.0	0.11876	0.0	0.03101	1.0	0.18256	0.15353	0.18256	0.16375	0.0	0.0	0.0	0.13914	0.04348	0.16556	0.14759	0.09718	0.15062	0.0	0.18292	0.0	0.19168	0.14509	0.0
D00950	0.32747	0.48157	0.39785	0.63641	0.56949	0.0241	0.38454	0.21978	0.39532	0.33139	0.99696	0.2678	0.30387	0.08552	0.34253	0.04412	0.24322	0.32489	0.025	0.53278	0.02381	0.48526	0.42327	0.03535	0.52762	0.02954	0.0	0.40489	0.02353	0.01404	0.0	0.3035	0.03175	0.0	0.18256	1.0	0.27992	1.0	0.6376	0.0163	0.03741	0.02151	0.40856	0.03797	0.30465	0.51587	0.41176	0.30802	0.01558	0.37676	0.03297	0.72814	0.35357	0.0
D00951	0.28859	0.3062	0.1645	0.25286	0.25758	0.04762	0.17349	0.15336	0.3441	0.30413	0.28172	0.15197	0.18196	0.1574	0.29905	0.05164	0.16094	0.15412	0.02381	0.26432	0.04706	0.27155	0.27419	0.01878	0.19292	0.04065	0.0	0.20139	0.03831	0.01347	0.00733	0.26643	0.02985	0.0	0.15353	0.27992	1.0	0.27992	0.21988	0.03723	0.05	0.02778	0.28893	0.04472	0.19483	0.34842	0.34416	0.25864	0.01502	0.26555	0.02083	0.20881	0.18855	0.01786
D00954	0.32747	0.48157	0.39785	0.63641	0.56949	0.0241	0.38454	0.21978	0.39532	0.33139	0.99696	0.2678	0.30387	0.08552	0.34253	0.04412	0.24322	0.32489	0.025	0.53278	0.02381	0.48526	0.42327	0.03535	0.52762	0.02954	0.0	0.40489	0.02353	0.01404	0.0	0.3035	0.03175	0.0	0.18256	1.0	0.27992	1.0	0.6376	0.0163	0.03741	0.02151	0.40856	0.03797	0.30465	0.51587	0.41176	0.30802	0.01558	0.37676	0.03297	0.72814	0.35357	0.0
D00956	0.27717	0.4303	0.46284	0.61366	0.45253	0.02326	0.48894	0.19793	0.31818	0.27746	0.64007	0.24393	0.26667	0.05702	0.27219	0.07353	0.22002	0.37051	0.02846	0.37295	0.02299	0.40732	0.30141	0.10769	0.40682	0.06329	0.01878	0.34005	0.03876	0.05319	0.05098	0.29117	0.06878	0.01754	0.16375	0.6376	0.21988	0.6376	1.0	0.03011	0.06597	0.03546	0.37632	0.07265	0.33953	0.41731	0.29308	0.25712	0.03427	0.31376	0.04945	0.47951	0.4519	0.0
D00961	0.0	0.01767	0.00758	0.01786	0.02624	0.0119	0.00784	0.0	0.01744	0.02222	0.0163	0.0	0.0	0.02582	0.03165	0.06923	0.0	0.03074	0.01875	0.01596	0.01176	0.01563	0.01829	0.10601	0.00725	0.17101	0.08333	0.055	0.26617	0.13098	0.05141	0.07353	0.13393	0.06667	0.0	0.0163	0.03723	0.0163	0.03011	1.0	0.12424	0.22149	0.01485	0.10274	0.07756	0.01686	0.01563	0.01316	0.17246	0.02404	0.11071	0.0	0.03333	0.03922
D00962	0.02062	0.03371	0.01228	0.04074	0.05387	0.03184	0.01268	0.0	0.03226	0.04787	0.03741	0.00901	0.01905	0.05215	0.04088	0.10952	0.00926	0.03485	0.04651	0.03333	0.03148	0.02614	0.03371	0.06667	0.01178	0.20457	0.09429	0.09709	0.09302	0.18411	0.12651	0.06364	0.09091	0.09244	0.0	0.03741	0.05	0.03741	0.06597	0.12424	1.0	0.08511	0.03459	0.09794	0.03363	0.03226	0.03595	0.01377	0.1633	0.03333	0.12	0.00971	0.05116	0.04386
D00965	0.01099	0.02811	0.02273	0.02353	0.01389	0.03614	0.01163	0.0	0.03488	0.01087	0.02151	0.0	0.0	0.06643	0.03	0.07463	0.0	0.06931	0.02469	0.03191	0.03571	0.01736	0.03659	0.23214	0.01075	0.12963	0.0398	0.08	0.57143	0.09848	0.03137	0.07443	0.13793	0.0274	0.0	0.02151	0.02778	0.02151	0.03546	0.22149	0.08511	1.0	0.0165	0.10811	0.07443	0.02682	0.03125	0.02655	0.06766	0.01905	0.09109	0.0	0.06383	0.0
D01115	0.26098	0.42365	0.25132	0.39575	0.35167	0.01812	0.24533	0.17249	0.31737	0.3219	0.41049	0.20842	0.20493	0.10629	0.36359	0.05333	0.2023	0.21075	0.03448	0.3717	0.01792	0.70695	0.25959	0.02105	0.24641	0.04138	0.0	0.23961	0.01064	0.02524	0.0	0.33587	0.04286	0.0	0.13914	0.40856	0.28893	0.40856	0.37632	0.01485	0.03459	0.0165	1.0	0.04651	0.20833	0.43735	0.34385	0.40421	0.01121	0.38819	0.02	0.32105	0.24	0.01639
D01132	0.02597	0.01878	0.03604	0.02778	0.01606	0.01389	0.03756	0.06977	0.02703	0.01266	0.03797	0.02222	0.02353	0.04005	0.01498	0.24113	0.02299	0.05185	0.10582	0.02439	0.0137	0.0241	0.02857	0.12925	0.04762	0.24242	0.08805	0.06818	0.10945	0.09091	0.07524	0.06593	0.2381	0.04444	0.04348	0.03797	0.04472	0.03797	0.07265	0.10274	0.09794	0.10811	0.04651	1.0	0.04965	0.01778	0.04878	0.0098	0.09693	0.04444	0.12685	0.01205	0.06996	0.025
D01161	0.23146	0.24461	0.41918	0.32521	0.26732	0.0125	0.46473	0.20049	0.24611	0.25924	0.30624	0.186	0.20411	0.06137	0.13505	0.03529	0.17065	0.32174	0.02062	0.20283	0.01238	0.22784	0.21759	0.03213	0.40606	0.02431	0.04065	0.204	0.0807	0.02102	0.02124	0.13176	0.02848	0.03831	0.16556	0.30465	0.19483	0.30465	0.33953	0.07756	0.03363	0.07443	0.20833	0.04965	1.0	0.24768	0.17644	0.16141	0.01762	0.17055	0.08526	0.25511	0.35794	0.025
D01217	0.3879	0.76288	0.25938	0.49309	0.4604	0.02564	0.2649	0.1714	0.54597	0.41846	0.51838	0.23376	0.25786	0.11314	0.36408	0.03704	0.22857	0.21317	0.01778	0.52959	0.02532	0.48413	0.48633	0.03226	0.29747	0.04054	0.0	0.29955	0.01667	0.02222	0.0	0.30699	0.02299	0.0	0.14759	0.51587	0.34842	0.51587	0.41731	0.01686	0.03226	0.02682	0.43735	0.01778	0.24768	1.0	0.38179	0.37931	0.01634	0.40759	0.01533	0.39621	0.24325	0.0
D01294	0.29107	0.39781	0.2334	0.36142	0.31729	0.04706	0.21399	0.12875	0.32297	0.26889	0.41389	0.18996	0.19713	0.1584	0.34196	0.05634	0.16043	0.21369	0.02381	0.38851	0.04651	0.37905	0.34947	0.03333	0.27146	0.03659	0.0	0.2451	0.03409	0.01347	0.01099	0.3311	0.02985	0.0	0.09718	0.41176	0.34416	0.41176	0.29308	0.01563	0.03595	0.03125	0.34385	0.04878	0.17644	0.38179	1.0	0.31959	0.01502	0.37773	0.04255	0.35973	0.22448	0.0
D01387	0.26501	0.39302	0.19561	0.32414	0.35312	0.04575	0.17685	0.16683	0.34383	0.32419	0.30802	0.19461	0.2027	0.11218	0.51198	0.02222	0.17085	0.1692	0.0098	0.52307	0.04531	0.31995	0.27573	0.03755	0.19695	0.02574	0.0	0.22967	0.00935	0.01368	0.0	0.46094	0.02381	0.0	0.15062	0.30802	0.25864	0.30802	0.25712	0.01316	0.01377	0.02655	0.40421	0.0098	0.16141	0.37931	0.31959	1.0	0.01008	0.54188	0.03939	0.28769	0.16749	0.00193
D01441	0.0	0.01701	0.01471	0.01684	0.02446	0.0101	0.01515	0.0	0.0165	0.00943	0.01558	0.0	0.0	0.05664	0.03216	0.03909	0.0	0.04454	0.04348	0.01529	0.01	0.01171	0.01718	0.04219	0.01415	0.12627	0.06835	0.06342	0.12172	0.15382	0.14583	0.03583	0.04222	0.03953	0.0	0.01558	0.01502	0.01558	0.03427	0.17246	0.1633	0.06766	0.01121	0.09693	0.01762	0.01634	0.01502	0.01008	1.0	0.01933	0.12778	0.0	0.03823	0.01493
D01689	0.27542	0.41626	0.23833	0.37136	0.40432	0.03158	0.19917	0.19379	0.34668	0.30768	0.3781	0.23804	0.26388	0.10039	0.56085	0.0641	0.19617	0.20172	0.04444	0.53025	0.03125	0.37693	0.3305	0.03291	0.23855	0.05111	0.0	0.29925	0.03125	0.0243	0.0	0.47967	0.05479	0.0	0.18292	0.37676	0.26555	0.37676	0.31376	0.02404	0.03333	0.01905	0.38819	0.04444	0.17055	0.40759	0.37773	0.54188	0.01933	1.0	0.02913	0.32708	0.19926	0.0
