data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00182	574.0	516.0	522.0	1080.0	851.0	41.0	629.0	462.0	483.0	659.0	2296.0	460.0	428.0	562.0	537.0	27.0	546.0	530.0	27.0	536.0	41.0	549.0	443.0	40.0	764.0	43.0	25.0	427.0	28.0	49.0	26.0	533.0	31.0	14.0	477.0	2311.0	450.0	2311.0	1870.0	45.0	94.0	29.0	594.0	41.0	618.0	523.0	516.0	556.0	44.0	532.0	52.0	979.0	654.0	111.0	
D00187	868.0	473.0	315.0	481.0	503.0	145.0	400.0	1549.0	583.0	745.0	460.0	3580.0	2201.0	971.0	548.0	38.0	2512.0	316.0	155.0	477.0	160.0	548.0	428.0	33.0	370.0	61.0	42.0	370.0	38.0	55.0	35.0	544.0	25.0	56.0	1170.0	476.0	484.0	476.0	503.0	29.0	85.0	41.0	582.0	54.0	509.0	501.0	579.0	549.0	43.0	490.0	45.0	489.0	420.0	125.0	
D00188	986.0	453.0	275.0	439.0	452.0	141.0	354.0	1513.0	542.0	689.0	428.0	2201.0	2650.0	728.0	470.0	35.0	1451.0	276.0	92.0	431.0	153.0	476.0	408.0	37.0	330.0	56.0	41.0	360.0	41.0	47.0	37.0	454.0	33.0	41.0	1092.0	449.0	455.0	449.0	469.0	31.0	98.0	38.0	478.0	56.0	506.0	456.0	495.0	473.0	46.0	439.0	58.0	453.0	379.0	169.0	
D00211	935.0	536.0	441.0	557.0	734.0	222.0	522.0	743.0	671.0	987.0	562.0	971.0	728.0	13928.0	810.0	101.0	1068.0	455.0	241.0	612.0	217.0	792.0	509.0	89.0	508.0	174.0	140.0	450.0	92.0	184.0	116.0	861.0	57.0	140.0	871.0	564.0	788.0	564.0	605.0	147.0	192.0	122.0	953.0	122.0	638.0	589.0	827.0	839.0	184.0	686.0	137.0	592.0	539.0	58.0	
D00246	645.0	477.0	338.0	532.0	620.0	84.0	412.0	530.0	536.0	753.0	537.0	548.0	470.0	810.0	4465.0	56.0	612.0	354.0	68.0	586.0	84.0	638.0	484.0	70.0	410.0	99.0	37.0	399.0	59.0	81.0	37.0	800.0	47.0	29.0	565.0	543.0	575.0	543.0	579.0	90.0	141.0	60.0	733.0	64.0	552.0	499.0	580.0	786.0	76.0	719.0	72.0	522.0	447.0	156.0	
D00279	33.0	40.0	22.0	26.0	48.0	33.0	20.0	57.0	25.0	25.0	27.0	38.0	35.0	101.0	56.0	367.0	37.0	31.0	69.0	33.0	33.0	61.0	26.0	56.0	23.0	300.0	72.0	64.0	53.0	97.0	96.0	87.0	61.0	68.0	66.0	28.0	66.0	28.0	73.0	95.0	152.0	53.0	70.0	101.0	56.0	39.0	46.0	61.0	76.0	78.0	98.0	19.0	44.0	19.0	
D00299	1001.0	535.0	372.0	577.0	585.0	127.0	486.0	1160.0	693.0	867.0	546.0	2512.0	1451.0	1068.0	612.0	37.0	4052.0	373.0	149.0	556.0	140.0	639.0	501.0	24.0	443.0	60.0	37.0	413.0	37.0	52.0	35.0	638.0	20.0	51.0	1239.0	564.0	570.0	564.0	601.0	28.0	79.0	35.0	686.0	50.0	571.0	580.0	674.0	632.0	40.0	550.0	38.0	561.0	504.0	96.0	
D00312	368.0	272.0	746.0	508.0	391.0	28.0	715.0	294.0	307.0	431.0	530.0	316.0	276.0	455.0	354.0	31.0	373.0	2386.0	31.0	287.0	28.0	345.0	275.0	55.0	698.0	57.0	53.0	241.0	49.0	87.0	85.0	338.0	41.0	43.0	305.0	537.0	288.0	537.0	578.0	74.0	109.0	60.0	371.0	47.0	461.0	285.0	339.0	352.0	98.0	342.0	94.0	399.0	718.0	84.0	
D00316	52.0	45.0	23.0	30.0	46.0	141.0	21.0	95.0	41.0	29.0	27.0	155.0	92.0	241.0	68.0	69.0	149.0	31.0	1602.0	34.0	149.0	69.0	29.0	45.0	23.0	98.0	86.0	66.0	44.0	135.0	85.0	94.0	54.0	117.0	124.0	28.0	84.0	28.0	54.0	79.0	110.0	50.0	79.0	86.0	48.0	56.0	59.0	79.0	78.0	95.0	80.0	31.0	45.0	21.0	
D00327	757.0	1077.0	279.0	545.0	606.0	51.0	344.0	487.0	668.0	803.0	536.0	477.0	431.0	612.0	586.0	33.0	556.0	287.0	34.0	2811.0	51.0	566.0	771.0	42.0	343.0	53.0	30.0	962.0	41.0	51.0	27.0	965.0	29.0	21.0	511.0	548.0	572.0	548.0	570.0	60.0	108.0	43.0	596.0	39.0	463.0	636.0	544.0	1094.0	50.0	887.0	50.0	442.0	367.0	99.0	
D00348	83.0	51.0	20.0	40.0	53.0	928.0	14.0	137.0	44.0	59.0	41.0	160.0	153.0	217.0	84.0	33.0	140.0	28.0	149.0	51.0	1207.0	70.0	33.0	40.0	19.0	55.0	52.0	72.0	41.0	76.0	37.0	72.0	20.0	69.0	149.0	44.0	117.0	44.0	48.0	34.0	108.0	48.0	64.0	41.0	89.0	55.0	72.0	80.0	42.0	76.0	33.0	56.0	29.0	106.0	
D00443	651.0	565.0	321.0	560.0	616.0	70.0	387.0	475.0	547.0	681.0	549.0	548.0	476.0	792.0	638.0	61.0	639.0	345.0	69.0	566.0	70.0	3966.0	484.0	89.0	383.0	106.0	37.0	400.0	63.0	108.0	42.0	708.0	56.0	22.0	491.0	567.0	592.0	567.0	601.0	94.0	145.0	68.0	1195.0	77.0	537.0	588.0	709.0	719.0	87.0	572.0	81.0	514.0	436.0	147.0	
D00462	903.0	780.0	267.0	429.0	477.0	33.0	331.0	458.0	824.0	969.0	443.0	428.0	408.0	509.0	484.0	26.0	501.0	275.0	29.0	771.0	33.0	484.0	2321.0	36.0	321.0	45.0	21.0	631.0	25.0	43.0	20.0	602.0	24.0	13.0	493.0	460.0	599.0	460.0	473.0	40.0	70.0	28.0	477.0	33.0	439.0	616.0	552.0	547.0	38.0	644.0	38.0	421.0	351.0	67.0	
D00506	23.0	62.0	33.0	37.0	64.0	40.0	27.0	38.0	37.0	33.0	40.0	33.0	37.0	89.0	70.0	56.0	24.0	55.0	45.0	42.0	40.0	89.0	36.0	515.0	30.0	123.0	84.0	78.0	64.0	156.0	139.0	116.0	73.0	70.0	28.0	42.0	62.0	42.0	112.0	138.0	204.0	130.0	85.0	92.0	84.0	59.0	52.0	93.0	113.0	87.0	128.0	29.0	61.0	52.0	
D00554	445.0	304.0	1161.0	580.0	468.0	19.0	1397.0	352.0	364.0	508.0	764.0	370.0	330.0	508.0	410.0	23.0	443.0	698.0	23.0	343.0	19.0	383.0	321.0	30.0	1807.0	41.0	72.0	269.0	20.0	50.0	74.0	389.0	27.0	64.0	372.0	773.0	338.0	773.0	650.0	47.0	90.0	24.0	444.0	39.0	519.0	332.0	408.0	385.0	66.0	370.0	89.0	631.0	806.0	51.0	
D00565	52.0	68.0	39.0	41.0	81.0	55.0	36.0	84.0	42.0	40.0	43.0	61.0	56.0	174.0	99.0	300.0	60.0	57.0	98.0	53.0	55.0	106.0	45.0	123.0	41.0	1122.0	152.0	144.0	121.0	182.0	219.0	182.0	117.0	136.0	94.0	44.0	108.0	44.0	125.0	234.0	339.0	131.0	108.0	188.0	94.0	67.0	75.0	107.0	156.0	116.0	242.0	28.0	71.0	24.0	
D00577	26.0	28.0	68.0	20.0	36.0	46.0	66.0	45.0	24.0	33.0	25.0	42.0	41.0	140.0	37.0	72.0	37.0	53.0	86.0	30.0	52.0	37.0	21.0	84.0	72.0	152.0	773.0	105.0	61.0	175.0	185.0	81.0	88.0	298.0	43.0	27.0	29.0	27.0	79.0	156.0	235.0	77.0	33.0	117.0	107.0	27.0	28.0	43.0	111.0	38.0	229.0	31.0	52.0	38.0	
D00585	550.0	683.0	233.0	412.0	458.0	72.0	271.0	395.0	478.0	594.0	427.0	370.0	360.0	450.0	399.0	64.0	413.0	241.0	66.0	962.0	72.0	400.0	631.0	78.0	269.0	144.0	105.0	2991.0	70.0	109.0	145.0	679.0	69.0	75.0	414.0	437.0	460.0	437.0	488.0	115.0	225.0	82.0	395.0	101.0	443.0	491.0	390.0	543.0	107.0	687.0	161.0	369.0	305.0	140.0	
D00586	37.0	42.0	20.0	26.0	51.0	41.0	17.0	40.0	28.0	31.0	28.0	38.0	41.0	92.0	59.0	53.0	37.0	49.0	44.0	41.0	41.0	63.0	25.0	64.0	20.0	121.0	61.0	70.0	935.0	88.0	98.0	83.0	39.0	59.0	45.0	29.0	66.0	29.0	62.0	241.0	149.0	549.0	61.0	73.0	139.0	41.0	44.0	71.0	97.0	69.0	89.0	22.0	39.0	24.0	
D00596	32.0	69.0	57.0	43.0	80.0	95.0	44.0	57.0	47.0	58.0	49.0	55.0	47.0	184.0	81.0	97.0	52.0	87.0	135.0	51.0	76.0	108.0	43.0	156.0	50.0	182.0	175.0	109.0	88.0	1708.0	202.0	143.0	96.0	141.0	53.0	51.0	82.0	51.0	132.0	194.0	335.0	111.0	110.0	132.0	102.0	70.0	71.0	112.0	176.0	112.0	193.0	35.0	84.0	53.0	
D00627	32.0	31.0	74.0	23.0	34.0	37.0	70.0	40.0	25.0	49.0	26.0	35.0	37.0	116.0	37.0	96.0	35.0	85.0	85.0	27.0	37.0	42.0	20.0	139.0	74.0	219.0	185.0	145.0	98.0	202.0	2253.0	89.0	96.0	178.0	37.0	28.0	47.0	28.0	156.0	187.0	419.0	103.0	38.0	171.0	124.0	28.0	38.0	48.0	265.0	35.0	348.0	29.0	77.0	60.0	
D00690	758.0	775.0	313.0	539.0	635.0	72.0	394.0	513.0	664.0	805.0	533.0	544.0	454.0	861.0	800.0	87.0	638.0	338.0	94.0	965.0	72.0	708.0	602.0	116.0	389.0	182.0	81.0	679.0	83.0	143.0	89.0	5371.0	93.0	69.0	559.0	536.0	770.0	536.0	609.0	162.0	213.0	99.0	827.0	125.0	494.0	658.0	677.0	1387.0	111.0	1306.0	129.0	483.0	445.0	73.0	
D00730	25.0	43.0	32.0	30.0	40.0	20.0	26.0	30.0	26.0	24.0	31.0	25.0	33.0	57.0	47.0	61.0	20.0	41.0	54.0	29.0	20.0	56.0	24.0	73.0	27.0	117.0	88.0	69.0	39.0	96.0	96.0	93.0	228.0	68.0	16.0	34.0	34.0	34.0	74.0	110.0	130.0	60.0	61.0	129.0	96.0	38.0	36.0	64.0	71.0	66.0	142.0	35.0	45.0	89.0	
D00898	15.0	15.0	58.0	9.0	27.0	59.0	58.0	49.0	17.0	23.0	14.0	56.0	41.0	140.0	29.0	68.0	51.0	43.0	117.0	21.0	69.0	22.0	13.0	70.0	64.0	136.0	298.0	75.0	59.0	141.0	178.0	69.0	68.0	897.0	59.0	14.0	24.0	14.0	66.0	138.0	222.0	63.0	22.0	96.0	79.0	19.0	17.0	31.0	102.0	32.0	201.0	17.0	40.0	8.0	
D00930	746.0	516.0	302.0	453.0	554.0	135.0	385.0	1654.0	629.0	956.0	477.0	1170.0	1092.0	871.0	565.0	66.0	1239.0	305.0	124.0	511.0	149.0	491.0	493.0	28.0	372.0	94.0	43.0	414.0	45.0	53.0	37.0	559.0	16.0	59.0	4102.0	490.0	532.0	490.0	503.0	45.0	95.0	43.0	497.0	57.0	549.0	506.0	523.0	552.0	50.0	546.0	35.0	473.0	399.0	69.0	
D00950	598.0	537.0	529.0	1096.0	864.0	44.0	638.0	478.0	502.0	678.0	2311.0	476.0	449.0	564.0	543.0	28.0	564.0	537.0	28.0	548.0	44.0	567.0	460.0	42.0	773.0	44.0	27.0	437.0	29.0	51.0	28.0	536.0	34.0	14.0	490.0	2390.0	461.0	2390.0	1886.0	46.0	99.0	30.0	607.0	44.0	637.0	542.0	531.0	564.0	46.0	540.0	57.0	1001.0	665.0	126.0	
D00951	715.0	557.0	263.0	446.0	482.0	117.0	348.0	485.0	602.0	748.0	450.0	484.0	455.0	788.0	575.0	66.0	570.0	288.0	84.0	572.0	117.0	592.0	599.0	62.0	338.0	108.0	29.0	460.0	66.0	82.0	47.0	770.0	34.0	24.0	532.0	461.0	3847.0	461.0	493.0	81.0	138.0	67.0	654.0	73.0	465.0	596.0	662.0	646.0	79.0	601.0	49.0	425.0	385.0	90.0	
D00954	598.0	537.0	529.0	1096.0	864.0	44.0	638.0	478.0	502.0	678.0	2311.0	476.0	449.0	564.0	543.0	28.0	564.0	537.0	28.0	548.0	44.0	567.0	460.0	42.0	773.0	44.0	27.0	437.0	29.0	51.0	28.0	536.0	34.0	14.0	490.0	2390.0	461.0	2390.0	1886.0	46.0	99.0	30.0	607.0	44.0	637.0	542.0	531.0	564.0	46.0	540.0	57.0	1001.0	665.0	126.0	
D00956	624.0	567.0	562.0	1183.0	888.0	48.0	736.0	488.0	525.0	699.0	1870.0	503.0	469.0	605.0	579.0	73.0	601.0	578.0	54.0	570.0	48.0	601.0	473.0	112.0	650.0	125.0	79.0	488.0	62.0	132.0	156.0	609.0	74.0	66.0	503.0	1886.0	493.0	1886.0	3169.0	111.0	255.0	64.0	633.0	101.0	741.0	574.0	573.0	614.0	109.0	590.0	135.0	805.0	779.0	126.0	
D00961	27.0	63.0	42.0	36.0	81.0	34.0	38.0	45.0	41.0	49.0	45.0	29.0	31.0	147.0	90.0	95.0	28.0	74.0	79.0	60.0	34.0	94.0	40.0	138.0	47.0	234.0	156.0	115.0	241.0	194.0	187.0	162.0	110.0	138.0	45.0	46.0	81.0	46.0	111.0	1754.0	297.0	220.0	91.0	155.0	191.0	62.0	55.0	109.0	186.0	102.0	208.0	27.0	68.0	32.0	
D00962	81.0	107.0	81.0	78.0	140.0	108.0	73.0	105.0	75.0	131.0	94.0	85.0	98.0	192.0	141.0	152.0	79.0	109.0	110.0	108.0	108.0	145.0	70.0	204.0	90.0	339.0	235.0	225.0	149.0	335.0	419.0	213.0	130.0	222.0	95.0	99.0	138.0	99.0	255.0	297.0	3042.0	152.0	139.0	201.0	200.0	103.0	103.0	156.0	256.0	152.0	323.0	78.0	120.0	125.0	
D00965	29.0	44.0	25.0	27.0	50.0	48.0	21.0	43.0	30.0	35.0	29.0	41.0	38.0	122.0	60.0	53.0	35.0	60.0	50.0	43.0	48.0	68.0	28.0	130.0	24.0	131.0	77.0	82.0	549.0	111.0	103.0	99.0	60.0	63.0	43.0	30.0	67.0	30.0	64.0	220.0	152.0	1313.0	67.0	89.0	140.0	43.0	49.0	75.0	99.0	67.0	113.0	21.0	56.0	24.0	
D01115	659.0	555.0	347.0	593.0	657.0	64.0	432.0	475.0	561.0	691.0	594.0	582.0	478.0	953.0	733.0	70.0	686.0	371.0	79.0	596.0	64.0	1195.0	477.0	85.0	444.0	108.0	33.0	395.0	61.0	110.0	38.0	827.0	61.0	22.0	497.0	607.0	654.0	607.0	633.0	91.0	139.0	67.0	4846.0	81.0	538.0	617.0	767.0	796.0	83.0	610.0	75.0	559.0	482.0	116.0	
D01132	50.0	53.0	37.0	36.0	49.0	41.0	32.0	75.0	35.0	36.0	41.0	54.0	56.0	122.0	64.0	101.0	50.0	47.0	86.0	39.0	41.0	77.0	33.0	92.0	39.0	188.0	117.0	101.0	73.0	132.0	171.0	125.0	129.0	96.0	57.0	44.0	73.0	44.0	101.0	155.0	201.0	89.0	81.0	876.0	104.0	49.0	62.0	76.0	117.0	82.0	183.0	43.0	55.0	65.0	
D01161	615.0	481.0	462.0	650.0	561.0	89.0	584.0	574.0	505.0	749.0	618.0	509.0	506.0	638.0	552.0	56.0	571.0	461.0	48.0	463.0	89.0	537.0	439.0	84.0	519.0	94.0	107.0	443.0	139.0	102.0	124.0	494.0	96.0	79.0	549.0	637.0	465.0	637.0	741.0	191.0	200.0	140.0	538.0	104.0	4727.0	466.0	537.0	574.0	111.0	487.0	205.0	573.0	604.0	583.0	
D01217	816.0	896.0	269.0	523.0	557.0	55.0	347.0	482.0	853.0	870.0	523.0	501.0	456.0	589.0	499.0	39.0	580.0	285.0	56.0	636.0	55.0	588.0	616.0	59.0	332.0	67.0	27.0	491.0	41.0	70.0	28.0	658.0	38.0	19.0	506.0	542.0	596.0	542.0	574.0	62.0	103.0	43.0	617.0	49.0	466.0	2443.0	692.0	641.0	57.0	615.0	54.0	456.0	380.0	98.0	
D01294	761.0	573.0	323.0	536.0	520.0	72.0	440.0	494.0	626.0	771.0	516.0	579.0	495.0	827.0	580.0	46.0	674.0	339.0	59.0	544.0	72.0	709.0	552.0	52.0	408.0	75.0	28.0	390.0	44.0	71.0	38.0	677.0	36.0	17.0	523.0	531.0	662.0	531.0	573.0	55.0	103.0	49.0	767.0	62.0	537.0	692.0	3718.0	684.0	58.0	598.0	57.0	522.0	473.0	114.0	
D01387	693.0	691.0	328.0	561.0	637.0	80.0	394.0	535.0	626.0	759.0	556.0	549.0	473.0	839.0	786.0	61.0	632.0	352.0	79.0	1094.0	80.0	719.0	547.0	93.0	385.0	107.0	43.0	543.0	71.0	112.0	48.0	1387.0	64.0	31.0	552.0	564.0	646.0	564.0	614.0	109.0	156.0	75.0	796.0	76.0	574.0	641.0	684.0	5500.0	89.0	1099.0	94.0	522.0	443.0	190.0	
D01441	40.0	59.0	64.0	38.0	72.0	42.0	59.0	50.0	42.0	51.0	44.0	43.0	46.0	184.0	76.0	76.0	40.0	98.0	78.0	50.0	42.0	87.0	38.0	113.0	66.0	156.0	111.0	107.0	97.0	176.0	265.0	111.0	71.0	102.0	50.0	46.0	79.0	46.0	109.0	186.0	256.0	99.0	83.0	117.0	111.0	57.0	58.0	89.0	2814.0	86.0	198.0	32.0	89.0	43.0	
D01689	744.0	812.0	318.0	524.0	613.0	76.0	378.0	510.0	668.0	813.0	532.0	490.0	439.0	686.0	719.0	78.0	550.0	342.0	95.0	887.0	76.0	572.0	644.0	87.0	370.0	116.0	38.0	687.0	69.0	112.0	35.0	1306.0	66.0	32.0	546.0	540.0	601.0	540.0	590.0	102.0	152.0	67.0	610.0	82.0	487.0	615.0	598.0	1099.0	86.0	3922.0	69.0	503.0	428.0	102.0	
D02217	46.0	62.0	96.0	47.0	62.0	33.0	84.0	57.0	43.0	50.0	52.0	45.0	58.0	137.0	72.0	98.0	38.0	94.0	80.0	50.0	33.0	81.0	38.0	128.0	89.0	242.0	229.0	161.0	89.0	193.0	348.0	129.0	142.0	201.0	35.0	57.0	49.0	57.0	135.0	208.0	323.0	113.0	75.0	183.0	205.0	54.0	57.0	94.0	198.0	69.0	1732.0	62.0	91.0	162.0	
D02367	592.0	450.0	398.0	635.0	662.0	56.0	499.0	469.0	481.0	650.0	979.0	489.0	453.0	592.0	522.0	19.0	561.0	399.0	31.0	442.0	56.0	514.0	421.0	29.0	631.0	28.0	31.0	369.0	22.0	35.0	29.0	483.0	35.0	17.0	473.0	1001.0	425.0	1001.0	805.0	27.0	78.0	21.0	559.0	43.0	573.0	456.0	522.0	522.0	32.0	503.0	62.0	2364.0	520.0	180.0	
D04066	501.0	353.0	710.0	682.0	493.0	29.0	908.0	383.0	407.0	546.0	654.0	420.0	379.0	539.0	447.0	44.0	504.0	718.0	45.0	367.0	29.0	436.0	351.0	61.0	806.0	71.0	52.0	305.0	39.0	84.0	77.0	445.0	45.0	40.0	399.0	665.0	385.0	665.0	779.0	68.0	120.0	56.0	482.0	55.0	604.0	380.0	473.0	443.0	89.0	428.0	91.0	520.0	2494.0	79.0	
D05341	124.0	127.0	78.0	108.0	102.0	106.0	48.0	158.0	82.0	121.0	111.0	125.0	169.0	58.0	156.0	19.0	96.0	84.0	21.0	99.0	106.0	147.0	67.0	52.0	51.0	24.0	38.0	140.0	24.0	53.0	60.0	73.0	89.0	8.0	69.0	126.0	90.0	126.0	126.0	32.0	125.0	24.0	116.0	65.0	583.0	98.0	114.0	190.0	43.0	102.0	162.0	180.0	79.0	1330.0	
