data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00299	0.547619	0.5	0.369048	0.488095	0.428571	0.357143	0.428571	0.714286	0.5	0.436782	0.440476	0.916667	0.785714	0.324841	0.4	0.190476	1.0	0.345238	0.321429	0.52381	0.357143	0.464286	0.511905	0.178571	0.380952	0.261905	0.214286	0.357143	0.202381	0.25	0.166667	0.353535	0.130952	0.22619	0.717647	0.452381	0.416667	0.452381	0.416667	0.202381	0.214286	0.202381	0.48913	0.202381	0.373626	0.488095	0.464286	0.51	0.166667	0.4	0.190476	0.47619	0.416667	0.22619	
D00312	0.384615	0.441176	0.735294	0.558824	0.459459	0.235294	0.647059	0.320513	0.411765	0.402299	0.514706	0.375	0.362319	0.254777	0.377778	0.205882	0.345238	1.0	0.191176	0.43662	0.235294	0.297619	0.426471	0.205882	0.602941	0.279412	0.264706	0.333333	0.235294	0.25	0.147059	0.323232	0.205882	0.25	0.317647	0.514706	0.421687	0.514706	0.426667	0.191176	0.191781	0.25	0.293478	0.205882	0.318681	0.426471	0.45679	0.38	0.136986	0.411765	0.235294	0.426471	0.676471	0.191176	
D00316	0.25641	0.333333	0.211538	0.233333	0.283784	0.384615	0.166667	0.346154	0.298507	0.264368	0.265625	0.3125	0.304348	0.248408	0.288889	0.480769	0.321429	0.191176	1.0	0.323944	0.384615	0.27381	0.301587	0.365385	0.189655	0.403846	0.423077	0.346667	0.230769	0.385965	0.241935	0.272727	0.346154	0.423077	0.305882	0.292308	0.26506	0.292308	0.253333	0.315789	0.356164	0.192308	0.282609	0.403846	0.241758	0.333333	0.259259	0.31	0.328767	0.341176	0.196429	0.276923	0.220588	0.326923	
D00327	0.525641	0.704225	0.492958	0.690141	0.621622	0.295775	0.535211	0.512821	0.591549	0.551724	0.690141	0.5	0.507042	0.33758	0.566667	0.239437	0.52381	0.43662	0.323944	1.0	0.295775	0.464286	0.746479	0.211268	0.56338	0.211268	0.197183	0.6	0.239437	0.211268	0.140845	0.616162	0.169014	0.197183	0.482353	0.676056	0.53012	0.676056	0.64	0.211268	0.191781	0.267606	0.445652	0.225352	0.406593	0.676056	0.45679	0.67	0.178082	0.705882	0.140845	0.577465	0.549296	0.267606	
D00348	0.294872	0.285714	0.22	0.3	0.337838	0.978723	0.222222	0.358974	0.268657	0.252874	0.296875	0.375	0.376812	0.248408	0.3	0.255319	0.357143	0.235294	0.384615	0.295775	1.0	0.309524	0.269841	0.255319	0.258621	0.276596	0.255319	0.293333	0.234043	0.280702	0.177419	0.292929	0.212766	0.297872	0.388235	0.292308	0.301205	0.292308	0.266667	0.245614	0.273973	0.254902	0.293478	0.276596	0.285714	0.272727	0.283951	0.29	0.205479	0.305882	0.178571	0.307692	0.25	0.446809	
D00443	0.488095	0.488095	0.345238	0.416667	0.428571	0.309524	0.357143	0.404762	0.511905	0.425287	0.440476	0.440476	0.428571	0.382166	0.477778	0.214286	0.464286	0.297619	0.27381	0.464286	0.309524	1.0	0.464286	0.202381	0.392857	0.25	0.178571	0.345238	0.22619	0.261905	0.142857	0.505051	0.142857	0.178571	0.388235	0.440476	0.464286	0.440476	0.440476	0.25	0.25	0.22619	0.826087	0.22619	0.318681	0.488095	0.583333	0.44	0.214286	0.435294	0.178571	0.47619	0.309524	0.22619	
D00462	0.653846	0.761905	0.539683	0.698413	0.581081	0.269841	0.571429	0.487179	0.716418	0.678161	0.625	0.4875	0.478261	0.305732	0.466667	0.222222	0.511905	0.426471	0.301587	0.746479	0.269841	0.464286	1.0	0.206349	0.52381	0.222222	0.174603	0.573333	0.206349	0.190476	0.095238	0.444444	0.190476	0.174603	0.470588	0.615385	0.518072	0.615385	0.533333	0.222222	0.164384	0.238095	0.456522	0.206349	0.395604	0.727273	0.506173	0.5	0.164384	0.588235	0.174603	0.507692	0.544118	0.253968	
D00506	0.153846	0.206349	0.22	0.216667	0.189189	0.255319	0.203704	0.205128	0.179104	0.172414	0.203125	0.175	0.173913	0.152866	0.177778	0.566667	0.178571	0.205882	0.365385	0.211268	0.255319	0.202381	0.206349	1.0	0.189655	0.511111	0.457143	0.306667	0.255814	0.438596	0.354839	0.222222	0.5	0.435897	0.188235	0.215385	0.204819	0.215385	0.32	0.385965	0.342466	0.431373	0.195652	0.341463	0.241758	0.212121	0.17284	0.16	0.287671	0.2	0.303571	0.215385	0.235294	0.266667	
D00554	0.410256	0.507937	0.844828	0.7	0.662162	0.258621	0.896552	0.448718	0.477612	0.402299	0.8125	0.4	0.405797	0.273885	0.466667	0.206897	0.380952	0.602941	0.189655	0.56338	0.258621	0.392857	0.52381	0.189655	1.0	0.258621	0.310345	0.493333	0.241379	0.155172	0.177419	0.424242	0.224138	0.310345	0.411765	0.8	0.46988	0.8	0.666667	0.172414	0.191781	0.241379	0.391304	0.224138	0.373626	0.515152	0.419753	0.41	0.205479	0.482353	0.189655	0.753846	0.705882	0.258621	
D00565	0.230769	0.238095	0.2	0.183333	0.202703	0.276596	0.240741	0.25641	0.208955	0.206897	0.203125	0.275	0.275362	0.210191	0.211111	0.6	0.261905	0.279412	0.403846	0.211268	0.276596	0.25	0.222222	0.511111	0.258621	1.0	0.6	0.266667	0.4	0.473684	0.419355	0.282828	0.444444	0.577778	0.282353	0.2	0.228916	0.2	0.32	0.561404	0.534247	0.509804	0.228261	0.422222	0.274725	0.242424	0.222222	0.26	0.39726	0.235294	0.375	0.230769	0.25	0.244444	
D00577	0.166667	0.174603	0.28	0.183333	0.202703	0.255319	0.277778	0.205128	0.164179	0.172414	0.21875	0.225	0.231884	0.165605	0.177778	0.542857	0.214286	0.264706	0.423077	0.197183	0.255319	0.178571	0.174603	0.457143	0.310345	0.6	1.0	0.253333	0.325581	0.421053	0.370968	0.212121	0.485714	0.820513	0.211765	0.215385	0.192771	0.215385	0.24	0.473684	0.369863	0.333333	0.163043	0.463415	0.230769	0.166667	0.160494	0.19	0.342466	0.2	0.446429	0.215385	0.264706	0.285714	
D00585	0.410256	0.586667	0.426667	0.52	0.533333	0.293333	0.426667	0.320513	0.48	0.436782	0.586667	0.375	0.346667	0.286624	0.533333	0.253333	0.357143	0.333333	0.346667	0.6	0.293333	0.345238	0.573333	0.306667	0.493333	0.266667	0.253333	1.0	0.2	0.28	0.2	0.525253	0.226667	0.24	0.352941	0.6	0.445783	0.6	0.56	0.226667	0.266667	0.2	0.391304	0.226667	0.384615	0.546667	0.395062	0.46	0.213333	0.588235	0.2	0.506667	0.4	0.24	
D00586	0.205128	0.206349	0.24	0.216667	0.243243	0.234043	0.240741	0.24359	0.19403	0.229885	0.21875	0.2125	0.217391	0.191083	0.211111	0.302326	0.202381	0.235294	0.230769	0.239437	0.234043	0.22619	0.206349	0.255814	0.241379	0.4	0.325581	0.2	1.0	0.298246	0.306452	0.222222	0.348837	0.302326	0.223529	0.215385	0.228916	0.215385	0.2	0.421053	0.315068	0.843137	0.206522	0.395349	0.21978	0.19697	0.185185	0.24	0.30137	0.223529	0.267857	0.230769	0.264706	0.232558	
D00596	0.205128	0.238095	0.210526	0.15	0.202703	0.280702	0.192982	0.230769	0.208955	0.206897	0.15625	0.25	0.231884	0.229299	0.211111	0.350877	0.25	0.25	0.385965	0.211268	0.280702	0.261905	0.190476	0.438596	0.155172	0.473684	0.421053	0.28	0.298246	1.0	0.322581	0.252525	0.315789	0.421053	0.258824	0.153846	0.228916	0.153846	0.28	0.315789	0.561644	0.298246	0.271739	0.368421	0.285714	0.242424	0.271605	0.26	0.410959	0.235294	0.192982	0.153846	0.25	0.263158	
D00627	0.153846	0.111111	0.193548	0.096774	0.135135	0.177419	0.193548	0.179487	0.104478	0.149425	0.09375	0.1625	0.144928	0.178344	0.166667	0.290323	0.166667	0.147059	0.241935	0.140845	0.177419	0.142857	0.095238	0.354839	0.177419	0.419355	0.370968	0.2	0.306452	0.322581	1.0	0.181818	0.274194	0.370968	0.152941	0.107692	0.144578	0.107692	0.186667	0.274194	0.315068	0.306452	0.152174	0.370968	0.197802	0.121212	0.17284	0.17	0.342466	0.152941	0.33871	0.138462	0.161765	0.177419	
D00690	0.424242	0.494949	0.353535	0.484848	0.515152	0.292929	0.373737	0.393939	0.444444	0.434343	0.535354	0.373737	0.363636	0.420382	0.707071	0.212121	0.353535	0.323232	0.272727	0.616162	0.292929	0.505051	0.444444	0.222222	0.424242	0.282828	0.212121	0.525253	0.222222	0.252525	0.181818	1.0	0.161616	0.20202	0.40404	0.525253	0.555556	0.525253	0.565657	0.222222	0.272727	0.232323	0.494949	0.212121	0.373737	0.484848	0.424242	0.39	0.212121	0.626263	0.181818	0.444444	0.40404	0.212121	
D00730	0.153846	0.190476	0.26	0.183333	0.175676	0.212766	0.240741	0.153846	0.164179	0.137931	0.1875	0.1375	0.15942	0.121019	0.144444	0.62963	0.130952	0.205882	0.346154	0.169014	0.212766	0.142857	0.190476	0.5	0.224138	0.444444	0.485714	0.226667	0.348837	0.315789	0.274194	0.161616	1.0	0.461538	0.141176	0.184615	0.156627	0.184615	0.2	0.350877	0.273973	0.313725	0.130435	0.390244	0.197802	0.181818	0.135802	0.13	0.260274	0.141176	0.303571	0.169231	0.220588	0.285714	
D00898	0.153846	0.174603	0.28	0.166667	0.189189	0.297872	0.277778	0.205128	0.164179	0.172414	0.203125	0.2375	0.217391	0.171975	0.177778	0.487179	0.22619	0.25	0.423077	0.197183	0.297872	0.178571	0.174603	0.435897	0.310345	0.577778	0.820513	0.24	0.302326	0.421053	0.370968	0.20202	0.461538	1.0	0.223529	0.2	0.192771	0.2	0.24	0.438596	0.369863	0.313725	0.173913	0.390244	0.230769	0.166667	0.160494	0.18	0.328767	0.2	0.410714	0.2	0.25	0.25641	
D00930	0.458824	0.447059	0.364706	0.458824	0.482353	0.376471	0.4	0.847059	0.447059	0.436782	0.447059	0.694118	0.682353	0.388535	0.377778	0.2	0.717647	0.317647	0.305882	0.482353	0.388235	0.388235	0.470588	0.188235	0.411765	0.282353	0.211765	0.352941	0.223529	0.258824	0.152941	0.40404	0.141176	0.223529	1.0	0.435294	0.411765	0.435294	0.411765	0.211765	0.223529	0.235294	0.391304	0.211765	0.406593	0.435294	0.411765	0.48	0.152941	0.423529	0.188235	0.447059	0.388235	0.235294	
D00950	0.487179	0.676923	0.661538	0.861538	0.783784	0.292308	0.707692	0.461538	0.567164	0.436782	0.984615	0.475	0.478261	0.324841	0.588889	0.215385	0.452381	0.514706	0.292308	0.676056	0.292308	0.440476	0.615385	0.215385	0.8	0.2	0.215385	0.6	0.215385	0.153846	0.107692	0.525253	0.184615	0.2	0.435294	1.0	0.554217	1.0	0.813333	0.184615	0.150685	0.215385	0.434783	0.184615	0.417582	0.681818	0.469136	0.51	0.150685	0.6	0.153846	0.876923	0.676471	0.292308	
D00951	0.421687	0.493976	0.421687	0.518072	0.578313	0.301205	0.433735	0.433735	0.457831	0.436782	0.566265	0.433735	0.457831	0.375796	0.5	0.216867	0.416667	0.421687	0.26506	0.53012	0.301205	0.464286	0.518072	0.204819	0.46988	0.228916	0.192771	0.445783	0.228916	0.228916	0.144578	0.555556	0.156627	0.192771	0.411765	0.554217	1.0	0.554217	0.518072	0.204819	0.204819	0.240964	0.456522	0.216867	0.384615	0.506024	0.457831	0.38	0.204819	0.482353	0.228916	0.493976	0.46988	0.240964	
D00954	0.487179	0.676923	0.661538	0.861538	0.783784	0.292308	0.707692	0.461538	0.567164	0.436782	0.984615	0.475	0.478261	0.324841	0.588889	0.215385	0.452381	0.514706	0.292308	0.676056	0.292308	0.440476	0.615385	0.215385	0.8	0.2	0.215385	0.6	0.215385	0.153846	0.107692	0.525253	0.184615	0.2	0.435294	1.0	0.554217	1.0	0.813333	0.184615	0.150685	0.215385	0.434783	0.184615	0.417582	0.681818	0.469136	0.51	0.150685	0.6	0.153846	0.876923	0.676471	0.292308	
D00956	0.384615	0.56	0.586667	0.773333	0.706667	0.266667	0.64	0.410256	0.453333	0.413793	0.826667	0.4	0.453333	0.369427	0.511111	0.226667	0.416667	0.426667	0.253333	0.64	0.266667	0.440476	0.533333	0.32	0.666667	0.32	0.24	0.56	0.2	0.28	0.186667	0.565657	0.2	0.24	0.411765	0.813333	0.518072	0.813333	1.0	0.16	0.24	0.2	0.423913	0.226667	0.505495	0.56	0.432099	0.45	0.133333	0.552941	0.173333	0.706667	0.6	0.253333	
D00961	0.179487	0.222222	0.210526	0.183333	0.243243	0.245614	0.192982	0.230769	0.179104	0.195402	0.1875	0.2125	0.188406	0.197452	0.222222	0.385965	0.202381	0.191176	0.315789	0.211268	0.245614	0.25	0.222222	0.385965	0.172414	0.561404	0.473684	0.226667	0.421053	0.315789	0.274194	0.222222	0.350877	0.438596	0.211765	0.184615	0.204819	0.184615	0.16	1.0	0.39726	0.421053	0.228261	0.473684	0.208791	0.212121	0.17284	0.25	0.424658	0.223529	0.350877	0.184615	0.235294	0.140351	
D00962	0.166667	0.232877	0.205479	0.178082	0.148649	0.273973	0.205479	0.205128	0.219178	0.172414	0.164384	0.2	0.191781	0.254777	0.2	0.356164	0.214286	0.191781	0.356164	0.191781	0.273973	0.25	0.164384	0.342466	0.191781	0.534247	0.369863	0.266667	0.315068	0.561644	0.315068	0.272727	0.273973	0.369863	0.223529	0.150685	0.204819	0.150685	0.24	0.39726	1.0	0.356164	0.25	0.342466	0.285714	0.205479	0.222222	0.25	0.328767	0.235294	0.260274	0.178082	0.178082	0.219178	
D00965	0.205128	0.206349	0.215686	0.216667	0.243243	0.254902	0.203704	0.24359	0.19403	0.218391	0.21875	0.2125	0.217391	0.216561	0.222222	0.313725	0.202381	0.25	0.192308	0.267606	0.254902	0.22619	0.238095	0.431373	0.241379	0.509804	0.333333	0.2	0.843137	0.298246	0.306452	0.232323	0.313725	0.313725	0.235294	0.215385	0.240964	0.215385	0.2	0.421053	0.356164	1.0	0.217391	0.333333	0.263736	0.19697	0.185185	0.24	0.287671	0.235294	0.196429	0.215385	0.279412	0.215686	
D01115	0.467391	0.456522	0.358696	0.391304	0.434783	0.293478	0.369565	0.402174	0.478261	0.456522	0.423913	0.445652	0.391304	0.407643	0.423913	0.195652	0.48913	0.293478	0.282609	0.445652	0.293478	0.826087	0.456522	0.195652	0.391304	0.228261	0.163043	0.391304	0.206522	0.271739	0.152174	0.494949	0.130435	0.173913	0.391304	0.434783	0.456522	0.434783	0.423913	0.228261	0.25	0.217391	1.0	0.23913	0.293478	0.467391	0.521739	0.45	0.228261	0.445652	0.195652	0.48913	0.304348	0.206522	
D01132	0.205128	0.238095	0.22	0.2	0.202703	0.276596	0.203704	0.217949	0.223881	0.218391	0.1875	0.2125	0.217391	0.178344	0.211111	0.487805	0.202381	0.205882	0.403846	0.225352	0.276596	0.22619	0.206349	0.341463	0.224138	0.422222	0.463415	0.226667	0.395349	0.368421	0.370968	0.212121	0.390244	0.390244	0.211765	0.184615	0.216867	0.184615	0.226667	0.473684	0.342466	0.333333	0.23913	1.0	0.230769	0.227273	0.209877	0.24	0.328767	0.235294	0.410714	0.215385	0.235294	0.268293	
D01161	0.428571	0.384615	0.340659	0.406593	0.43956	0.285714	0.340659	0.406593	0.351648	0.384615	0.428571	0.384615	0.395604	0.33121	0.351648	0.241758	0.373626	0.318681	0.241758	0.406593	0.285714	0.318681	0.395604	0.241758	0.373626	0.274725	0.230769	0.384615	0.21978	0.285714	0.197802	0.373737	0.197802	0.230769	0.406593	0.417582	0.384615	0.417582	0.505495	0.208791	0.285714	0.263736	0.293478	0.230769	1.0	0.373626	0.428571	0.42	0.175824	0.318681	0.186813	0.395604	0.373626	0.21978	
D01217	0.692308	0.954545	0.530303	0.727273	0.648649	0.272727	0.560606	0.461538	0.835821	0.655172	0.666667	0.45	0.463768	0.299363	0.544444	0.212121	0.488095	0.426471	0.333333	0.676056	0.272727	0.488095	0.727273	0.212121	0.515152	0.242424	0.166667	0.546667	0.19697	0.242424	0.121212	0.484848	0.181818	0.166667	0.435294	0.681818	0.506024	0.681818	0.56	0.212121	0.205479	0.19697	0.467391	0.227273	0.373626	1.0	0.604938	0.56	0.178082	0.694118	0.181818	0.560606	0.529412	0.257576	
D01294	0.518519	0.592593	0.469136	0.45679	0.407407	0.283951	0.407407	0.419753	0.641975	0.574713	0.45679	0.493827	0.518519	0.33758	0.455556	0.160494	0.464286	0.45679	0.259259	0.45679	0.283951	0.583333	0.506173	0.17284	0.419753	0.222222	0.160494	0.395062	0.185185	0.271605	0.17284	0.424242	0.135802	0.160494	0.411765	0.469136	0.457831	0.469136	0.432099	0.17284	0.222222	0.185185	0.521739	0.209877	0.428571	0.604938	1.0	0.47	0.197531	0.505882	0.17284	0.45679	0.382716	0.246914	
D01387	0.56	0.58	0.37	0.5	0.53	0.29	0.39	0.45	0.53	0.54	0.5	0.5	0.49	0.363057	0.47	0.18	0.51	0.38	0.31	0.67	0.29	0.44	0.5	0.16	0.41	0.26	0.19	0.46	0.24	0.26	0.17	0.39	0.13	0.18	0.48	0.51	0.38	0.51	0.45	0.25	0.25	0.24	0.45	0.24	0.42	0.56	0.47	1.0	0.21	0.62	0.16	0.49	0.41	0.21	
D01441	0.128205	0.191781	0.205479	0.136986	0.094595	0.205479	0.191781	0.141026	0.191781	0.195402	0.150685	0.175	0.136986	0.216561	0.188889	0.30137	0.166667	0.136986	0.328767	0.178082	0.205479	0.214286	0.164384	0.287671	0.205479	0.39726	0.342466	0.213333	0.30137	0.410959	0.342466	0.212121	0.260274	0.328767	0.152941	0.150685	0.204819	0.150685	0.133333	0.424658	0.328767	0.287671	0.228261	0.328767	0.175824	0.178082	0.197531	0.21	1.0	0.258824	0.30137	0.123288	0.219178	0.123288	
D01689	0.505882	0.729412	0.447059	0.576471	0.647059	0.305882	0.447059	0.423529	0.635294	0.482759	0.588235	0.411765	0.458824	0.363057	0.688889	0.223529	0.4	0.411765	0.341176	0.705882	0.305882	0.435294	0.588235	0.2	0.482353	0.235294	0.2	0.588235	0.223529	0.235294	0.152941	0.626263	0.141176	0.2	0.423529	0.6	0.482353	0.6	0.552941	0.223529	0.235294	0.235294	0.445652	0.235294	0.318681	0.694118	0.505882	0.62	0.258824	1.0	0.188235	0.505882	0.458824	0.247059	
