	D00035	D00110	D00136	D00195	D00219	D00225	D00227	D00228	D00234	D00252	D00274	D00283	D00293	D00294	D00303	D00319	D00326	D00329	D00331	D00332	D00335	D00336	D00338	D00340	D00345	D00349	D00351	D00354	D00358	D00364	D00367	D00373	D00379	D00380	D00392	D00394	D00418	D00437	D00438	D00451	D00456	D00464	D00474	D00477	D00480	D00495	D00499	D00504	D00512	D00513	D00519	D00521	D00524	D00528	D00530	D00533	D00536	D00537	D00538	D00539	D00542	D00543	D00544	D00545	D00546	D00547	D00548	D00549	D00550	D00552	D00553	D00560	D00563	D00574	D00593	D00594	D00607	D00611	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00642	D00647	D00648	D00649	D00650	D00651	D00654	D00656	D00658	D00677	D00678	D00694	D00697	D00704	D00708	D00709	D00711	D00726	D00732	D00733	D00735	D00738	D00739	D00740	D00741	D00759	D00760	D00761	D00765	D00771	D00775	D00779	D00791	D00798	D00799	D00809	D00812	D00816	D00823	D00831	D00960	D00963	D00964	D01071	D01108	D01111	D01118	D01242	D01243	D01253	D01256	D01275	D01287	D01295	D01350	D01448	D01450	D01453	D01575	D01599	D01603	D01712	D01768	D01799	D01828	D01854	D01969	D02041	D02086	D02087	D02088	D02092	D02098	D02101	D02163	D02173	D02204	D02207	D02234	D02237	D02253	D02261	D02262	D02272	D02347	D02356	D02360	D02362	D02409	D02461	D02485	D02546	D02566	D02630	D02914	D03037	D03180	D03274	D03365	D03450	D03580	D03742	D03826	D03830	D03878	D03991	D04034	D04048	D04370	D04790	D04985	D04999	D05024	D05077	D05156	D05453	D05458	D05461	D06106	D06172
D00480	0	0.120212	0.170633	0.0943325	0.0788595	0.2275635	0.121951	0.2342885	0.188672	0.35	0.17532	0.2557775	0.2822915	0.175278	0.28192	0.162864	0.2290085	0.2893625	0.1520885	0.015625	0.115581	0.159252	0.26646	0.100555	0.23343	0.1627545	0.1461535	0.1363615	0.1672925	0.2017565	0.2569785	0.3539665	0.0969385	0.12356	0.0663915	0.53647	0.06959	0.1516765	0.1196885	0.2225485	0.2213285	0.2203685	0.129294	0.1549575	1	0.091199	0.10138	0.126612	0.2131765	0.228764	0.119438	0.219707	0.1039575	0.125	0.1851165	0.3379605	0.138465	0.051282	0.17455	0.047998	0.0384615	0.034483	0.0576925	0.034483	0.034483	0.032258	0.202044	0.2349	0.2430125	0.1073055	0.2102645	0.17869	0.2465815	0.0899425	0.1071665	0.2333325	0.009091	0.0880365	0.2066845	0.3082	0.2068705	0.189712	0.22575	0.123269	0.3084905	0.1536655	0.2301535	0.098549	0.24144	0.28993	0.1176815	0.1775045	0.1008465	0.0735295	0.1728435	0.1968535	0.0916645	0.136362	0.108791	0.16455	0.2216595	0.183598	0.19703	0.0357145	0.1540245	0.032258	0.1675235	0.14729	0.1705215	0.2064705	0.1391105	0.136595	0.1396455	0.1549575	0.2094405	0.089996	0.091241	0.134689	0.0508295	0.15905	0.158362	0.1229645	0.3137185	0.3666685	0.3471615	0.432188	0.4253375	0.358858	0.221515	0.1450145	0.176205	0.02439	0.154093	0.027778	0	0.141166	0.58588	0.5203635	0.2399765	0.294508	0.082388	0.13099	0.171385	0.194817	0.017857	0.2526355	0.168149	0.1206895	0.237227	0.093661	0.1918715	0.11757	0.170394	0.1018405	0.17879	0.1316185	0.1977355	0.162408	0.195379	0.2860375	0.2040665	0.1709765	0.175325	0.1008395	0.2624945	0.130557	0.0857	0.1315505	0.1803885	0.019231	0.0623205	0.146504	0.1125	0.112045	0.126736	0.21455	0.2493815	0.1864545	0.180533	0.1645585	0.2157065	0.0376615	0.32456	0.131875	0.131848	0.1387	0.08631	0.3283945	0.1208155	0.05207	0.1042325	0.121121	0.1516915	0.2330565	0.2449945	0.2385625	0.2908145	0.17065	0.152046	0.0333335	0.0945605	0.12627	0.2180965	0.264354	0.0794545	0.1370705	0.19914	0.089285	0.0792335	0.161158
D00495	0.05	0.06852	0.0585715	0.0666665	0.046685	0.015625	0.060999	0.015625	0.0357145	0.061977	0.062925	0.04212	0.085704	0.0422035	0.0658645	0.09455	0.032258	0.103365	0.022934	0.097619	0.048765	0.0475745	0.05668	0.00568	0.046328	0.093172	0.054926	0	0.1228085	0.081317	0.0166665	0.073865	0.0710335	0.0881825	0.5	0.07564	0.031905	0.0746945	0.0811385	0.0813515	0.1001555	0.046113	0.2196965	0.0820825	0.091199	1	0.233767	0.061969	0.0805555	0.0576925	0.005435	0.0348835	0.0917675	0.104498	0.048387	0.0690495	0.0441585	0.1178155	0.0300935	0.3875	0	0.016665	0.027778	0.01613	0.016665	0.0227275	0.0942775	0.0865785	0.0151515	0.096004	0.1475615	0.0357145	0.034483	0.2032905	0.120533	0.090985	0.034446	0.146875	0.0680345	0.1017045	0.072186	0.0777765	0.0498395	0.087926	0.0613755	0.0227275	0.068232	0.0482	0.068182	0.0518265	0.0333335	0.0476305	0.0487905	0.02222	0.0176785	0.018274	0.0049	0.0601065	0.00481	0.064115	0.09026	0.054837	0.158211	0.0555555	0.148054	0.165914	0.1261885	0.096799	0.0921405	0.09511	0.085715	0.128203	0.05	0.0951925	0.122854	0.0309995	0.040217	0.033992	0.0670085	0	0	0.04236	0.02439	0.071476	0.0394735	0.07564	0.051724	0.0333335	0.03125	0	0.059805	0.1401305	0	0.2065385	0.012195	0.074247	0.0785715	0.0795505	0.1404785	0.1055185	0.004465	0.067168	0.1008805	0.027027	0.017403	0.042361	0.1131765	0.099679	0.034091	0.066678	0.0452055	0.08893	0.0884065	0.0549415	0.059435	0.0281865	0.047981	0.067348	0.1175	0.0705115	0.1057575	0.0611755	0.0911855	0.03125	0.0421115	0.0862055	0.071045	0.0492035	0.026316	0.0427495	0.1265675	0.027778	0.0303045	0.0301395	0.080552	0.0512055	0.0166665	0.014706	0.07639	0.1022525	0.0357145	0.04	0.064884	0.030417	0.0661215	0.092805	0.24375	0.07131	0.047619	0.052294	0.039117	0.074074	0.0713295	0.082793	0.055727	0.1023035	0.069967	0.0995755	0.066242	0.0744485	0.285509	0.0590585	0.0570535	0.0728085	0.023256	0.0422415	0.0789475	0.0366325	0.1984405	0.111037
D00499	0.040789	0.044728	0.0907515	0.0416665	0.0968485	0.0135135	0.0993585	0.0135135	0.0601435	0.04054	0.0639745	0.027027	0.0560945	0.0366215	0.086734	0.1118695	0.0690285	0.125002	0.023324	0.0776765	0.108936	0.0968085	0.0496305	0.040593	0.0370605	0.1140345	0.0548265	0	0.1392855	0.060755	0.0142855	0.064469	0.079394	0.1147265	0.1998575	0.0990125	0.007245	0.092944	0.1014155	0.08137	0.0857575	0.0671945	0.272227	0.137792	0.10138	0.233767	1	0.101192	0.074005	0.0888865	0.008	0.065153	0.0985865	0.1125	0.0504365	0.078548	0.072908	0.0793385	0.0297415	0.359127	0.0227275	0.02	0.0454545	0.02	0.02	0.0384615	0.0811615	0.118095	0.013158	0.0569815	0.1808275	0.0586285	0.0142855	0.274035	0.1712255	0.101793	0.049893	0.15843	0.096815	0.116665	0.0914815	0.1313675	0.0823685	0.1040275	0.0854455	0.0384615	0.1075385	0.0819145	0.1	0.0668165	0.03	0.0585855	0.070082	0.031915	0.04375	0.031555	0.036687	0.0545445	0.0525995	0.063041	0.0783745	0.0663535	0.1257575	0.0577635	0.2088985	0.1077235	0.1172105	0.128795	0.1212135	0.1473095	0.0903035	0.077885	0.0694635	0.124967	0.129885	0.037317	0.0438025	0.0276395	0.0579405	0	0	0.033832	0.0333335	0.0626315	0.0348835	0.0701885	0.0441175	0.0441175	0.066948	0.031965	0.0839785	0.11939	0.0135135	0.290065	0.007405	0.099518	0.150434	0.1004455	0.1726205	0.113585	0.032981	0.0872835	0.1024225	0.0238095	0.027935	0.038976	0.1001245	0.108059	0.0437515	0.0787635	0.0498195	0.091762	0.148879	0.07132	0.067097	0.0456235	0.0799165	0.0240935	0.133827	0.0699015	0.111574	0.0623945	0.14085	0.0289855	0.038072	0.050792	0.0853185	0.027887	0.027568	0.0491585	0.383335	0.02439	0.026174	0.026074	0.1252545	0.0846745	0.0142855	0.026316	0.0820895	0.113255	0.0760705	0.051724	0.084996	0.062872	0.0976125	0.119048	0.8890395	0.0638055	0.0185185	0.04282	0.034318	0.0636345	0.0574675	0.096255	0.036396	0.092097	0.0527625	0.1046025	0.065037	0.098396	0.5160445	0.078455	0.0766605	0.071859	0.0208335	0.058356	0.092805	0.071185	0.63611	0.116398
D00504	0.02469	0.1672785	0.139005	0.0722395	0.265672	0.1451135	0.062647	0.1249985	0.128315	0.312803	0.15959	0.12338	0.157406	0.1475615	0.1916075	0.1328985	0.16886	0.1084635	0.150793	0.0613335	0.224839	0.212964	0.134654	0.099998	0.2400795	0.1371155	0.1111135	0.1422615	0.214674	0.1221535	0.1343305	0.1162975	0.272026	0.249403	0.02299	0.1406235	0.07316	0.1539875	0.1194595	0.213676	0.1491235	0.157406	0.261385	0.232738	0.126612	0.061969	0.101192	1	0.2098295	0.16762	0.098873	0.0947635	0.0454545	0.055625	0.1455145	0.2884615	0.252174	0.035953	0.302857	0.0893925	0	0	0	0	0	0.0208335	0.19843	0.140294	0.121295	0.2219995	0.312271	0.086309	0.1569955	0.20343	0.203035	0.156778	0.0510635	0.02	0.1351005	0.1074545	0.1543035	0.1417695	0.071644	0.1321695	0.144715	0.2178945	0.1411255	0.1397255	0.1414165	0.24091	0.0786305	0.141665	0.067726	0.138889	0.178595	0.1859775	0.0885305	0.0907055	0.0994005	0.210846	0.1325775	0.149305	0.098606	0.0238095	0.2966185	0.109943	0.191665	0.1740905	0.1388875	0.2279285	0.185185	0.198825	0.1096485	0.16762	0.156156	0.057585	0.056472	0.0571735	0.017834	0.13846	0.1381055	0.15263	0.093945	0.1119895	0.0978395	0.1406235	0.172618	0.170363	0.1623545	0.0793655	0.0939735	0.020115	0.1157385	0.09596	0.00901	0.2671375	0.11874	0.087304	0.294913	0.185848	0.088606	0.120847	0.17378	0.1107145	0.0190455	0.087877	0.1733195	0.0531665	0.1062275	0.253553	0.146078	0.040893	0.12231	0.2666665	0.1231885	0.148784	0.071698	0.1356235	0.2046585	0.1741395	0.264515	0.1549565	0.1260685	0.044388	0.090243	0.075175	0.017857	0.0496465	0.0684995	0.0557185	0.053666	0.0814155	0.0503	0.04977	0.129665	0.0735555	0.149871	0.10405	0.15317	0.201517	0.0608815	0.028727	0.150153	0.065748	0.1331025	0.086844	0.1047235	0.119113	0.159485	0.0702635	0.050266	0.1015755	0.08717	0.094823	0.1267775	0.2178115	0.077475	0.17151	0.218942	0.0239305	0.090204	0.234195	0.096013	0.180557	0.083764	0.1742095	0.392855	0.03682	0.0866865	0.2794915
D00512	0.046256	0.1402595	0.2258695	0.0827175	0.1268895	0.2759285	0.062993	0.2608535	0.158809	0.282405	0.1476685	0.2225595	0.270372	0.1241705	0.2679815	0.1152575	0.2413035	0.2165955	0.1381105	0.0298265	0.133168	0.148331	0.2344285	0.103215	0.199663	0.115805	0.133381	0.1025935	0.09816	0.1561065	0.30926	0.1792965	0.1239635	0.13305	0.0833325	0.2078005	0.055332	0.1426195	0.1176335	0.136659	0.1994855	0.381625	0.245727	0.14014	0.2131765	0.0805555	0.074005	0.2098295	1	0.1470365	0.10231	0.2412515	0	0.0769005	0.1637435	0.332619	0.18547	0.019745	0.169671	0.0847175	0	0	0	0	0	0	0.2227295	0.1305575	0.2318395	0.158059	0.1463985	0.1694925	0.21504	0.191007	0.121724	0.153371	0.024054	0.016129	0.2004625	0.210882	0.198842	0.132475	0.120634	0.1290855	0.2465265	0.114674	0.1430235	0.078858	0.0823005	0.261363	0.1107285	0.168244	0.1106425	0.0552365	0.184724	0.173245	0.0932245	0.0854345	0.1121095	0.138551	0.181009	0.3345235	0.149512	0.0185185	0.25456	0.070198	0.189867	0.106788	0.1069735	0.1570945	0.1287045	0.0928985	0.0833345	0.127365	0.1206295	0.0829285	0.069462	0.095155	0.028612	0.11852	0.101357	0.150725	0.148406	0.17361	0.13938	0.2298435	0.2179465	0.239655	0.2329745	0.134428	0.1005945	0.076114	0.2020305	0.0898995	0.01064	0.1305535	0.200695	0.1666675	0.140475	0.3089805	0.0926245	0.1173215	0.083539	0.2588335	0.0115885	0.1136385	0.0839265	0.0742415	0.149616	0.1177795	0.191665	0.068671	0.0859665	0.1282925	0.136276	0.141428	0.1015615	0.150161	0.094681	0.185226	0.1031765	0.143819	0.088069	0.0692445	0.141938	0.0853195	0	0.094332	0.119881	0.016665	0.0643015	0.127653	0.098766	0.098036	0.2027	0.123694	0.22483	0.185465	0.1755415	0.187903	0.1221725	0.032886	0.28176	0.1709	0.1057815	0.156754	0.076167	0.1622215	0.113249	0.0992845	0.0774205	0.1008045	0.1112835	0.2011475	0.256465	0.203514	0.1855185	0.082449	0.1428585	0.0491685	0.066667	0.2410595	0.127505	0.19093	0.08258	0.168458	0.165405	0.0628455	0.09311	0.1073005
D00513	0	0.1160155	0.1400665	0.154547	0.1071055	0.1387405	0.112345	0.1317155	0.150626	0.147865	0.153205	0.147161	0.141273	0.16174	0.1989	0.182063	0.1948065	0.14881	0.1537225	0.0620295	0.121756	0.143253	0.12424	0.074321	0.141037	0.17726	0.1219715	0.139753	0.191192	0.1115505	0.151908	0.163603	0.110519	0.163267	0.0506565	0.246005	0.060205	0.155557	0.1541145	0.2921385	0.1784965	0.148363	0.124967	0.163692	0.228764	0.0576925	0.0888865	0.16762	0.1470365	1	0.0927685	0.1812425	0.0576925	0.1153845	0.17279	0.143439	0.17539	0.0627005	0.1709395	0.0384615	0.0208335	0.0384615	0.0416665	0.0384615	0.0384615	0.0357145	0.178317	0.238728	0.134991	0.12564	0.235555	0.159214	0.143208	0.1037435	0.138466	0.218951	0.03565	0.0654765	0.148512	0.174509	0.161897	0.1837915	0.1771565	0.154041	0.2343115	0.152025	0.1644655	0.18654	0.2280715	0.3438425	0.171295	0.185458	0.108269	0.0454545	0.1155455	0.135701	0.0674435	0.10237	0.0842325	0.1800785	0.162113	0.122862	0.13377	0.067025	0.1289705	0.0357145	0.1440985	0.1647875	0.158341	0.2547735	0.166665	0.1340265	0.167555	0.1415245	0.1751725	0.0751365	0.073259	0.095651	0.037736	0.15296	0.133331	0.1197295	0.138856	0.1585715	0.1449545	0.1885715	0.197865	0.1756975	0.188245	0.15278	0.14881	0.026316	0.1021255	0.040303	0	0.19254	0.2150805	0.1685575	0.225922	0.13604	0.0605665	0.1453165	0.14015	0.125713	0.026658	0.1126855	0.137237	0.111111	0.176737	0.1064155	0.143996	0.11613	0.1972405	0.097735	0.1966765	0.1064395	0.172882	0.176915	0.1840265	0.137925	0.17852	0.149316	0.2066665	0.098173	0.1264445	0.168715	0.0666665	0.1011335	0.0947815	0.03766	0.053483	0.159825	0.10228	0.101725	0.0958145	0.181945	0.147493	0.148512	0.125472	0.122411	0.18283	0.04613	0.191465	0.107465	0.1501665	0.113541	0.072725	0.14537	0.125	0.0888465	0.101375	0.155328	0.1038835	0.1827785	0.133287	0.188607	0.128654	0.13962	0.185825	0.0702105	0.080216	0.1422085	0.1883135	0.1416995	0.101368	0.097641	0.242426	0.063825	0.084126	0.1860465
D00519	0.005815	0.0797615	0.113566	0.0624055	0.22247	0.123995	0.100145	0.1251	0.0703415	0.1161285	0.128196	0.1119105	0.1526165	0.30114	0.1226	0.0894425	0.125499	0.1251495	0.344374	0.029487	0.1797895	0.18667	0.134016	0.62315	0.2488285	0.0773375	0.099752	0.1442305	0.0816665	0.1035695	0.112204	0.11543	0.194538	0.23611	0.005555	0.0800645	0.1020275	0.0654865	0.0579015	0.2329345	0.138079	0.1323915	0.098915	0.1292535	0.119438	0.005435	0.008	0.098873	0.10231	0.0927685	1	0.0775515	0.0384615	0.127264	0.1540855	0.15076	0.1145365	0.081793	0.256838	0.005815	0.021739	0.019231	0.0208335	0.019231	0.019231	0.017857	0.1249985	0.100178	0.1204305	0.13625	0.0852705	0.1065215	0.113439	0.1116665	0.1356655	0.089872	0.068747	0.0172415	0.174086	0.10919	0.072455	0.0609405	0.0914505	0.063442	0.089125	0.183481	0.1089075	0.0866575	0.13087	0.091881	0.093218	0.177884	0.112822	0.1261735	0.3938285	0.5947465	0.4829535	0.379658	0.515458	0.1035345	0.1257085	0.115475	0.14563	0.02	0.101724	0.017857	0.143027	0.1599365	0.15612	0.1023385	0.1071845	0.09507	0.0827895	0.1292535	0.11178	0.08357	0.046588	0.0663985	0.011616	0.1785715	0.205652	0.0587205	0.1026585	0.112102	0.10711	0.097444	0.10084	0.100695	0.1215705	0.1308245	0.107304	0.003335	0.110519	0.007405	0.0912705	0.0586555	0.1123505	0.0936155	0.101832	0.123318	0.4531395	0.09558	0.0862395	0.07566	0.0391545	0.089715	0.0848235	0.1223775	0.097729	0.184845	0.127288	0.0946985	0.1105555	0.2023245	0.19271	0.0506285	0.087822	0.124489	0.0977585	0.104636	0.1306895	0.124998	0.123314	0.043897	0.0986365	0.0806745	0.015625	0.0648615	0.053075	0.075185	0.00606	0.124626	0.1069985	0.1061485	0.1211735	0.080437	0.1305565	0.125161	0.1025125	0.0990925	0.1261155	0.005465	0.0931175	0.084302	0.09588	0.0740515	0.008165	0.1075735	0.09111	0.051712	0.093882	0.094255	0.1277005	0.0832545	0.0911975	0.1067275	0.098724	0.0858245	0.1065835	0.021628	0.007145	0.074427	0.0795465	0.10739	0.052413	0.08211	0.0955285	0.0681	0.004465	0.112109
D00521	0.066345	0.1657385	0.3040025	0.1270815	0.1934435	0.2075625	0.111512	0.2383415	0.36198	0.1636775	0.249346	0.256866	0.193097	0.0864325	0.292083	0.1092405	0.2779665	0.2007495	0.1026985	0.0988105	0.211645	0.22815	0.1751295	0.0621665	0.1605145	0.1064605	0.2216425	0.0866665	0.121871	0.2277095	0.210692	0.2760395	0.187192	0.1411625	0.0837895	0.24928	0.115398	0.1074655	0.1358825	0.14951	0.1711675	0.20357	0.1193385	0.138139	0.219707	0.0348835	0.065153	0.0947635	0.2412515	0.1812425	0.0775515	1	0.0864005	0.0890785	0.169325	0.166697	0.123074	0.0832135	0.0909775	0.0357145	0.012195	0.023256	0.02439	0.023256	0.023256	0.034091	0.1761525	0.16454	0.1800845	0.11314	0.148023	0.4533655	0.2380165	0.134706	0.211259	0.2594475	0.05829	0.119316	0.1827655	0.2466195	0.1892225	0.127374	0.195509	0.123144	0.3211625	0.10711	0.165386	0.155506	0.116351	0.239358	0.2067555	0.2026015	0.1743885	0.019608	0.14576	0.151435	0.0693245	0.0862245	0.05799	0.1733195	0.159728	0.186963	0.114598	0.0627305	0.141533	0.0634615	0.131926	0.106666	0.121505	0.158075	0.2791405	0.170847	0.2389165	0.138139	0.1981	0.163539	0.13963	0.181181	0.092015	0.08622	0.085132	0.248376	0.2783915	0.268887	0.2755495	0.234777	0.25283	0.215072	0.2703235	0.172665	0.164978	0.0646385	0.2318805	0.0854515	0	0.2241545	0.197426	0.1882435	0.144046	0.221218	0.0748825	0.155175	0.2029375	0.402975	0.038137	0.221661	0.2023695	0.0869505	0.2299125	0.167228	0.1648845	0.089072	0.1281565	0.1786065	0.197783	0.174834	0.178887	0.1525635	0.1189375	0.26163	0.0989105	0.2439885	0.146068	0.1378035	0.247816	0.123478	0.0925265	0.199161	0.223285	0.086477	0.063942	0.1996595	0.2016895	0.2008345	0.1683715	0.1997245	0.2301065	0.2229795	0.163763	0.2046665	0.2066435	0.054288	0.2974335	0.3124985	0.1143915	0.2033835	0.054905	0.24259	0.141024	0.2014745	0.1437505	0.172265	0.1502845	0.232336	0.177853	0.3179955	0.2454965	0.1868685	0.177385	0.1110105	0.052625	0.2001865	0.1779255	0.2678995	0.1343025	0.188512	0.1759715	0.1218925	0.0621815	0.1014635
D00524	0	0.0976205	0.0441175	0.03125	0.015625	0.032258	0.0694445	0.015625	0.0487805	0.017857	0.081081	0.03125	0.034483	0.0434785	0.139215	0.160097	0.0689655	0.0846875	0.051724	0.047619	0.0384615	0.05	0.030303	0.0384615	0.046875	0.110145	0.034091	0.04	0.0946985	0.0929975	0.0166665	0.0625	0.016129	0.08	0.1404785	0.0803305	0.02	0.124195	0.157442	0.105414	0.05	0.0166665	0.019231	0.141305	0.1039575	0.0917675	0.0985865	0.0454545	0	0.0576925	0.0384615	0.0864005	1	0.068182	0.03125	0.0172415	0.1711955	0.1123605	0.0434785	0.0812015	0.029412	0.025	0.0744485	0.025	0.025	0.061904	0.1375015	0.0849435	0.03125	0.133043	0.0994565	0.0357145	0.0166665	0.0384615	0.074575	0.057245	0.0227275	0.108545	0.111646	0.128457	0.144736	0.140145	0.090153	0.1474365	0.0649905	0.075	0.088896	0.0375	0.1707145	0.060606	0.021739	0.0779635	0.047269	0.037037	0.042857	0.0441175	0.034483	0.074074	0.034483	0.046875	0.0625	0.0142855	0.139956	0.0555555	0.02	0.085119	0.0384615	0.1560385	0.227273	0.09026	0.0689655	0.076923	0.0796055	0.236986	0.2149605	0.0591945	0.1003775	0.0529425	0.1038655	0.0238095	0.0416665	0.03125	0.0375	0.078125	0.054054	0.1125405	0.0714285	0.0714285	0.0666665	0.0135135	0.1010155	0.032258	0	0.0602015	0	0.048387	0.097077	0.069445	0.1206005	0.0333335	0.030303	0.060298	0.111111	0.013158	0.0329025	0.0392155	0.107143	0.0652175	0.0932855	0.015625	0.05	0.0576925	0.189805	0.0172415	0.05	0.0084745	0.0861905	0.0892855	0.1150365	0.0977035	0.1306775	0.0789475	0.1975	0.023077	0.0326085	0.06613	0.33629	0.1045485	0.026316	0.0365855	0.0697525	0.027778	0.015625	0.015625	0.015875	0.0777625	0.034483	0.030303	0.0454545	0.113634	0.069965	0.04	0.051724	0.034091	0.116079	0.0487805	0.0771225	0.0716855	0.0227275	0.0581395	0.0241935	0.034483	0.06926	0.0892835	0.0142855	0.0757575	0.0639445	0.0892855	0.03125	0.0588235	0.083728	0.07163	0.107851	0.0843245	0.0113635	0.0172415	0.125816	0.025641	0.070205	0.107433
D00528	0.0101	0.089775	0.0817005	0.096774	0.0744395	0.1	0.2890425	0.0625	0.0714285	0.0804385	0.09722	0.078125	0.130398	0.1208905	0.109375	0.118305	0.080645	0.122171	0.092296	0	0.091543	0.065269	0.0953675	0.0822515	0.1046025	0.111416	0.086447	0.1	0.136665	0.1008645	0.0666665	0.090909	0.05557	0.1137035	0.109525	0.1206895	0.0576925	0.099104	0.0860925	0.1394345	0.1884065	0.086207	0.13509	0.1039485	0.125	0.104498	0.1125	0.055625	0.0769005	0.1153845	0.127264	0.0890785	0.068182	1	0.166776	0.1309505	0.068673	0.0506645	0.0968485	0.1101	0	0	0.0238095	0	0	0	0.194165	0.184805	0.1166665	0.1068825	0.10901	0.0873035	0.119338	0.127899	0.0764035	0.09255	0.00629	0.0625	0.097678	0.116161	0.0879755	0.0910235	0.090831	0.0959255	0.0657895	0.0808425	0.133998	0.052669	0.1179555	0.0788335	0.0795455	0.114952	0.068159	0.1010585	0.074959	0.0805555	0.073052	0.0762815	0.075837	0.148618	0.16923	0.0789045	0.1904765	0.0227275	0.1402015	0.0416665	0.123179	0.137448	0.1210305	0.1358375	0.0528595	0.1051605	0.0454545	0.1039485	0.093612	0.049204	0.0579155	0.0753985	0.033745	0.095238	0.08	0.0285715	0.047619	0.0882355	0.0641025	0.1	0.0833335	0.0833335	0.078125	0.0694445	0.1506895	0.06763	0.104455	0.085439	0.007935	0.066071	0.1166665	0.2204315	0.104699	0.1105385	0.068312	0.092843	0.09425	0.0526315	0.018646	0.053665	0.09262	0.9190465	0.0872455	0.0534545	0.0788205	0.4087705	0.103719	0.040953	0.182857	0.02976	0.103303	0.103245	0.1312595	0.07143	0.1212615	0.0946755	0.10709	0.063492	0.0461115	0.1	0.0555555	0.0789655	0.0526315	0.007245	0.068454	0.102941	0.069849	0.069739	0.10355	0.09315	0.086207	0.0588235	0.518595	0.0891965	0.093181	0.0172415	0.0833335	0.0434785	0.073737	0.0761885	0.1169865	0.096202	0.105194	0.025618	0.0708315	0.086207	0.0803525	0.095024	0.0790845	0.0923795	0.077769	0.093715	0.1537015	0.030691	0.1001555	0.0619065	0.081998	0.0733625	0.0535195	0.032258	0.095238	0.0995765	0.081319	0.1267155
D00530	0	0.1307505	0.200292	0.08555	0.1486005	0.211388	0.121329	0.153735	0.1589185	0.2032035	0.172945	0.177779	0.20909	0.1404765	0.2240745	0.139215	0.2077395	0.2428805	0.156811	0.024706	0.160772	0.1595135	0.1854	0.1182135	0.2375685	0.131623	0.2031755	0.212895	0.2030315	0.1917095	0.169708	0.1768985	0.1251495	0.171807	0.041873	0.209698	0.0643785	0.119611	0.147649	0.168813	0.2163645	0.163963	0.160655	0.21295	0.1851165	0.048387	0.0504365	0.1455145	0.1637435	0.17279	0.1540855	0.169325	0.03125	0.166776	1	0.2280845	0.1491305	0.035756	0.1391015	0.05	0	0	0.0166665	0	0	0.014706	0.2279785	0.1910595	0.186243	0.1650435	0.18268	0.164385	0.22219	0.1388305	0.1222325	0.180698	0.008772	0.029412	0.167174	0.1940175	0.1937145	0.1109305	0.1993725	0.176425	0.19086	0.1433035	0.2247215	0.1146415	0.1358965	0.1977755	0.133565	0.1730365	0.125107	0.1015895	0.161401	0.201112	0.1074545	0.109477	0.1093795	0.17217	0.1981285	0.1395095	0.213068	0.051724	0.165193	0.064516	0.1415705	0.181203	0.2073535	0.2131165	0.139183	0.134597	0.099523	0.193537	0.146932	0.0830055	0.07124	0.1160455	0.0166665	0.124503	0.146853	0.10278	0.162756	0.172057	0.1833325	0.1896445	0.1865365	0.1861615	0.201588	0.140283	0.232083	0.023256	0.227273	0.034511	0	0.127483	0.26481	0.1662025	0.1766065	0.174379	0.100589	0.1276745	0.14015	0.175715	0.0086205	0.1403595	0.1374965	0.1611135	0.1454995	0.1207505	0.136187	0.127967	0.1511915	0.1138885	0.230538	0.112155	0.1968595	0.1286355	0.1963805	0.1899365	0.1511885	0.168887	0.173025	0.0802935	0.141174	0.094703	0.027027	0.112363	0.109205	0.009091	0.032867	0.148205	0.116305	0.115955	0.1657235	0.204303	0.18537	0.162915	0.2280045	0.170406	0.2017825	0.034382	0.1955965	0.1594885	0.1039215	0.139585	0.051787	0.1824985	0.1408635	0.0623345	0.083307	0.116832	0.110216	0.16871	0.152299	0.1922845	0.143618	0.139705	0.176984	0.0268585	0.0605665	0.1191005	0.159484	0.19484	0.0877135	0.1169525	0.1666645	0.0906405	0.0484755	0.156451
