	D00035	D00110	D00136	D00195	D00219	D00225	D00227	D00228	D00234	D00252	D00274	D00283	D00293	D00294	D00303	D00319	D00326	D00329	D00331	D00332	D00335	D00336	D00338	D00340	D00345	D00349	D00351	D00354	D00358	D00364	D00367	D00373	D00379	D00380	D00392	D00394	D00418	D00437	D00438	D00451	D00456	D00464	D00474	D00477	D00480	D00495	D00499	D00504	D00512	D00513	D00519	D00521	D00524	D00528	D00530	D00533	D00536	D00537	D00538	D00539	D00542	D00543	D00544	D00545	D00546	D00547	D00548	D00549	D00550	D00552	D00553	D00560	D00563	D00574	D00593	D00594	D00607	D00611	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00642	D00647	D00648	D00649	D00650	D00651	D00654	D00656	D00658	D00677	D00678	D00694	D00697	D00704	D00708	D00709	D00711	D00726	D00732	D00733	D00735	D00738	D00739	D00740	D00741	D00759	D00760	D00761	D00765	D00771	D00775	D00779	D00791	D00798	D00799	D00809	D00812	D00816	D00823	D00831	D00960	D00963	D00964	D01071	D01108	D01111	D01118	D01242	D01243	D01253	D01256	D01275	D01287	D01295	D01350	D01448	D01450	D01453	D01575	D01599	D01603	D01712	D01768	D01799	D01828	D01854	D01969	D02041	D02086	D02087	D02088	D02092	D02098	D02101	D02163	D02173	D02204	D02207	D02234	D02237	D02253	D02261	D02262	D02272	D02347	D02356	D02360	D02362	D02409	D02461	D02485	D02546	D02566	D02630	D02914	D03037	D03180	D03274	D03365	D03450	D03580	D03742	D03826	D03830	D03878	D03991	D04034	D04048	D04370	D04790	D04985	D04999	D05024	D05077	D05156	D05453	D05458	D05461	D06106	D06172
D00530	0	0,0995305	0,165467	0,075255	0,1110755	0,183778	0,121254	0,12726	0,1531585	0,1854735	0,13522	0,148719	0,16425	0,1189915	0,1989445	0,12023	0,1730745	0,1953555	0,123691	0,025841	0,162277	0,1453585	0,145015	0,0937185	0,2075685	0,125203	0,2044355	0,21123	0,1892065	0,1929595	0,136418	0,1514735	0,1043145	0,132022	0,038918	0,187878	0,0589135	0,108356	0,139919	0,141423	0,1752695	0,134778	0,118635	0,164095	0,1685615	0,048387	0,0481165	0,1233845	0,1387385	0,146235	0,1407105	0,145005	0,03125	0,158886	1	0,1906445	0,1066855	0,030506	0,1181665	0,05	0	0	0,0166665	0	0	0,014706	0,1924685	0,1693095	0,158998	0,1210585	0,16011	0,13206	0,21514	0,1001855	0,1165225	0,156993	0,008772	0,029412	0,141639	0,1819425	0,1823645	0,1021455	0,1789275	0,16724	0,159845	0,1094535	0,1816665	0,1101615	0,1255465	0,1824305	0,11445	0,1496815	0,103807	0,0901145	0,128661	0,174537	0,0857745	0,102462	0,0826345	0,142095	0,1602685	0,1169145	0,191048	0,051724	0,126143	0,064516	0,0992855	0,151013	0,1599235	0,1781815	0,119613	0,127112	0,079378	0,145632	0,117242	0,0727105	0,06567	0,1026905	0,0166665	0,132983	0,134818	0,07716	0,140121	0,147182	0,1634225	0,1679295	0,1690615	0,1686315	0,167858	0,145553	0,234553	0,023256	0,243563	0,031136	0	0,110643	0,23698	0,1529375	0,1545665	0,150789	0,075789	0,1131195	0,13394	0,14778	0,0086205	0,1203445	0,1303965	0,1529635	0,1295145	0,1005055	0,122982	0,125487	0,1372665	0,0925685	0,197303	0,10086	0,1707245	0,0981905	0,1822355	0,1847315	0,1424235	0,132037	0,143765	0,0716235	0,123129	0,079793	0,027027	0,105538	0,101255	0,009091	0,032002	0,12757	0,10243	0,10243	0,1672535	0,183108	0,15558	0,141955	0,2037095	0,138841	0,1827025	0,032757	0,1696465	0,1527185	0,0914115	0,14689	0,049357	0,1621885	0,1565185	0,0509245	0,074852	0,098582	0,097501	0,159355	0,133534	0,1704545	0,119228	0,133415	0,146074	0,0260735	0,0566565	0,0914505	0,144079	0,189995	0,0886935	0,0802425	0,1374745	0,0830805	0,0447905	0,147561
D00533	0,025901	0,125856	0,2074645	0,0926385	0,186151	0,1904285	0,098351	0,1914685	0,1360925	0,6433575	0,163605	0,1972095	0,300857	0,165581	0,2169975	0,0806225	0,149925	0,2420205	0,1606515	0,034483	0,1658455	0,19186	0,2545535	0,119	0,2729845	0,0768905	0,18431	0,150868	0,1861645	0,252283	0,2268185	0,19767	0,1406705	0,146019	0,041942	0,3683795	0,107338	0,0958775	0,0577945	0,096379	0,2023035	0,231012	0,16176	0,139699	0,3016555	0,0497645	0,069268	0,2394415	0,253949	0,115354	0,11479	0,137767	0,0172415	0,1026205	0,1906445	1	0,14453	0,026271	0,1582105	0,1095325	0	0	0	0	0	0	0,164676	0,1011575	0,1913145	0,133429	0,193233	0,1698215	0,241932	0,207047	0,1273975	0,2082465	0,029866	0,016129	0,1603635	0,169727	0,112816	0,0893355	0,118884	0,0632755	0,1572985	0,128315	0,169586	0,0884355	0,127571	0,204668	0,0865435	0,108455	0,070758	0,121949	0,166504	0,159442	0,116504	0,092054	0,0869395	0,217343	0,1829915	0,19526	0,1787655	0	0,1821995	0,12	0,170842	0,128844	0,119205	0,167894	0,109056	0,1660585	0,0866395	0,104515	0,062283	0,0977535	0,062982	0,114331	0,030157	0,127345	0,107938	0,107435	0,198466	0,190618	0,212112	0,317373	0,406351	0,3271055	0,1451735	0,119923	0,0874695	0,0596485	0,122092	0,0720145	0,000755	0,133352	0,26477	0,213982	0,184797	0,2883905	0,094031	0,1361285	0,152122	0,162223	0,00493	0,154647	0,147977	0,098697	0,169462	0,132841	0,1229475	0,078805	0,0732575	0,145783	0,1769155	0,171947	0,100196	0,149387	0,1775015	0,2148845	0,1610595	0,1592215	0,0742645	0,074394	0,1745035	0,0779845	0	0,086692	0,140068	0,044387	0,02922	0,108998	0,073376	0,073371	0,216085	0,1217125	0,2172085	0,15374	0,1483015	0,191668	0,1313025	0,069371	0,2446205	0,101226	0,0872215	0,1050325	0,07052	0,2294145	0,135905	0,0528845	0,0790875	0,104864	0,1085275	0,1399135	0,2321075	0,2784045	0,1801245	0,150307	0,2240885	0,0524635	0,067152	0,115775	0,1524185	0,22145	0,07094	0,122303	0,13267	0,0671405	0,051897	0,1679105
D00536	0,003925	0,2230035	0,113382	0,0416705	0,1050145	0,095509	0,059989	0,0787895	0,0906455	0,1249685	0,116936	0,0752885	0,115734	0,075449	0,231657	0,2205095	0,1350775	0,1103995	0,11517	0,055457	0,0821635	0,082182	0,117651	0,0933065	0,1085545	0,185979	0,078942	0,112781	0,113718	0,132961	0,083275	0,0899135	0,0913225	0,1541	0,046715	0,12581	0,0715435	0,2275495	0,2151285	0,100354	0,104589	0,102469	0,1538355	0,180018	0,110085	0,0209635	0,063103	0,191554	0,11618	0,137695	0,0777115	0,109254	0,2686905	0,044468	0,1066855	0,14453	1	0,053392	0,1507885	0,022466	0,021739	0,019231	0,0365985	0,019231	0,019231	0,030717	0,231375	0,120315	0,0757835	0,27485	0,120546	0,0982605	0,084205	0,1479995	0,0983155	0,0956905	0,0497065	0,01049	0,269302	0,122966	0,22573	0,288953	0,0761815	0,2409935	0,155468	0,13663	0,0943785	0,0979525	0,15772	0,1217105	0,064665	0,1082185	0,06987	0,065695	0,1188345	0,1260855	0,084491	0,087325	0,080406	0,1008445	0,0951035	0,0882285	0,1505175	0,02	0,16749	0,1754125	0,106382	0,125044	0,2263525	0,107725	0,112975	0,068515	0,10992	0,235295	0,259545	0,118548	0,108944	0,0411025	0,0465915	0,0847135	0,0930625	0,1109105	0,0865385	0,086776	0,09109	0,096199	0,119438	0,09911	0,13073	0,0673225	0,0816595	0,00134	0,091429	0,01305	0,000445	0,1197755	0,1115555	0,0761265	0,115918	0,100335	0,073174	0,0706335	0,096589	0,0981655	0,0533835	0,069	0,0938105	0,0426835	0,1064225	0,0869795	0,0837605	0,030703	0,2335415	0,095435	0,110449	0,0730155	0,07287	0,1416625	0,1095535	0,150494	0,1337525	0,113848	0,242119	0,0294515	0,0772065	0,0427015	0,032258	0,0416025	0,0524635	0,0538885	0,0301135	0,0666175	0,0400535	0,0400535	0,0801135	0,077927	0,08327	0,0870245	0,0973135	0,154635	0,0730715	0,025105	0,119803	0,078517	0,2445215	0,0811705	0,0644185	0,0930635	0,1048615	0,11034	0,0311805	0,063751	0,118069	0,110051	0,0735825	0,0868625	0,0783415	0,0788745	0,1038385	0,0441045	0,048647	0,20579	0,133206	0,15499	0,064823	0,106125	0,1840165	0,0469005	0,05102	0,139754
D00537	0,0932145	0,1496825	0,0427535	0,1703955	0,0850925	0,0238095	0,0654525	0,0238095	0,0384615	0,0132205	0,0872065	0,023256	0,025	0,0505395	0,0824455	0,078779	0,0238095	0,0444445	0,092976	0,1178365	0,079947	0,0778965	0,0227275	0,0958795	0,14896	0,1097275	0,1456225	0,0135135	0,0739695	0,0215565	0,025	0,059524	0,0715595	0,0939855	0,1978735	0,0641025	0,0285715	0,081979	0,118733	0,1043	0,05	0,012195	0,070152	0,0559705	0,051282	0,1666855	0,0759235	0,031123	0,012775	0,0593655	0,071123	0,1016835	0,1270055	0,0458445	0,030506	0,026271	0,053392	1	0,085985	0,109584	0	0,031784	0,0172415	0,030784	0,032954	0,04716	0,044766	0,072156	0,023256	0,031855	0,0659435	0,028302	0,0384615	0,089093	0,1038045	0,07211	0,1485835	0,15385	0,1060005	0,129038	0,0769025	0,090167	0,0521145	0,0799095	0,057868	0,03125	0,0627	0,0538655	0,1	0,0336835	0,0880765	0,1135755	0,080289	0,0130555	0,074748	0,0697895	0,0876075	0,1524985	0,0851875	0,1035555	0,0465115	0,0110695	0,0368905	0,0166665	0,0290765	0,057862	0,0526915	0,0679375	0,054469	0,059849	0,05044	0,0698445	0,0641025	0,0559855	0,0718015	0,09629	0,0625265	0,1057785	0,1842785	0,015625	0,0285715	0,0619205	0,019231	0,0581395	0,030612	0,05	0,0375	0,0375	0,023256	0,0511265	0,1023275	0,1297625	0	0,088318	0,058105	0,120418	0,0535755	0,0492145	0,063763	0,024745	0,122278	0,1259305	0,1028375	0,0208335	0,156146	0,0272345	0,077293	0,0444825	0,037037	0,0995795	0,0922415	0,0407455	0,093993	0,059534	0,056585	0,0469155	0,050135	0,10147	0,0718335	0,0411965	0,060991	0,0853465	0,0969175	0,133564	0,0202265	0,1427175	0,1163425	0,12001	0,022059	0,06173	0,0709645	0,0779595	0,096601	0,099356	0,023506	0,05317	0,0887015	0,12999	0,034411	0,1545035	0,028302	0,1189125	0,0657895	0,0339625	0,0846725	0,0386515	0,077836	0,026257	0,069082	0,0340505	0,1783195	0,2127835	0,1770195	0,1339325	0,0557115	0,057243	0,0236825	0,1014325	0,10645	0,204541	0,0801045	0,0420865	0,154898	0,0420665	0,081842	0,035026	0,0893305	0,029227	0,068323	0,06291
D00538	0,00145	0,08463	0,0729285	0,079195	0,1795345	0,1496895	0,0795225	0,1241695	0,088321	0,159265	0,076015	0,110154	0,111598	0,24939	0,1427725	0,100999	0,103915	0,106651	0,25558	0,0540165	0,161955	0,150389	0,097205	0,243523	0,1890965	0,156541	0,0821805	0,183398	0,12455	0,104166	0,119798	0,11373	0,18058	0,221775	0,001065	0,1369845	0,08011	0,103169	0,0740475	0,31233	0,175262	0,110883	0,12971	0,1169945	0,141195	0,0217385	0,0185865	0,307832	0,122666	0,1280245	0,234438	0,0738525	0,0434785	0,0842785	0,1181665	0,1582105	0,1507885	0,085985	1	0,022934	0	0	0	0	0	0,02	0,144475	0,1166665	0,1441415	0,15237	0,159124	0,088081	0,1335645	0,12161	0,122781	0,091155	0,067978	0	0,1612975	0,0979695	0,099487	0,111705	0,0718935	0,0822285	0,101042	0,1847605	0,143513	0,075855	0,1696565	0,1209155	0,0675915	0,1237855	0,067891	0,0720035	0,2198505	0,24255	0,216261	0,160356	0,215271	0,1453135	0,1569125	0,098909	0,1215345	0,0227275	0,13717	0,0505265	0,1246	0,108223	0,1362355	0,113755	0,09392	0,0934505	0,100515	0,1170595	0,087657	0,080248	0,033792	0,052464	0,019988	0,1591995	0,13088	0,099874	0,1012635	0,1098305	0,1074895	0,1372645	0,145475	0,141795	0,100479	0,111906	0,080745	0,005795	0,081135	0,011785	0,068915	0,08182	0,1338865	0,109475	0,1522985	0,1175685	0,1926585	0,080918	0,103935	0,0876085	0,0332935	0,0780625	0,100634	0,080885	0,103908	0,1687095	0,124461	0,0719235	0,098684	0,1874155	0,144592	0,08507	0,068557	0,1311595	0,1196145	0,1042655	0,134435	0,0741455	0,10136	0,046984	0,088303	0,081625	0,0172415	0,05031	0,0640265	0,0609665	0,0114645	0,0867895	0,087145	0,087135	0,097739	0,0736455	0,119793	0,114143	0,11251	0,1224765	0,0807635	0,0235965	0,143945	0,068737	0,103743	0,092601	0,019212	0,091097	0,091569	0,049943	0,087511	0,087552	0,0905315	0,086253	0,103894	0,108816	0,0792575	0,103705	0,150296	0,026181	0,016465	0,112784	0,113324	0,1073545	0,0525645	0,0932005	0,2002245	0,0385745	0,0173465	0,1406035
D00539	0,067705	0,054934	0,080052	0,05	0,1669785	0,0333335	0,0561755	0,0333335	0,0365855	0,01434	0,0501265	0,05	0,096388	0,031889	0,037233	0,067716	0,0333335	0,126604	0,0175315	0,1917875	0,1101585	0,1287	0,0817665	0,020466	0,033715	0,0537075	0,0537485	0	0,20514	0,0541975	0,0172415	0,060315	0,088113	0,073805	0,2041915	0,061384	0,0294885	0,049775	0,0492905	0,0443045	0,1067725	0,1042205	0,3568205	0,080855	0,044083	0,369725	0,427132	0,0850325	0,0600775	0,0384615	0,001075	0,0357145	0,0719215	0,10102	0,05	0,1095325	0,022466	0,109584	0,022934	1	0	0	0,029412	0	0	0,0238095	0,06292	0,060129	0,032258	0,055305	0,0978675	0,0365855	0,0357145	0,4844815	0,1823275	0,094362	0,048891	0,162405	0,0481945	0,0642905	0,0432685	0,052212	0,0425595	0,06531	0,0596415	0,0238095	0,0486415	0,0737815	0,0454545	0,032477	0,034091	0,027857	0,034258	0,00206	0,0295615	0,0151805	0,0183465	0,0563005	0,0182165	0,050697	0,0955335	0,07932	0,1243245	0,0588235	0,2314195	0,176784	0,1793615	0,0743105	0,0786225	0,09155	0,072309	0,0872225	0,051724	0,0817	0,0688705	0,0576975	0,0629775	0,052601	0,0853945	0	0	0,042958	0,025	0,0570845	0,0405405	0,076699	0,0535715	0,0535715	0,032258	0,0285715	0,0391985	0,17775	0	0,2697015	0,00059	0,05989	0,06021	0,05585	0,09287	0,116844	0,03219	0,070307	0,0849935	0,027778	0,0101035	0,031722	0,0963355	0,096193	0,0227275	0,0796685	0,024765	0,0838635	0,06672	0,068807	0,052399	0,039904	0,0406875	0,0353535	0,192535	0,0507235	0,0572735	0,048705	0,069324	0,0234375	0,023749	0,067294	0,0595115	0,0355635	0,0267855	0,036555	0,181972	0,0285715	0,0246685	0,0246685	0,192391	0,04359	0,0357145	0,048387	0,066666	0,127573	0,0476105	0,0819725	0,0665365	0,0402775	0,050319	0,1056395	0,441809	0,0457015	0,05	0,069687	0,02503	0,0555555	0,0815055	0,0530545	0,04884	0,0753925	0,037908	0,0841985	0,052385	0,0954	0,259581	0,06618	0,0628935	0,0523505	0,0238095	0,075177	0,0526315	0,0478425	0,301905	0,0600645
D00542	0	0	0,032258	0	0	0,017857	0	0,017857	0,0125	0	0,027027	0,0172415	0,019231	0,025	0,016129	0,0333335	0,151255	0,03125	0,0185185	0	0	0,0128205	0,234059	0,021739	0,0166665	0,0151515	0,02439	0,047619	0	0,0151515	0,019231	0	0	0	0	0,017857	0	0	0,013889	0	0	0,019231	0	0,0208335	0,0384615	0	0,0227275	0	0	0,0208335	0,021739	0,012195	0,029412	0	0	0	0,021739	0	0	0	1	0,4915425	0,6629485	0,4426075	0,5079125	0,365589	0,0208335	0,026316	0,0357145	0	0,0227275	0,0394735	0	0	0	0,0128205	0	0,026316	0,0113635	0,013889	0,011905	0,014706	0,025641	0	0,029412	0,027778	0,0416665	0,204514	0,0526315	0,032258	0,011628	0	0,007576	0,0434785	0,1196865	0,015625	0,1462165	0,04	0,1698315	0,0166665	0,016129	0,016129	0,017857	0,0714285	0	0,027778	0,0454545	0,019231	0,0416665	0	0,017857	0,02	0,017857	0,0208335	0,019231	0	0,0123455	0,018182	0,011111	0,029412	0,173641	0,0172415	0,146134	0,015625	0,158589	0,017857	0,0185185	0,0185185	0,167505	0,194678	0,017857	0	0,017857	0	0	0,0172415	0,0357145	0,025641	0,0454545	0,0185185	0,0166665	0,0108695	0,017857	0,014706	0	0,084683	0,0172415	0	0,02439	0	0	0	0,0172415	0,02	0,017857	0,009091	0,02439	0,017857	0,0208335	0,0135135	0,05	0,026316	0,017857	0	0,0965455	0,017857	0,047619	0,017544	0,0185185	0	0,0128205	0,03125	0,0081965	0,0081965	0	0,026316	0,04	0,0166665	0	0	0,1404845	0	0	0,133961	0,011905	0,0394735	0,0238095	0,011111	0	0,011628	0	0	0	0,0113635	0	0,0151515	0,02	0,017857	0	0,094567	0,02	0,021739	0,0487805	0	0,0125	0,02	0,029412	0,02	0,021739	0,025
D00543	0	0	0,029412	0,015625	0	0,016129	0	0,016129	0,0238095	0	0,0384615	0,015625	0,0172415	0,021739	0,030303	0,030303	0,1837675	0,0285715	0,0166665	0	0	0,02439	0,1920215	0,019231	0,0151515	0,034759	0,0348835	0,0416665	0	0,013889	0,0172415	0	0	0	0,03668	0,016129	0	0	0,045361	0	0	0,0172415	0	0,0185185	0,034483	0,03107	0,02	0	0	0,0384615	0,019231	0,023256	0,025	0	0	0	0,019231	0,031784	0	0	0,4915425	1	0,547362	0,5982535	0,7767285	0,3814285	0,0185185	0,047619	0,032258	0	0,02	0,0365855	0	0	0	0,02439	0	0,0227275	0,021739	0,026316	0,011111	0,0135135	0,0365855	0	0,0416665	0,0238095	0,0526315	0,20403	0,0714285	0,0454545	0,022222	0,013158	0,014706	0,0384615	0,0952775	0,0142855	0,1127355	0,0357145	0,076923	0,0151515	0,014706	0,014706	0,016129	0,0588235	0	0,0238095	0,04	0,0357145	0,037037	0,014706	0,0333335	0,017857	0,0333335	0,0185185	0,0172415	0,0052085	0,0180725	0,026316	0,0104165	0,025	0,195453	0,015625	0,1382275	0,0142855	0,1505235	0,016129	0,0166665	0,0166665	0,197486	0,2171915	0,016129	0	0,016129	0	0	0,032258	0,032258	0,0238095	0,04	0,0166665	0,0151515	0,0208335	0,016129	0,0135135	0,0048075	0,083322	0,015625	0	0,0227275	0	0	0	0,032258	0,017857	0,016129	0,017544	0,0348835	0,035479	0,0185185	0,0125	0,0434785	0,0375	0,0333335	0,007576	0,0944535	0,0333335	0,0416665	0,0254235	0,017544	0	0,02439	0,0441175	0,015873	0,015873	0	0,02439	0,0357145	0,03125	0	0	0,1490275	0	0	0,14266	0,0227275	0,0365855	0,0208335	0,0104165	0	0,022222	0,0079365	0,0172415	0	0,021739	0	0,0285715	0,018868	0,016129	0	0,0886775	0,017857	0,019231	0,0581395	0	0,0238095	0,017857	0,025	0,019231	0,019231	0,021739
D00544	0	0,0292665	0,03125	0,034483	0,0172415	0,0357145	0,0135135	0,0172415	0,0384615	0	0,0555555	0,034483	0,0384615	0,05	0,032258	0,061995	0,148038	0,046875	0,017857	0	0,013158	0,0394735	0,1716385	0,0208335	0,0333335	0,040928	0,0365855	0,0454545	0,0208335	0,042293	0,0185185	0,015625	0,017857	0,02	0,029412	0,0357145	0	0,026485	0,052557	0,0185185	0,0172415	0,0185185	0,021739	0,0416665	0,0576925	0,027778	0,0454545	0	0	0,0416665	0,0208335	0,02439	0,0707635	0,0238095	0,0166665	0	0,0365985	0,0172415	0	0,029412	0,6629485	0,547362	1	0,3199425	0,4386325	0,3158165	0,0559115	0,0526315	0,0535715	0,052176	0,0454545	0,0384615	0,0185185	0,0208335	0,012195	0,025641	0	0,0526315	0,0323275	0,042857	0,0330995	0,039782	0,0526315	0,0256815	0,0441175	0,026316	0,0555555	0,1745105	0,0789475	0,048387	0,0357145	0,013889	0,0151515	0,0416665	0,09979	0,0151515	0,119145	0,06	0,2191435	0,0333335	0,032258	0,015625	0,0456245	0,107143	0,0227275	0,0555555	0,068182	0,06	0,08016	0,015625	0,0357145	0,04	0,0357145	0,0599715	0,0384615	0,0165175	0,031225	0,037037	0,022222	0,027778	0,213838	0,0166665	0,1265435	0,03125	0,155445	0,0357145	0,037037	0,037037	0,163524	0,1706985	0,0357145	0,0172415	0,0172415	0,0208335	0	0,034483	0,0535715	0,0384615	0,068182	0,037037	0,016129	0,0333335	0,0357145	0,0142855	0,004902	0,0837165	0,034483	0,0227275	0,0365855	0,0172415	0,0125	0,02	0,034483	0,019231	0,0172415	0,0089285	0,05	0,0357145	0,0416665	0,039497	0,075	0,054054	0,0357145	0,015873	0,0825535	0,0555555	0,0714285	0,0357145	0,027778	0	0,025641	0,064516	0,025	0,025	0	0,0394735	0,06	0,0333335	0,015625	0,0184515	0,1379935	0,021739	0,017857	0,1168775	0,0327195	0,0526315	0,047619	0,022222	0,026316	0,0113635	0,0166665	0,0384615	0,0096155	0,0348835	0,015625	0,046875	0,03	0,0357145	0,0166665	0,110606	0,04	0,0614135	0,0609755	0,0266035	0,025	0,019231	0,027778	0,0266665	0,0434785	0,05
D00545	0	0	0,029412	0,015625	0	0,016129	0	0,016129	0,0238095	0	0,0384615	0,015625	0,0172415	0,021739	0,030303	0,065178	0,2161845	0,0285715	0,0166665	0	0	0,02439	0,171067	0,019231	0,0151515	0,033424	0,0348835	0,0416665	0	0,013889	0,0172415	0	0	0	0,03434	0,016129	0	0	0,0306505	0	0	0,0172415	0	0,0185185	0,034483	0,029085	0,02	0	0	0,0384615	0,019231	0,023256	0,025	0	0	0	0,019231	0,030784	0	0	0,4426075	0,5982535	0,3199425	1	0,80515	0,4102095	0,0185185	0,047619	0,032258	0	0,02	0,0365855	0	0	0	0,02439	0	0,0227275	0,049649	0,026316	0,011111	0,0135135	0,0365855	0	0,0416665	0,0238095	0,0526315	0,202507	0,0454545	0,029412	0,022222	0,013158	0,014706	0,0384615	0,119991	0,0142855	0,143298	0,0357145	0,108023	0,0151515	0,014706	0,014706	0,016129	0,0588235	0	0,0238095	0,04	0,0357145	0,037037	0,014706	0,0333335	0,017857	0,0333335	0,0185185	0,0172415	0,0052085	0,0180725	0,026316	0,0104165	0,025	0,165278	0,015625	0,1614535	0,0142855	0,1756805	0,016129	0,0166665	0,0166665	0,2301055	0,2015915	0,016129	0	0,016129	0	0	0,032258	0,032258	0,0238095	0,04	0,0166665	0,0151515	0,0208335	0,016129	0,0135135	0,0048075	0,0996	0,015625	0	0,0227275	0	0	0	0,032258	0,017857	0,016129	0,017544	0,0348835	0,034244	0,0185185	0,0125	0,0434785	0,0375	0,0333335	0,007576	0,1130245	0,0333335	0,0416665	0,0254235	0,017544	0	0,02439	0,0285715	0,015873	0,015873	0	0,02439	0,0357145	0,03125	0	0	0,1720695	0	0	0,1645485	0,0486325	0,0365855	0,0208335	0,0104165	0	0,022222	0,0079365	0,0172415	0	0,0106385	0	0,0285715	0,018868	0,016129	0	0,0841925	0,017857	0,019231	0,0454545	0	0,0238095	0,017857	0,025	0,019231	0,019231	0,021739
D00546	0	0	0,029412	0,015625	0	0,016129	0	0,016129	0,0238095	0	0,0384615	0,015625	0,0172415	0,021739	0,030303	0,030303	0,2340145	0,0285715	0,0166665	0	0	0,02439	0,220942	0,019231	0,0151515	0,036319	0,0348835	0,0416665	0	0,013889	0,0172415	0	0	0	0,03942	0,016129	0	0	0,0332905	0	0	0,0172415	0	0,0185185	0,034483	0,03339	0,02	0	0	0,0384615	0,019231	0,023256	0,025	0	0	0	0,019231	0,032954	0	0	0,5079125	0,7767285	0,4386325	0,80515	1	0,4716645	0,0185185	0,047619	0,032258	0	0,02	0,0365855	0	0	0	0,02439	0	0,0227275	0,021739	0,026316	0,011111	0,0135135	0,0365855	0	0,0416665	0,0238095	0,0526315	0,242657	0,0454545	0,029412	0,022222	0,013158	0,014706	0,0384615	0,130946	0,0142855	0,155543	0,0357145	0,076923	0,0151515	0,014706	0,014706	0,016129	0,0588235	0	0,0238095	0,04	0,0357145	0,037037	0,014706	0,0333335	0,017857	0,0333335	0,0185185	0,0172415	0,0052085	0,0180725	0,026316	0,0104165	0,025	0,221058	0,015625	0,1752735	0,0142855	0,1911505	0,016129	0,0166665	0,0166665	0,2470005	0,2420965	0,016129	0	0,016129	0	0	0,032258	0,032258	0,0238095	0,04	0,0166665	0,0151515	0,0208335	0,016129	0,0135135	0,0048075	0,110145	0,015625	0	0,0227275	0	0	0	0,032258	0,017857	0,016129	0,017544	0,0348835	0,036924	0,0185185	0,0125	0,0434785	0,0375	0,0333335	0,007576	0,1249795	0,0333335	0,0416665	0,0254235	0,017544	0	0,02439	0,0285715	0,015873	0,015873	0	0,02439	0,0357145	0,03125	0	0	0,1857795	0	0	0,1777835	0,0227275	0,0365855	0,0208335	0,0104165	0	0,022222	0,0079365	0,0172415	0	0,0106385	0	0,0285715	0,018868	0,016129	0	0,0920125	0,017857	0,019231	0,0454545	0	0,0238095	0,017857	0,025	0,019231	0,019231	0,021739
D00547	0	0,00981	0,042857	0,014706	0	0,0151515	0,012195	0,0151515	0,0227275	0	0,05	0,014706	0,016129	0,02	0,0727115	0,0539025	0,231782	0,0416665	0,032258	0,021739	0,011905	0,023256	0,147275	0,017857	0,0142855	0,043033	0,0454545	0,0384615	0,017857	0,036807	0,016129	0,013889	0	0,0172415	0,037275	0,0151515	0	0,00886	0,052265	0,016129	0,0151515	0,016129	0,0185185	0,0357145	0,032258	0,0227275	0,0384615	0,0208335	0	0,0357145	0,017857	0,034091	0,057359	0	0,014706	0	0,030717	0,04716	0,02	0,0238095	0,365589	0,3814285	0,3158165	0,4102095	0,4716645	1	0,0473345	0,0208335	0,030303	0,042829	0,0384615	0,047619	0	0,017857	0,011111	0,023256	0,0108695	0,0208335	0,039745	0,045745	0,029319	0,0212805	0,047619	0,0221035	0,0394735	0,0454545	0,0641025	0,2226515	0,0652175	0,042857	0,0212765	0,025641	0,0142855	0,0357145	0,1472345	0,027778	0,1538085	0,051724	0,051724	0,0142855	0,0285715	0,013889	0,039335	0,0526315	0,019231	0,021739	0,037037	0,0333335	0,0679765	0,0285715	0,048387	0,0166665	0,048387	0,0506445	0,0333335	0,009802	0,022722	0,0254235	0,020408	0,0227275	0,1961315	0,054358	0,2342095	0,027778	0,25628	0,03125	0,032258	0,032258	0,2413585	0,2915125	0,048387	0	0,0151515	0	0	0,030303	0,046875	0,0227275	0,0576925	0,015625	0,0142855	0,02	0,03125	0,026316	0,004717	0,1555345	0,030303	0	0,0333335	0	0,0113635	0	0,046875	0,0166665	0,0151515	0,016949	0,0454545	0,0151515	0,0357145	0,03456	0,04	0,0487805	0,048387	0,007353	0,1763155	0,03125	0,06	0,02459	0,016949	0,0113635	0,023256	0,027027	0,007576	0,007576	0	0,0357145	0,0333335	0,0454545	0	0,0161705	0,197668	0,0185185	0,015625	0,18922	0,0406035	0,047619	0,04	0,020408	0	0,0212765	0,0076925	0,016129	0	0,0388785	0	0,027027	0,027778	0,03125	0	0,106053	0,034483	0,032487	0,0555555	0,02287	0,011111	0,0166665	0,0227275	0,0253165	0,037037	0,02
