	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D00513	0,0877365	0,14558	0,068622	0,031931	0,2050955	0,065192	0,0923155	0,11337	0,1290415	0,1482145	0,071787	0,1099705	0,117625	0,0781045	0,129596	0,4701035	0,20663	0,4427325	0,191864	0,13977	0,1171795	0,116466	0,141165	0,19348	0,079714	0,15367	0,0588235	0,0545245	0,137373	0,166487	0,0983005	0,142015	0,143252	0,21332	0,15454	0,1736395	0,163468	0,125471	0,2235135	0,082165	0,1292675	0,112465	0,440561	0,146657	0,109375	0,111617	0,022222	0,3557485	0,1361	0,1358665	0,197399	0,681972	0,148943	0,2050665	0,178415	0,0800565	0,14066	0,148784	1	0,20898	0,141116	0,1647975	0,141196	0,13437	0,0576925	0,0892855	0,1153845	0,11177	0,0208335	0,0833335	0,182244	0,117973	0,0837185	0,406453	0,1610705	0,112706	0,1331745	0,041545	0,116864	0,1094845	0,12575	0,2345665	0,181626	0,15939	0,2116645	0,147962	0,136725	0,125225	0,291875	0,180918	0,300923	0,0780365	0,2318585	0,1545735	0,133055	0,23015	0,124332	0,1553075	0,068124	0,037736	0,114706	0,111396	0,0896245	0,128791	0,162465	0,106644	0,1304395	0,1313065	0,031196	0,1291005	0,1878925	0,196117	0,24171	0,117758	0,1880835	0,106414	0,036083	0,093156	0,1832055	0,0568415	0,1350345	0,148685	0,14946	0,1484525	0,105717	0,111228	0,109058	0,117771	0,102221	0,1203345	0,069868	0,12758	0,179243	0,4212925	0,112545	0,2992035	0,171141	0,124506	0,0859735	0,149225	0,0843555	0,11388	0,107485	0,0863655	0,18231	0,122692	0,1607515	0,140797	0,172791	0,0721415	0,1998815	0,1888	0,1510165	0,139833	0,0993215	0,259342	0,13139	0,13471	0,119724	0,3487115	0,15394	0,3354075	0,0836415	0,046485	0,106268	0,066629	0,0620625	0,181368	0,27627	0,126111	0,413598	0,21348	0,147797	0,162095	0,18889	0,3040135	0,1969585	0,192975	0,4049555	0,168465	0,26021	0,08066	0,2313415	0,1411265	0,0856825	0,17922	0,120722	0,1414315	0,147452	0,140809	0,068229	0,1138215	0,134155	0,10048	0,2552115	0,0892815	0,398783	0,1361995	0,121163	0,1411	0,0865805	0,14818	0,2438255	0,1346545	0,1910495	0,00417	0,16602	0,118024	0,1191095	0,143065	0,2418915	0,171059	0,1568175	0,107217	0,111493	0,168301	0,139587	0,0842945	0,1272135	0,1648085	0,146397	0,2383205	0,1061455
D00514	0,105605	0,1130365	0,044591	0,0441175	0,1700035	0,043116	0,116379	0,120485	0,116091	0,175633	0,047926	0,156346	0,17214	0,0583745	0,12355	0,120478	0,1114615	0,163132	0,1974875	0,121556	0,13353	0,1569575	0,1384195	0,2443385	0,092419	0,122553	0,046875	0	0,102215	0,1079235	0,1382335	0,25887	0,167051	0,18775	0,1709015	0,145555	0,207862	0,144537	0,227752	0,0507765	0,10764	0,1180655	0,1283065	0,1072855	0,1	0,0980265	0,0487655	0,213422	0,1908145	0,0957795	0,1950125	0,176337	0,1495815	0,20287	0,1353595	0,074074	0,121817	0,1727505	0,20898	1	0,180109	0,17849	0,145979	0,125996	0,0652175	0,11343	0,173966	0,099914	0,0238095	0,0773985	0,130395	0,185812	0,0972725	0,105415	0,0946235	0,127755	0,121215	0	0,1308565	0,122807	0,1398365	0,1365485	0,0885285	0,174999	0,350859	0,178745	0,143316	0,104179	0,1598925	0,2694165	0,167673	0,0351115	0,104285	0,138365	0,093285	0,107171	0,124595	0,127395	0,074443	0,043827	0,132467	0,12665	0,0688035	0,1066785	0,1956275	0,073008	0,1018605	0,107436	0,0282485	0,099379	0,193064	0,158835	0,1480935	0,18748	0,158044	0,0996745	0,0333335	0,1127355	0,1810015	0,0224285	0,13361	0,114386	0,116275	0,159505	0,102003	0,1375705	0,134008	0,1356385	0,109443	0,0999005	0,038089	0,1808265	0,1882165	0,12646	0,138313	0,1452595	0,191534	0,132649	0,125023	0,112781	0,104811	0,197115	0,150283	0,115484	0,124528	0,1576575	0,1851395	0,15251	0,0932475	0,0835845	0,0955655	0,123706	0,210168	0,0796765	0,0652865	0,109201	0,1343915	0,108685	0,111121	0,1452	0,119015	0,14659	0,083423	0	0,097819	0,055517	0,03993	0,19677	0,111195	0,1588975	0,124918	0,1239905	0,167155	0,1388045	0,18868	0,1320845	0,172767	0,191394	0,2113565	0,1917315	0,207655	0,0934895	0,1929275	0,1646355	0,0552435	0,0874305	0,0836295	0,195211	0,141424	0,1160815	0,0504955	0,166786	0,107325	0,1313115	0,0789145	0,091485	0,092979	0,133221	0,208917	0,127858	0,10846	0,145683	0,141366	0,0915065	0,117624	0,014625	0,192416	0,1105505	0,109588	0,131485	0,145355	0,2002055	0,1696765	0,0850935	0,119232	0,138389	0,108145	0,015625	0,2167635	0,109908	0,1477735	0,196046	0,07822
D00520	0,0736875	0,059904	0,047785	0,0461455	0,078145	0,037037	0,1060015	0,0923715	0,1656295	0,12655	0,0479	0,23255	0,475944	0,06549	0,2023935	0,104976	0,104175	0,2226425	0,2561815	0,137695	0,068584	0,1229505	0,091177	0,531244	0,1754165	0,1171455	0,0686335	0,0113635	0,1331965	0,0959125	0,130505	0,449258	0,122038	0,1908665	0,18816	0,1883385	0,1776695	0,169251	0,1724015	0,0563705	0,0964265	0,186967	0,100781	0,1032665	0,0951615	0,1338245	0,035103	0,1706025	0,138765	0,145146	0,2093725	0,168835	0,176881	0,197587	0,11067	0,0745525	0,155088	0,1586945	0,141116	0,180109	1	0,2214565	0,1877645	0,1861585	0,1332475	0,0581395	0,2875585	0,111745	0,026316	0,089592	0,2343735	0,128404	0,098248	0,135217	0,1127375	0,0662045	0,0916525	0,0078875	0,157463	0,120066	0,2052555	0,155583	0,146667	0,1912015	0,237927	0,292463	0,2493885	0,107006	0,15744	0,2831555	0,163725	0,031746	0,1181645	0,1759305	0,1665925	0,1224	0,110033	0,138204	0,1381955	0,0475585	0,1376135	0,10698	0,0928335	0,1500225	0,2397815	0,0423875	0,054628	0,1318635	0,0190135	0,099501	0,144331	0,090155	0,11281	0,1209175	0,179293	0,1675345	0,0444085	0,15137	0,1787015	0,047619	0,128317	0,219693	0,2006315	0,68613	0,121612	0,2164035	0,1423015	0,1130705	0,1130845	0,138487	0,032258	0,141972	0,145214	0,100586	0,205768	0,1564815	0,1269555	0,172585	0,1463545	0,154215	0,2032095	0,342656	0,120329	0,132655	0,2781675	0,154988	0,220115	0,1380885	0,110149	0,063195	0,087717	0,131197	0,2040735	0,1217725	0,0427915	0,12252	0,115796	0,0790225	0,177801	0,097673	0,08383	0,100046	0,124287	0,016185	0,1413845	0,0465115	0,05	0,3657975	0,09784	0,1236905	0,1671935	0,1100315	0,169658	0,1567665	0,145291	0,1236525	0,1647665	0,2074415	0,133171	0,183972	0,14402	0,048723	0,167248	0,1445395	0,0462965	0,096239	0,0840875	0,3894755	0,191311	0,1469545	0,0543465	0,1539675	0,2640725	0,077308	0,132876	0,101204	0,132585	0,1016155	0,260282	0,174388	0,1953205	0,2106365	0,144255	0,0828875	0,111652	0	0,295401	0,2623435	0,176745	0,077824	0,102173	0,238271	0,133617	0,0592875	0,161785	0,2379075	0,0861835	0,03125	0,231036	0,14542	0,160563	0,135681	0,0689295
D00521	0,0720625	0,1416035	0,1134305	0,061222	0,140174	0,111935	0,1588385	0,1437035	0,2904925	0,110598	0,1250705	0,1840475	0,125517	0,1296105	0,33787	0,158472	0,153911	0,2107245	0,245452	0,238371	0,0842925	0,250761	0,0652175	0,2813665	0,264307	0,203006	0,05	0,1181405	0,22603	0,191239	0,2195845	0,1009885	0,1396975	0,22742	0,188113	0,22483	0,22942	0,252764	0,1384135	0,149999	0,0972945	0,2291355	0,2571115	0,0958605	0,0833335	0,210975	0,0762185	0,143725	0,2254305	0,249392	0,198677	0,199472	0,2531945	0,204205	0,180288	0,062943	0,27699	0,263463	0,1647975	0,17849	0,2214565	1	0,1799345	0,234255	0,1051155	0,0813955	0,0993235	0,2278705	0,012195	0,088023	0,4406455	0,2208065	0,117916	0,1787545	0,1699215	0,081107	0,058183	0,06029	0,2143215	0,204786	0,2151545	0,198401	0,186592	0,2417595	0,272926	0,2222145	0,2824385	0,09525	0,1839255	0,203802	0,165182	0,093835	0,233383	0,352863	0,2236395	0,2423555	0,1370745	0,101196	0,14604	0,09206	0,149354	0,070072	0,223521	0,148264	0,189167	0,1501875	0,125784	0,240128	0,0707525	0,1058475	0,1535845	0,13546	0,168573	0,218705	0,157836	0,3729875	0,0960965	0,2441435	0,171021	0,0732645	0,2203835	0,2309995	0,1927445	0,1797935	0,2361545	0,394975	0,17345	0,226271	0,18263	0,2246845	0,087911	0,238262	0,1251795	0,171095	0,26587	0,214637	0,107096	0,1443745	0,1646755	0,179516	0,3229105	0,094722	0,14527	0,19537	0,239892	0,265776	0,201183	0,2479945	0,173995	0,096896	0,17637	0,1562535	0,242	0,166379	0,131055	0,1897255	0,1684275	0,135513	0,219698	0,2557215	0,1398465	0,15991	0,21551	0,100287	0,2030875	0,077998	0,068989	0,303423	0,1588085	0,256711	0,15962	0,22489	0,299295	0,1926145	0,1673315	0,165767	0,214095	0,2314265	0,14889	0,2638385	0,1506575	0,0996535	0,218551	0,264292	0,118944	0,1659755	0,1481345	0,1273615	0,152039	0,14187	0,1270325	0,2376775	0,234125	0,134184	0,1310805	0,1473405	0,1756795	0,06383	0,380613	0,1688245	0,3339585	0,478334	0,2047605	0,155037	0,202576	0,0632635	0,0697675	0,2389515	0,217595	0,0477645	0,1788315	0,2753775	0,238057	0,16138	0,135024	0,2429315	0,1366315	0,0740765	0,133092	0,2155605	0,253375	0,1457185	0,136483
D00522	0,1186	0,140226	0,0654625	0,0446255	0,0984635	0,0639275	0,0741945	0,079608	0,116171	0,152267	0,0668825	0,193652	0,128642	0,029412	0,3249785	0,125934	0,18168	0,2052425	0,149322	0,1433125	0,0762505	0,125222	0,0656405	0,15998	0,1180045	0,0869335	0,0656085	0,0744005	0,1224055	0,0651185	0,12844	0,1034785	0,1120185	0,160822	0,1693865	0,5283645	0,119656	0,181853	0,113975	0,026316	0,06955	0,182355	0,0955665	0,0755775	0,063595	0,107356	0,0081965	0,1168775	0,127335	0,0829665	0,1627815	0,1485875	0,135945	0,167005	0,086968	0,0326085	0,130205	0,1624795	0,141196	0,145979	0,1877645	0,1680545	1	0,482967	0,0238095	0,0728935	0,09453	0,0628835	0	0,074087	0,206435	0,1638115	0,106188	0,1130795	0,1221925	0,0741685	0,0737925	0,0167515	0,148413	0,1425035	0,5224935	0,1218055	0,1192925	0,1603535	0,13182	0,1807465	0,1773055	0,0680595	0,10678	0,210339	0,143204	0,0547105	0,099884	0,14738	0,1988735	0,0822105	0,07346	0,084432	0,0972665	0,0142855	0,1188935	0,133341	0,062585	0,077065	0,1626765	0,092811	0,0704415	0,1480505	0,0185185	0,0722595	0,0958205	0,09486	0,0947435	0,07173	0,1714835	0,143353	0,010204	0,0876485	0,1704815	0,0692155	0,169522	0,242484	0,3290875	0,1684325	0,1514145	0,130124	0,1379365	0,1399785	0,152782	0,2080425	0,05608	0,162477	0,081865	0,0949785	0,247433	0,083933	0,1469065	0,115186	0,1226385	0,106069	0,1421005	0,115803	0,1457575	0,188685	0,163255	0,1617285	0,2075615	0,1516625	0,0718615	0,0563935	0,067747	0,146817	0,1693965	0,1751415	0,0846205	0,1035355	0,0673645	0,11823	0,2694085	0,0907655	0,1337155	0,0902285	0,134704	0,017735	0,1300895	0,072809	0,0751125	0,194003	0,0853075	0,126867	0,1135995	0,0757125	0,12815	0,122666	0,118656	0,111846	0,1255265	0,1452935	0,1119715	0,1623265	0,18183	0,060588	0,1619735	0,1550945	0,0523465	0,068545	0,0849625	0,087428	0,159776	0,080894	0,0254235	0,1338625	0,235755	0,06291	0,144391	0,126317	0,0920825	0,064023	0,126209	0,174438	0,14532	0,131307	0,125111	0,1283525	0,16566	0,051276	0,116559	0,2104035	0,298308	0,0750655	0,0910455	0,1398145	0,1632565	0,0585325	0,2007565	0,652004	0,0768385	0,0956365	0,150852	0,128549	0,131215	0,116751	0,055615
D00523	0,059604	0,088165	0,078695	0,0676505	0,0945355	0,075505	0,1369115	0,120744	0,263487	0,1513185	0,081935	0,2314875	0,112938	0,094172	0,2225225	0,108933	0,107898	0,1553835	0,168155	0,171756	0,107833	0,243438	0,0874585	0,1807075	0,140317	0,146615	0,0656225	0,1462775	0,2308135	0,0996445	0,2143195	0,083288	0,14382	0,18081	0,205722	0,5238	0,115515	0,195016	0,1603075	0,0781125	0,091169	0,182423	0,102275	0,0914575	0,077197	0,15893	0,078145	0,1280625	0,1912315	0,1691145	0,1502915	0,154875	0,210032	0,15419	0,128574	0,1295735	0,2001165	0,2570335	0,13437	0,125996	0,1861585	0,234255	0,482967	1	0,0375	0,08898	0,075805	0,1294155	0	0,097561	0,2473475	0,2016155	0,224752	0,131695	0,10009	0,104854	0,0642495	0,0924955	0,187916	0,1706895	0,2822965	0,1799315	0,10503	0,1920765	0,156893	0,1627705	0,188541	0,0891665	0,163543	0,188673	0,12152	0,054885	0,0937615	0,160014	0,147116	0,075695	0,0987495	0,093289	0,081463	0,0814825	0,134315	0,0744205	0,14749	0,1266695	0,183112	0,138425	0,135705	0,163087	0,1124965	0,1233	0,150275	0,0917935	0,0800835	0,164971	0,153481	0,3243675	0,123711	0,151688	0,143085	0,0431295	0,2308155	0,188672	0,2675075	0,153604	0,196005	0,2150965	0,207103	0,1891815	0,1683245	0,134815	0,0562175	0,198987	0,080193	0,087701	0,219498	0,0965635	0,1392675	0,1162125	0,2035	0,1370715	0,1723755	0,072192	0,2178315	0,1740065	0,2212855	0,257648	0,149657	0,192632	0,129315	0,143979	0,089061	0,161456	0,2196745	0,1431685	0,10796	0,0970525	0,103865	0,127921	0,1947775	0,0852085	0,0744215	0,087286	0,1120225	0,0886505	0,147601	0,053724	0,044085	0,160754	0,1159495	0,247358	0,112726	0,07458	0,1864195	0,13071	0,14341	0,111283	0,17064	0,156748	0,0870515	0,2173085	0,12998	0,154665	0,160897	0,250342	0,0613125	0,1279085	0,1977215	0,0840155	0,136475	0,136655	0,1399285	0,185471	0,130557	0,111476	0,078257	0,1173635	0,128932	0,0853555	0,2332955	0,14951	0,1764865	0,274499	0,184825	0,11355	0,14696	0,0527135	0,1289415	0,119766	0,214448	0,0627605	0,0852685	0,1498945	0,2017635	0,147225	0,1433945	0,4794865	0,13908	0,0921655	0,11648	0,161918	0,2095415	0,139022	0,122475
D00524	0	0,0434785	0,0454545	0,05833	0,0454545	0,0454545	0,1038705	0,0925925	0,0441175	0,019231	0,0454545	0,032258	0,0694445	0,1993265	0,0487805	0,161948	0,068182	0,0394735	0,1110425	0,081081	0,0208335	0,03125	0,0833335	0,188488	0,070586	0,129442	0,0868515	0,047619	0,05	0,0833335	0,1029975	0,0454545	0,08	0,0736105	0,0333335	0,0686345	0,0702765	0,077778	0,0969735	0,123003	0,1237325	0,054054	0,1111405	0,137825	0,1201275	0,0434825	0,0405405	0,100244	0,032258	0,132379	0,0974975	0,074074	0,0625	0,079279	0,0839635	0,0914665	0,042857	0,0441175	0,0576925	0,0652175	0,1332475	0,1051155	0,0238095	0,0375	1	0,0652175	0,068182	0,2267735	0,029412	0,0833335	0,0357145	0,0166665	0,0384615	0,101487	0,0501065	0,02	0,0625	0,0227275	0,0555555	0,0285715	0,0434785	0,0666665	0,052232	0,2174285	0,0873085	0,0875375	0,1009195	0,141301	0,0947335	0,0662305	0,0771095	0,084775	0,0873635	0,1179005	0,029503	0,0923895	0,210865	0,1550435	0,1592475	0,1142755	0,071886	0,0416665	0,03125	0,0489165	0,1044175	0,0113635	0,037037	0,048503	0,0151515	0,07597	0,0669675	0,068182	0,1136365	0,133799	0,1266705	0,0405405	0,0643565	0,116214	0,090612	0,139155	0,0394735	0,080703	0,0208335	0,06543	0,047619	0,013158	0,0416665	0,0151515	0,0125	0,0125	0,05	0,0333335	0,1027735	0,0869565	0,0408165	0,14954	0,0365855	0,05	0,0615465	0,1153755	0,05	0,0576925	0,034483	0,02439	0,0394735	0,048387	0,05	0,046875	0,0662455	0,0802055	0,0897435	0,1090155	0,057143	0,0580255	0,021739	0,0454545	0,221436	0,0135135	0,047619	0,1365785	0,03125	0,0869565	0,026316	0,0365855	0,0463695	0,095238	0,111111	0,1636295	0,0871385	0,03125	0,122912	0,1851045	0,0715685	0,0749525	0,060606	0,105125	0,051724	0,068996	0,1346155	0,051724	0,08	0,0868015	0,0666665	0,060606	0,060606	0,0375	0,046875	0,108915	0,0888335	0,0537405	0,0882355	0,066564	0,0683105	0,0227275	0,025641	0,07945	0,0986435	0,1041665	0,0166665	0,048387	0,0375	0,03125	0,05	0,027778	0,0375	0,0208335	0,0434785	0,0597095	0,0394735	0,0434785	0,06532	0,1419115	0,0333335	0,0142855	0,042857	0,0769	0,040975	0,0576925	0,058172	0,039746	0,0658885	0,0689655	0,05
D00525	0,1	0,16354	0,1344885	0,0441175	0,1312155	0,1084505	0,216876	0,1775045	0,0694445	0,12	0,1459985	0,078125	0,076923	0,117905	0,0850785	0,107143	0,08	0,0625	0,080645	0,129119	0,08	0,0757575	0,0925925	0,086207	0,0929235	0,1689535	0,064516	0,0625	0,087181	0,171788	0,0852485	0,1086955	0,111111	0,099149	0,116105	0,11505	0,1153845	0,1022385	0,23505	0,1205525	0,082085	0,0921055	0,161711	0,0882355	0,08192	0,062332	0,1133625	0,1055385	0,096774	0,121212	0,080645	0,0833335	0,0882355	0,0833335	0,191552	0,091889	0,0675675	0,0875895	0,0892855	0,11343	0,0581395	0,0813955	0,0728935	0,08898	0,0652175	1	0,150965	0,109375	0	0,1237045	0,0697675	0,1058835	0,1337645	0,112903	0,0708865	0,076923	0,076209	0,0702385	0,0789475	0,0874145	0,075893	0,09718	0,0566655	0,111335	0,0934345	0,0675675	0,109975	0,079525	0,1308975	0,1583275	0,082911	0,102388	0,0625	0,0526705	0,0482915	0,0531915	0,1488775	0,1034485	0,049403	0,1046155	0,0808195	0,0555555	0,09375	0,08857	0,080645	0,0993975	0,2163005	0,0865365	0,1218585	0,08836	0,17735	0,1231765	0,096154	0,1051485	0,1095545	0,0783925	0,067734	0,06954	0,09375	0,0605565	0,0625	0,05	0,0510205	0,056818	0,092017	0,0657895	0,081081	0,112903	0,06401	0,0658605	0,1091895	0,10262	0,1486105	0,096154	0,07912	0,088447	0,115405	0,0727135	0,075	0,0945945	0,0868985	0,0892855	0,0853085	0,0968255	0,076923	0,09536	0,078125	0,109375	0,1591995	0,19151	0,140088	0,1206105	0,1391955	0,0879415	0,161568	0,0531915	0,1584615	0,0675965	0,0832155	0,1153845	0,1052875	0,113954	0,053339	0,0333335	0,0571965	0,0806625	0,0664415	0,0657895	0,090909	0,0757575	0,09375	0,0714285	0,1	0,0714285	0,199445	0,109758	0,103435	0,090909	0,060606	0,1206895	0,111111	0,2109255	0,110935	0,102941	0,1158795	0,147235	0,102834	0,107143	0,075	0,0956975	0,1164075	0,0930235	0,0510205	0,172867	0,030864	0,095814	0,109375	0,0892855	0,0833335	0,0780175	0,0898405	0,0757575	0,100439	0,09768	0,0975305	0,1227275	0,1041665	0,0454545	0,078893	0,0576925	0,1153845	0,1149395	0,1206895	0,1084135	0,0847985	0,086701	0,132705	0,05	0,1296255	0,065145	0,119347	0,096774	0,1166665
D00528	0,15083	0,064865	0,027997	0,0454545	0,0942765	0,013158	0,073535	0,051175	0,0675555	0,145055	0,028177	0,1	0,3450125	0,0477	0,0714285	0,0769005	0,0562415	0,0789475	0,125	0,083435	0,0833335	0,078125	0,096154	0,0892855	0,0463685	0,1193765	0,035815	0	0,061109	0,0497005	0,1066245	0,56902	0,1030935	0,1206895	0,0881785	0,106053	0,167875	0,1240615	0,1044885	0,055339	0,0833335	0,1309645	0,1206895	0,091904	0,0833335	0,046022	0,052262	0,1311095	0,1333645	0,0566105	0,125	0,107143	0,090909	0,1296295	0,1034485	0,10163	0,0694445	0,0923455	0,1153845	0,173966	0,2875585	0,0993235	0,09453	0,075805	0,068182	0,150965	1	0,0597685	0	0,074074	0,0794085	0,132368	0,108849	0,060606	0,0636365	0,08	0,078088	0,000665	0,105382	0,0891605	0,099299	0,082475	0,0669275	0,113723	0,127743	0,103991	0,075965	0,080645	0,09507	0,175162	0,10147	0,021739	0,081412	0,097382	0,055365	0,0852405	0,0617185	0,118978	0,0681355	0,030585	0,0725285	0,08	0,0285715	0,089809	0,125	0,0355935	0,0714285	0,0520355	0,0293515	0,1277595	0,088535	0,0895135	0,153575	0,1420595	0,115562	0,061152	0,075539	0,0373405	0,1166665	0	0,0650725	0,0935165	0,074885	0,2778615	0,0452245	0,0526315	0,120155	0,060606	0,0800175	0,066515	0,0108695	0,0833335	0,0912715	0,107035	0,1211685	0,111111	0,10894	0,0737105	0,077623	0,1151155	0,0474515	0,4486655	0,0666665	0,0672305	0,2233345	0,078125	0,184687	0,0757575	0,052082	0,0897855	0,057518	0,0721125	0,0933735	0,048095	0,060278	0,0852005	0,06622	0,0836695	0,0976685	0,12566	0,065146	0,105785	0,0526315	0,00088	0,048169	0,0185185	0	0,101215	0,117845	0,078125	0,078125	0,122704	0,0857145	0,10668	0,182115	0,0892855	0,0874935	0,125128	0,1710895	0,0833335	0,15395	0,0846275	0,101069	0,0882355	0,026316	0,048799	0,042857	0,443765	0,130848	0,0978725	0,03872	0,0978055	0,090582	0,121719	0,044872	0,0388035	0,0588235	0,0925925	0,0666665	0,073281	0,048634	0,0441175	0,085285	0,0474295	0,0642655	0	0,318513	0,065944	0,0936375	0,0833335	0,12583	0,0882355	0,1034485	0,0743495	0,23599	0,115494	0,1175315	0,016129	0,142513	0,05	0,0703695	0,1	0,063555
D00540	0,1156055	0,0912825	0,070828	0,0945005	0,100154	0,0792925	0,2581955	0,393092	0,1811555	0,0732385	0,080278	0,1304365	0,0517205	0,3195945	0,1367915	0,1227255	0,10942	0,081633	0,144473	0,1543785	0,114428	0,161483	0,054054	0,1500255	0,2431995	0,132186	0,0242845	0,11089	0,15091	0,2144215	0,216914	0,061481	0,11088	0,1350815	0,127198	0,0928235	0,121641	0,177495	0,127598	0,1167335	0,07546	0,207365	0,148254	0,188432	0,0601005	0,0960735	0,126014	0,0909575	0,164343	0,434626	0,122318	0,1446015	0,148497	0,1096645	0,2047595	0,049166	0,14105	0,143725	0,11177	0,099914	0,111745	0,2278705	0,0628835	0,1294155	0,2267735	0,109375	0,0597685	1	0,034483	0,102941	0,1244865	0,226824	0,142307	0,190848	0,085855	0,11073	0,0805735	0,1103875	0,1388925	0,1674845	0,066775	0,108379	0,093921	0,134315	0,1403795	0,1375585	0,175003	0,087565	0,2201685	0,110614	0,1000425	0,0814425	0,080955	0,135529	0,086412	0,084395	0,4850185	0,0921475	0,1842605	0,256387	0,1894345	0,0737245	0,34458	0,160209	0,121848	0,185495	0,211715	0,186361	0,113179	0,1130435	0,126315	0,115753	0,145305	0,114256	0,094294	0,1834215	0,1459745	0,3685035	0,110684	0,023634	0,1501115	0,0769635	0,1065795	0,08906	0,2322665	0,1363525	0,1396515	0,22347	0,156967	0,104413	0,074187	0,268593	0,191225	0,138875	0,111805	0,1212155	0,127393	0,0837925	0,169512	0,151564	0,1834055	0,0531815	0,1321315	0,202292	0,1583715	0,172833	0,091835	0,1922015	0,181285	0,119468	0,1879455	0,105341	0,16	0,150958	0,138205	0,084405	0,6461485	0,1112285	0,0875175	0,114106	0,1022955	0,133235	0,137299	0,099755	0,089102	0,0312485	0,032936	0,162471	0,102446	0,161853	0,114269	0,16621	0,17714	0,100285	0,1585305	0,1223905	0,0946855	0,108831	0,112013	0,162735	0,10625	0,1315175	0,105229	0,1739105	0,106993	0,136447	0,1688265	0,0696995	0,0975665	0,168396	0,148029	0,168163	0,1216935	0,1748565	0,058097	0,079384	0,1867935	0,0675675	0,1929015	0,0904205	0,173378	0,2234485	0,0959535	0,0863655	0,1013085	0,080267	0,043652	0,11144	0,075995	0,0778425	0,131141	0,1635155	0,167762	0,146815	0,075823	0,0851525	0,1863885	0,065175	0,063395	0,101323	0,169016	0,079725	0,188273
D00542	0	0,025	0,016129	0	0,026316	0,016129	0	0,0185185	0,032258	0	0,016129	0,017857	0	0,0384615	0,0125	0,02	0,0526315	0,013889	0,0185185	0,027027	0,0526315	0,0172415	0	0,02	0,0151515	0	0	0	0,0128205	0,0135135	0,0151515	0	0	0,017857	0,0185185	0,013158	0,021739	0	0	0,0151515	0	0,013889	0,017857	0	0	0,0064935	0	0	0	0,015625	0,0384615	0,04	0,016129	0,019231	0	0,0227275	0,0151515	0	0,0208335	0,0238095	0,026316	0,012195	0	0	0,029412	0	0	0,034483	1	0,0454545	0,0394735	0	0	0,0357145	0,0092595	0,0789475	0,075	0	0,0142855	0,015625	0	0,0357145	0,0096155	0,0166665	0,0166665	0,03125	0,027027	0,017857	0,0166665	0	0	0,0125	0,011111	0,011111	0,01	0,011628	0,034483	0,019231	0,0123455	0,011111	0,032258	0,219516	0,0172415	0,018868	0,0185185	0,0125	0	0,0108695	0	0,161525	0	0,0526315	0,047619	0,04	0,029412	0,0142855	0	0,0285715	0,0357145	0,0555555	0,0285715	0,0108695	0,011111	0,025641	0	0,014706	0,030303	0	0	0,013889	0,0128205	0,0185185	0,0555555	0,047619	0	0,0652175	0	0	0,0135135	0,0142855	0,026316	0	0,019231	0,027027	0,013889	0,0172415	0,017857	0,0166665	0,0142855	0,0128205	0,1317665	0,1403165	0,014706	0,03125	0,011628	0,011628	0,037037	0,03125	0	0,021739	0,0172415	0,047619	0,0185185	0	0,0058825	0,025	0,0625	0,014706	0,0166665	0,0172415	0,0172415	0,016129	0	0,026316	0,015625	0,02	0,0185185	0,0166665	0,017857	0	0	0,014706	0,0172415	0	0,015625	0,013158	0,034483	0,02	0,027778	0,0208335	0,0142855	0,011905	0,011111	0	0,0064935	0,005	0,034483	0,0208335	0,019231	0,0172415	0,013158	0,0172415	0,017857	0,0096155	0,013158	0	0	0,02	0	0,0526315	0,021739	0,032258	0	0	0	0,0128205	0	0	0	0,013889	0	0	0,017857
