data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00279	0.049123	0.070513	0.107143	0.074074	0.058333	0.036364	0.113208	0.082051	0.084848	0.04023	0.062147	0.036275	0.041026	0.086288	0.070313	1.0	0.037374	0.107981	0.217391	0.069444	0.036364	0.058333	0.091503	0.144144	0.122807	0.566667	0.125	0.137255	0.179487	0.166667	0.09966	0.134328	0.4	0.113636	0.091542	0.062147	0.115819	0.062147	0.125731	0.154321	0.21142	0.136612	0.08871	0.329365	0.147059	0.067901	0.10929	0.038288	0.098571	0.103535	0.135897	0.032787	0.186441	0.0	
D00299	0.455675	0.289544	0.246465	0.356437	0.350556	0.143434	0.259641	0.525376	0.372611	0.366619	0.318255	0.800072	0.644444	0.240079	0.250674	0.037374	1.0	0.179349	0.075714	0.298771	0.140909	0.326728	0.290703	0.015625	0.240733	0.056338	0.041026	0.241651	0.027083	0.046512	0.033333	0.224094	0.010753	0.082051	0.564094	0.315913	0.312527	0.315913	0.285696	0.02381	0.037255	0.005556	0.296681	0.046847	0.253807	0.298212	0.302567	0.243901	0.036082	0.302585	0.03125	0.313181	0.215344	0.044444	
D00312	0.211804	0.263997	0.660714	0.33683	0.289921	0.056225	0.554609	0.193351	0.222215	0.264324	0.359559	0.215432	0.23606	0.129272	0.17716	0.107981	0.179349	1.0	0.069959	0.270693	0.056225	0.270154	0.207684	0.155729	0.513262	0.092105	0.07619	0.296571	0.130081	0.150775	0.1125	0.23014	0.148148	0.072072	0.178667	0.358067	0.186301	0.358067	0.460677	0.092636	0.075	0.174419	0.254699	0.108974	0.392763	0.254934	0.251518	0.201478	0.104422	0.245338	0.102917	0.314838	0.476806	0.036782	
D00316	0.018182	0.043716	0.060606	0.047619	0.028571	0.108333	0.063492	0.046847	0.06455	0.024876	0.044118	0.073611	0.048826	0.14098	0.046575	0.217391	0.075714	0.069959	1.0	0.05314	0.11131	0.036232	0.061111	0.08156	0.058824	0.134591	0.141304	0.09188	0.088542	0.163542	0.123214	0.08961	0.25	0.17305	0.05368	0.044118	0.081863	0.044118	0.057971	0.109375	0.126866	0.089202	0.06338	0.179012	0.075	0.049462	0.080952	0.031301	0.09188	0.074222	0.137222	0.014286	0.130435	0.0	
D00327	0.450794	0.608826	0.329133	0.588449	0.632242	0.10101	0.281537	0.31474	0.538652	0.490128	0.613764	0.361698	0.388342	0.174339	0.528706	0.069444	0.298771	0.270693	0.05314	1.0	0.10101	0.489238	0.546284	0.108025	0.348112	0.061538	0.032258	0.427891	0.092593	0.055556	0.052381	0.47701	0.066667	0.030303	0.246216	0.610927	0.375689	0.610927	0.450119	0.054825	0.070886	0.106838	0.454586	0.083333	0.289327	0.593273	0.45316	0.546511	0.074906	0.552466	0.085648	0.542259	0.29304	0.040909	
D00348	0.106011	0.107345	0.054726	0.075269	0.078431	0.951515	0.014925	0.148756	0.067708	0.110215	0.085859	0.194359	0.207104	0.164303	0.095775	0.036364	0.140909	0.056225	0.11131	0.10101	1.0	0.094527	0.060109	0.097222	0.009259	0.024044	0.096667	0.075949	0.049751	0.147059	0.088889	0.088608	0.02	0.146405	0.137619	0.085859	0.099502	0.085859	0.061905	0.027778	0.080952	0.077626	0.089202	0.042328	0.028139	0.103825	0.122549	0.094515	0.068273	0.097778	0.041176	0.071642	0.012821	0.125	
D00443	0.391438	0.573793	0.31844	0.552682	0.503081	0.094527	0.282289	0.274406	0.401369	0.400788	0.570917	0.36616	0.379146	0.162524	0.422058	0.058333	0.326728	0.270154	0.036232	0.489238	0.094527	1.0	0.424265	0.116049	0.314931	0.072308	0.007937	0.313492	0.036036	0.065021	0.030516	0.370694	0.039394	0.007463	0.221259	0.567941	0.335794	0.567941	0.488366	0.038462	0.062025	0.064167	0.748214	0.058824	0.261671	0.558783	0.487302	0.44499	0.058519	0.477805	0.047945	0.526938	0.285268	0.014074	
D00462	0.496678	0.638765	0.258766	0.485772	0.463527	0.060109	0.28654	0.252263	0.651111	0.5005	0.494128	0.270034	0.306465	0.127253	0.352306	0.091503	0.290703	0.207684	0.061111	0.546284	0.060109	0.424265	1.0	0.059028	0.323669	0.1	0.031447	0.36123	0.076923	0.038288	0.048387	0.29732	0.06383	0.02924	0.216406	0.490954	0.367102	0.490954	0.349036	0.058824	0.069048	0.063927	0.365686	0.077778	0.315118	0.568494	0.426253	0.361542	0.072016	0.420503	0.069231	0.427593	0.298956	0.055556	
D00506	0.037037	0.147826	0.173469	0.100694	0.105455	0.097222	0.09	0.023077	0.054487	0.046296	0.091195	0.041667	0.040984	0.098127	0.09548	0.144144	0.015625	0.155729	0.08156	0.108025	0.097222	0.116049	0.059028	1.0	0.081818	0.185366	0.133333	0.132275	0.098039	0.267974	0.07234	0.173656	0.285714	0.100813	0.014493	0.091195	0.087719	0.091195	0.188462	0.162092	0.097661	0.279333	0.108046	0.173643	0.088889	0.118367	0.107602	0.09602	0.121068	0.097917	0.157447	0.057576	0.103448	0.005333	
D00554	0.329368	0.287646	0.738384	0.358932	0.353467	0.009259	0.799768	0.240932	0.318312	0.323505	0.537801	0.253121	0.275744	0.11228	0.226915	0.122807	0.240733	0.513262	0.058824	0.348112	0.009259	0.314931	0.323669	0.081818	1.0	0.102151	0.117284	0.376263	0.054054	0.093074	0.086719	0.274765	0.137255	0.109195	0.230714	0.535134	0.22674	0.535134	0.489614	0.086758	0.06342	0.061728	0.290366	0.122396	0.479985	0.328477	0.320765	0.239402	0.05947	0.283683	0.084314	0.540658	0.570194	0.014815	
D00565	0.05914	0.090643	0.087432	0.067797	0.079487	0.024044	0.091954	0.087619	0.075	0.044974	0.057292	0.054795	0.054286	0.092857	0.102451	0.566667	0.056338	0.092105	0.134591	0.061538	0.024044	0.072308	0.1	0.185366	0.102151	1.0	0.20155	0.166667	0.194444	0.208602	0.155342	0.179227	0.259259	0.166667	0.082192	0.057292	0.124851	0.057292	0.136559	0.282716	0.312323	0.174731	0.086275	0.339259	0.12963	0.087571	0.10303	0.064957	0.165258	0.100463	0.230189	0.040404	0.128205	0.028571	
D00577	0.011494	0.012121	0.115385	0.017857	0.026882	0.106667	0.122449	0.044776	0.02924	0.013559	0.027778	0.039801	0.041667	0.092883	0.0199	0.125	0.041026	0.07619	0.141304	0.032258	0.096667	0.007937	0.031447	0.133333	0.117284	0.20155	1.0	0.114428	0.084848	0.166082	0.147045	0.064286	0.197917	0.505051	0.057971	0.027778	0.015385	0.027778	0.057778	0.169811	0.187475	0.098361	0.007463	0.191304	0.088235	0.011696	0.015152	0.015351	0.12598	0.016204	0.233333	0.045198	0.092896	0.02381	
D00585	0.336813	0.397694	0.359316	0.418219	0.429263	0.075949	0.317802	0.276874	0.36096	0.306926	0.468167	0.29269	0.338299	0.168476	0.309989	0.137255	0.241651	0.296571	0.09188	0.427891	0.075949	0.313492	0.36123	0.132275	0.376263	0.166667	0.114428	1.0	0.145833	0.127907	0.12455	0.326537	0.16129	0.082192	0.235244	0.466501	0.271032	0.466501	0.415602	0.126016	0.171811	0.160784	0.288744	0.178241	0.324223	0.348627	0.327295	0.279913	0.165568	0.369276	0.169298	0.402639	0.356673	0.039474	
D00586	0.05	0.055556	0.055556	0.058824	0.04955	0.049751	0.057971	0.028455	0.072464	0.056338	0.054795	0.026423	0.042735	0.053788	0.069264	0.179487	0.027083	0.130081	0.088542	0.092593	0.049751	0.036036	0.076923	0.098039	0.054054	0.194444	0.084848	0.145833	1.0	0.103604	0.109946	0.095528	0.142857	0.079096	0.03373	0.054795	0.080822	0.054795	0.075342	0.301149	0.148551	0.633987	0.036325	0.177966	0.17316	0.053922	0.084444	0.054264	0.146154	0.063008	0.09801	0.026667	0.105263	0.047619	
D00596	0.025	0.064865	0.145833	0.060811	0.076667	0.137255	0.104167	0.05303	0.049784	0.060606	0.070513	0.069767	0.06746	0.188026	0.076078	0.166667	0.046512	0.150775	0.163542	0.055556	0.147059	0.065021	0.038288	0.267974	0.093074	0.208602	0.166082	0.127907	0.103604	1.0	0.161111	0.131418	0.20915	0.160656	0.028986	0.070513	0.060241	0.070513	0.127273	0.205634	0.281863	0.199556	0.074603	0.186154	0.097378	0.077333	0.082927	0.074552	0.264858	0.106513	0.185784	0.054167	0.135021	0.083333	
D00627	0.037879	0.042328	0.112842	0.030769	0.032864	0.088889	0.099718	0.02381	0.045455	0.103175	0.043478	0.028139	0.029279	0.061928	0.037778	0.09966	0.033333	0.1125	0.123214	0.052381	0.088889	0.030516	0.048387	0.07234	0.086719	0.155342	0.147045	0.12455	0.109946	0.161111	1.0	0.053958	0.113566	0.113675	0.027083	0.043478	0.035648	0.043478	0.078109	0.147491	0.144322	0.092619	0.028889	0.169782	0.079004	0.025253	0.045662	0.035714	0.253996	0.04375	0.260935	0.021429	0.084048	0.121569	
D00690	0.337438	0.366747	0.279158	0.35119	0.439607	0.088608	0.250382	0.218396	0.350282	0.303063	0.368862	0.253072	0.259108	0.186303	0.603995	0.134328	0.224094	0.23014	0.08961	0.47701	0.088608	0.370694	0.29732	0.173656	0.274765	0.179227	0.064286	0.326537	0.095528	0.131418	0.053958	1.0	0.13172	0.065315	0.192954	0.368862	0.375314	0.368862	0.36746	0.118474	0.104457	0.141085	0.399856	0.135135	0.240747	0.378135	0.397062	0.47672	0.101375	0.50494	0.114768	0.348168	0.243849	0.037427	
D00730	0.012579	0.056738	0.159722	0.076389	0.048485	0.02	0.152174	0.0125	0.058824	0.031447	0.069182	0.015625	0.013115	0.065556	0.046667	0.4	0.010753	0.148148	0.25	0.066667	0.02	0.039394	0.06383	0.285714	0.137255	0.259259	0.197917	0.16129	0.142857	0.20915	0.113566	0.13172	1.0	0.153153	0.00995	0.069182	0.074405	0.069182	0.140523	0.205674	0.155449	0.157576	0.073099	0.328829	0.151026	0.04	0.076023	0.033333	0.113021	0.083333	0.193939	0.032727	0.185185	0.01087	
D00898	0.027322	0.011299	0.107143	0.016667	0.025253	0.163399	0.113208	0.083333	0.044444	0.012698	0.026042	0.079602	0.082051	0.084242	0.033333	0.113636	0.082051	0.072072	0.17305	0.030303	0.146405	0.007463	0.02924	0.100813	0.109195	0.166667	0.505051	0.082192	0.079096	0.160656	0.113675	0.065315	0.153153	1.0	0.080952	0.026042	0.029412	0.026042	0.054167	0.143678	0.180414	0.080808	0.007042	0.130769	0.083333	0.027778	0.014286	0.027426	0.078667	0.028889	0.176543	0.042328	0.087179	0.020833	
D00930	0.379598	0.232131	0.235765	0.2531	0.334261	0.14	0.231061	0.712937	0.310076	0.352909	0.250246	0.544623	0.532074	0.235097	0.212575	0.091542	0.564094	0.178667	0.05368	0.246216	0.137619	0.221259	0.216406	0.014493	0.230714	0.082192	0.057971	0.235244	0.03373	0.028986	0.027083	0.192954	0.00995	0.080952	1.0	0.248285	0.301727	0.248285	0.229062	0.026515	0.057678	0.015957	0.234755	0.057265	0.238669	0.21229	0.21092	0.221875	0.031046	0.294884	0.02549	0.231047	0.182692	0.014815	
D00950	0.426063	0.562126	0.45733	0.698186	0.64398	0.085859	0.416331	0.313082	0.471284	0.448105	0.996337	0.369656	0.401162	0.159062	0.417574	0.062147	0.315913	0.358067	0.044118	0.610927	0.085859	0.567941	0.490954	0.091195	0.535134	0.057292	0.027778	0.466501	0.054795	0.070513	0.043478	0.368862	0.069182	0.026042	0.248285	1.0	0.347196	1.0	0.640344	0.053333	0.076754	0.058333	0.500916	0.107692	0.361809	0.56455	0.530129	0.390438	0.068182	0.473797	0.088095	0.822562	0.405077	0.050794	
D00951	0.455618	0.392271	0.188478	0.334619	0.366667	0.099502	0.193726	0.296983	0.480444	0.393316	0.349495	0.291294	0.330159	0.212954	0.391465	0.115819	0.312527	0.186301	0.081863	0.375689	0.099502	0.335794	0.367102	0.087719	0.22674	0.124851	0.015385	0.271032	0.080822	0.060241	0.035648	0.375314	0.074405	0.029412	0.301727	0.347196	1.0	0.347196	0.312943	0.066239	0.122944	0.054618	0.367994	0.116915	0.235906	0.426876	0.45032	0.336761	0.068132	0.402679	0.066667	0.286249	0.255462	0.03913	
D00954	0.426063	0.562126	0.45733	0.698186	0.64398	0.085859	0.416331	0.313082	0.471284	0.448105	0.996337	0.369656	0.401162	0.159062	0.417574	0.062147	0.315913	0.358067	0.044118	0.610927	0.085859	0.567941	0.490954	0.091195	0.535134	0.057292	0.027778	0.466501	0.054795	0.070513	0.043478	0.368862	0.069182	0.026042	0.248285	1.0	0.347196	1.0	0.640344	0.053333	0.076754	0.058333	0.500916	0.107692	0.361809	0.56455	0.530129	0.390438	0.068182	0.473797	0.088095	0.822562	0.405077	0.050794	
D00956	0.356587	0.50027	0.567687	0.653319	0.519461	0.061905	0.565533	0.288215	0.36339	0.363731	0.64332	0.335789	0.364448	0.142626	0.333938	0.125731	0.285696	0.460677	0.057971	0.450119	0.061905	0.488366	0.349036	0.188462	0.489614	0.136559	0.057778	0.415602	0.075342	0.127273	0.078109	0.36746	0.140523	0.054167	0.229062	0.640344	0.312943	0.640344	1.0	0.085333	0.121333	0.085417	0.468934	0.140104	0.431473	0.474254	0.409552	0.350642	0.101806	0.413644	0.09381	0.540585	0.564425	0.024638	
D00961	0.026667	0.041905	0.093897	0.042254	0.060526	0.027778	0.098039	0.031373	0.055556	0.040541	0.053333	0.023256	0.024096	0.053869	0.07	0.154321	0.02381	0.092636	0.109375	0.054825	0.027778	0.038462	0.058824	0.162092	0.086758	0.282716	0.169811	0.126016	0.301149	0.205634	0.147491	0.118474	0.205674	0.143678	0.026515	0.053333	0.066239	0.053333	0.085333	1.0	0.193791	0.245274	0.038618	0.191111	0.199875	0.040741	0.040741	0.05	0.259556	0.060078	0.162564	0.038961	0.099567	0.068182	
D00962	0.050439	0.069444	0.051535	0.069444	0.090043	0.080952	0.053653	0.051341	0.065315	0.089041	0.076754	0.036398	0.054217	0.108559	0.075904	0.21142	0.037255	0.075	0.126866	0.070886	0.080952	0.062025	0.069048	0.097661	0.06342	0.312323	0.187475	0.171811	0.148551	0.281863	0.144322	0.104457	0.155449	0.180414	0.057678	0.076754	0.122944	0.076754	0.121333	0.193791	1.0	0.137446	0.07439	0.191711	0.09593	0.067568	0.078189	0.05448	0.255765	0.101176	0.183193	0.053419	0.125	0.065217	
D00965	0.01875	0.087963	0.105263	0.062222	0.065844	0.077626	0.065789	0.018315	0.060606	0.046414	0.058333	0.027778	0.030651	0.112162	0.088353	0.136612	0.005556	0.174419	0.089202	0.106838	0.077626	0.064167	0.063927	0.279333	0.061728	0.174731	0.098361	0.160784	0.633987	0.199556	0.092619	0.141085	0.157576	0.080808	0.015957	0.058333	0.054618	0.058333	0.085417	0.245274	0.137446	1.0	0.061111	0.146766	0.156863	0.085586	0.093496	0.085714	0.157647	0.072659	0.123611	0.036585	0.117886	0.019608	
D01115	0.372251	0.531206	0.296019	0.507775	0.508446	0.089202	0.268894	0.270374	0.397544	0.40864	0.50348	0.339683	0.338597	0.183208	0.459376	0.08871	0.296681	0.254699	0.06338	0.454586	0.089202	0.748214	0.365686	0.108046	0.290366	0.086275	0.007463	0.288744	0.036325	0.074603	0.028889	0.399856	0.073099	0.007042	0.234755	0.500916	0.367994	0.500916	0.468934	0.038618	0.07439	0.061111	1.0	0.088095	0.257379	0.5207	0.489856	0.51041	0.057801	0.505397	0.047619	0.464638	0.292078	0.016327	
D01132	0.058462	0.072222	0.108466	0.080645	0.057971	0.042328	0.095628	0.06982	0.072917	0.055556	0.107692	0.041228	0.043379	0.075836	0.076389	0.329365	0.046847	0.108974	0.179012	0.083333	0.042328	0.058824	0.077778	0.173643	0.122396	0.339259	0.191304	0.178241	0.177966	0.186154	0.169782	0.135135	0.328829	0.130769	0.057265	0.107692	0.116915	0.107692	0.140104	0.191111	0.191711	0.146766	0.088095	1.0	0.11886	0.05291	0.144279	0.038618	0.175342	0.095556	0.177422	0.067164	0.128019	0.030631	
D01161	0.300102	0.307609	0.486389	0.37999	0.358118	0.028139	0.536222	0.252656	0.344677	0.334415	0.363829	0.261072	0.278513	0.115352	0.211294	0.147059	0.253807	0.392763	0.075	0.289327	0.028139	0.261671	0.315118	0.088889	0.479985	0.12963	0.088235	0.324223	0.17316	0.097378	0.079004	0.240747	0.151026	0.083333	0.238669	0.361809	0.235906	0.361809	0.431473	0.199875	0.09593	0.156863	0.257379	0.11886	1.0	0.302718	0.235767	0.227921	0.102062	0.263021	0.108439	0.31095	0.466139	0.048818	
D01217	0.474586	0.836111	0.294885	0.577584	0.558266	0.103825	0.280495	0.290648	0.62863	0.484179	0.567725	0.353257	0.376962	0.180435	0.455189	0.067901	0.298212	0.254934	0.049462	0.593273	0.103825	0.558783	0.568494	0.118367	0.328477	0.087571	0.011696	0.348627	0.053922	0.077333	0.025253	0.378135	0.04	0.027778	0.21229	0.56455	0.426876	0.56455	0.474254	0.040741	0.067568	0.085586	0.5207	0.05291	0.302718	1.0	0.458243	0.455131	0.075397	0.493461	0.053922	0.532421	0.297771	0.016667	
D01294	0.420598	0.468906	0.259925	0.475351	0.432455	0.122549	0.232732	0.268255	0.412641	0.381571	0.532877	0.340099	0.345981	0.220467	0.423148	0.10929	0.302567	0.251518	0.080952	0.45316	0.122549	0.487302	0.426253	0.107602	0.320765	0.10303	0.015152	0.327295	0.084444	0.082927	0.045662	0.397062	0.076023	0.014286	0.21092	0.530129	0.45032	0.530129	0.409552	0.040741	0.078189	0.093496	0.489856	0.144279	0.235767	0.458243	1.0	0.391732	0.062724	0.449115	0.075556	0.509795	0.275922	0.04539	
D01387	0.347997	0.435923	0.242656	0.391071	0.456221	0.094515	0.226562	0.267947	0.414021	0.378077	0.390438	0.281725	0.299044	0.164513	0.536382	0.038288	0.243901	0.201478	0.031301	0.546511	0.094515	0.44499	0.361542	0.09602	0.239402	0.064957	0.015351	0.279913	0.054264	0.074552	0.035714	0.47672	0.033333	0.027426	0.221875	0.390438	0.336761	0.390438	0.350642	0.05	0.05448	0.085714	0.51041	0.038618	0.227921	0.455131	0.391732	1.0	0.055449	0.605933	0.085317	0.393862	0.203157	0.031947	
D01441	0.030303	0.075203	0.077255	0.059524	0.082397	0.068273	0.067068	0.023333	0.068627	0.067829	0.068182	0.045918	0.045614	0.146983	0.082437	0.098571	0.036082	0.104422	0.09188	0.074906	0.068273	0.058519	0.072016	0.121068	0.05947	0.165258	0.12598	0.165568	0.146154	0.264858	0.253996	0.101375	0.113021	0.078667	0.031046	0.068182	0.068132	0.068182	0.101806	0.259556	0.255765	0.157647	0.057801	0.175342	0.102062	0.075397	0.062724	0.055449	1.0	0.071717	0.278439	0.040293	0.111236	0.050847	
