data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00627	0.27634	0.26159	0.32301	0.26256	0.23513	0.28119	0.25635	0.27465	0.2727	0.27159	0.25681	0.26349	0.27941	0.17901	0.20026	0.49979	0.25259	0.2125	0.29924	0.2463	0.28119	0.24789	0.28415	0.41219	0.24784	0.47691	0.52213	0.26846	0.27159	0.34088	1.0	0.22738	0.4275	0.44436	0.26946	0.25565	0.2604	0.25565	0.29103	0.30457	0.31311	0.27129	0.22988	0.55922	0.28745	0.25492	0.22336	0.2024	0.50198	0.2064	0.58278	0.23374	0.30156	0.3343
D00690	0.65857	0.67347	0.66803	0.69439	0.74251	0.24042	0.6745	0.54043	0.67523	0.66495	0.65949	0.5593	0.53404	0.6031	0.72767	0.25932	0.52355	0.56078	0.30774	0.67235	0.24042	0.62906	0.6524	0.28395	0.63445	0.31498	0.23235	0.66922	0.24881	0.28915	0.22738	1.0	0.20857	0.23271	0.53911	0.66111	0.70324	0.66111	0.80686	0.24675	0.26586	0.29182	0.67211	0.27711	0.62479	0.73101	0.71172	0.75569	0.2906	0.77688	0.23361	0.64679	0.69239	0.13911
D00730	0.26042	0.26319	0.39916	0.29167	0.21625	0.3619	0.32773	0.21378	0.27509	0.25592	0.25778	0.2006	0.21635	0.19746	0.18222	0.76797	0.19341	0.2277	0.45421	0.22921	0.3619	0.20796	0.2869	0.7632	0.28842	0.55433	0.61364	0.33968	0.50707	0.30872	0.4275	0.20857	1.0	0.50842	0.20951	0.25675	0.21969	0.25675	0.29652	0.44091	0.40999	0.42204	0.21114	0.42781	0.27928	0.25604	0.20553	0.14613	0.31734	0.18733	0.46037	0.23358	0.42294	0.44898
D00898	0.22424	0.25122	0.28889	0.25422	0.22476	0.59678	0.24444	0.35544	0.26455	0.21926	0.24908	0.34339	0.36057	0.28438	0.18878	0.6	0.43912	0.21857	0.69776	0.23857	0.62714	0.21333	0.23137	0.56931	0.2369	0.65639	0.79167	0.28055	0.3669	0.45901	0.44436	0.23271	0.50842	1.0	0.36084	0.24802	0.22338	0.24802	0.30455	0.41984	0.45487	0.36923	0.21667	0.44777	0.26094	0.24233	0.21389	0.19351	0.28848	0.19217	0.36465	0.22619	0.27011	0.32652
D00930	0.5951	0.65953	0.47051	0.5713	0.6539	0.38957	0.43999	0.9565	0.63281	0.6156	0.54339	0.82364	0.82283	0.47319	0.57982	0.27146	0.78182	0.39556	0.38472	0.57984	0.40148	0.59835	0.6456	0.3049	0.41664	0.34286	0.33813	0.55333	0.26398	0.30366	0.26946	0.53911	0.20951	0.36084	1.0	0.5451	0.65462	0.5451	0.60527	0.25277	0.31623	0.28741	0.58115	0.30452	0.58089	0.59143	0.57434	0.57608	0.25688	0.61392	0.25051	0.52531	0.48667	0.20856
D00950	0.80559	0.85	0.74651	0.90385	0.81496	0.28171	0.73117	0.56766	0.874	0.75221	0.99812	0.60686	0.61247	0.50285	0.72905	0.26916	0.55471	0.54805	0.2458	0.79736	0.28171	0.64621	0.80819	0.24741	0.81187	0.24893	0.24233	0.75297	0.23803	0.206	0.25565	0.66111	0.25675	0.24802	0.5451	1.0	0.71643	1.0	0.79683	0.23761	0.16863	0.20129	0.65311	0.36473	0.5699	0.89744	0.88554	0.67239	0.26029	0.7997	0.21716	0.97257	0.72851	0.23319
D00951	0.7063	0.73307	0.60735	0.75903	0.79967	0.32378	0.61038	0.65615	0.73657	0.71686	0.71456	0.6799	0.64658	0.55878	0.77298	0.28203	0.62668	0.50297	0.32131	0.7311	0.32378	0.88248	0.70618	0.26007	0.5727	0.31944	0.22005	0.57445	0.26957	0.24508	0.2604	0.70324	0.21969	0.22338	0.65462	0.71643	1.0	0.71643	0.71154	0.23421	0.2519	0.26885	0.9021	0.2477	0.62997	0.80391	0.76422	0.72011	0.35309	0.82668	0.25795	0.6977	0.64077	0.19242
D00954	0.80559	0.85	0.74651	0.90385	0.81496	0.28171	0.73117	0.56766	0.874	0.75221	0.99812	0.60686	0.61247	0.50285	0.72905	0.26916	0.55471	0.54805	0.2458	0.79736	0.28171	0.64621	0.80819	0.24741	0.81187	0.24893	0.24233	0.75297	0.23803	0.206	0.25565	0.66111	0.25675	0.24802	0.5451	1.0	0.71643	1.0	0.79683	0.23761	0.16863	0.20129	0.65311	0.36473	0.5699	0.89744	0.88554	0.67239	0.26029	0.7997	0.21716	0.97257	0.72851	0.23319
D00956	0.7627	0.81581	0.81876	0.83889	0.80989	0.25726	0.81476	0.62798	0.82613	0.73629	0.79508	0.64031	0.63072	0.58359	0.73869	0.34371	0.58643	0.63062	0.33187	0.76589	0.25726	0.64167	0.77656	0.38889	0.76613	0.34427	0.30488	0.76805	0.29125	0.28913	0.29103	0.80686	0.29652	0.30455	0.60527	0.79683	0.71154	0.79683	1.0	0.26058	0.25016	0.31453	0.6464	0.34426	0.70641	0.86252	0.76287	0.71213	0.30261	0.79121	0.27613	0.77374	0.82261	0.20499
D00961	0.14716	0.19055	0.20588	0.17333	0.21569	0.26068	0.17647	0.24817	0.17878	0.1902	0.23861	0.2048	0.20844	0.2311	0.19227	0.42619	0.20115	0.26002	0.35102	0.22659	0.26068	0.29211	0.17443	0.59853	0.23891	0.54807	0.43074	0.35767	0.50617	0.45376	0.30457	0.24675	0.44091	0.41984	0.25277	0.23761	0.23421	0.23761	0.26058	1.0	0.44482	0.55482	0.21711	0.53705	0.38604	0.18214	0.27843	0.23846	0.44997	0.19376	0.36752	0.22099	0.26178	0.18939
D00962	0.15128	0.19107	0.19292	0.17367	0.22754	0.40378	0.16792	0.32039	0.17917	0.18861	0.17001	0.2839	0.28412	0.29418	0.22795	0.3512	0.2618	0.25824	0.4709	0.19117	0.39045	0.23147	0.17462	0.49658	0.17059	0.50396	0.51282	0.29578	0.32924	0.56219	0.31311	0.26586	0.40999	0.45487	0.31623	0.16863	0.2519	0.16863	0.25016	0.44482	1.0	0.37423	0.2596	0.29287	0.22863	0.2	0.20441	0.24493	0.43362	0.24119	0.52972	0.15686	0.279	0.21481
D00965	0.17629	0.2249	0.26863	0.20667	0.24786	0.24852	0.23361	0.28612	0.20986	0.21584	0.20224	0.24246	0.25011	0.24659	0.22045	0.42641	0.23333	0.36944	0.3579	0.26465	0.24852	0.24855	0.20551	0.56387	0.22501	0.47792	0.375	0.32895	0.90602	0.32107	0.27129	0.29182	0.42204	0.36923	0.28741	0.20129	0.26885	0.20129	0.31453	0.55482	0.37423	1.0	0.24881	0.28595	0.35189	0.21649	0.2378	0.27433	0.33931	0.22621	0.31902	0.18559	0.3108	0.17585
D01115	0.65542	0.67262	0.57619	0.68952	0.75112	0.31678	0.57712	0.59457	0.67169	0.66372	0.65125	0.61644	0.58499	0.538	0.74886	0.27222	0.56731	0.49151	0.3132	0.66733	0.31678	0.80556	0.64468	0.25055	0.54261	0.29637	0.21282	0.52603	0.25008	0.24535	0.22988	0.67211	0.21114	0.21667	0.58115	0.65311	0.9021	0.65311	0.6464	0.21711	0.2596	0.24881	1.0	0.22366	0.56166	0.73532	0.74597	0.70004	0.31724	0.78989	0.22917	0.63841	0.60942	0.18052
D01132	0.30462	0.29181	0.37177	0.2931	0.26701	0.29233	0.30927	0.30937	0.30223	0.30065	0.36607	0.29879	0.31381	0.19303	0.23165	0.49225	0.28637	0.31765	0.33722	0.27582	0.29233	0.31922	0.31334	0.41937	0.37894	0.4906	0.51877	0.39417	0.28221	0.54422	0.55922	0.27711	0.42781	0.44777	0.30452	0.36473	0.2477	0.36473	0.34426	0.53705	0.29287	0.28595	0.22366	1.0	0.42051	0.28556	0.3319	0.23714	0.45011	0.23954	0.40942	0.34263	0.34784	0.31692
D01161	0.61797	0.59001	0.64766	0.59492	0.61869	0.21195	0.58419	0.59292	0.62562	0.62926	0.5684	0.55262	0.55353	0.46641	0.56842	0.33631	0.50551	0.55956	0.29049	0.6519	0.21195	0.67215	0.62235	0.2947	0.55237	0.32817	0.30056	0.60787	0.34349	0.31595	0.28745	0.62479	0.27928	0.26094	0.58089	0.5699	0.62997	0.5699	0.70641	0.38604	0.22863	0.35189	0.56166	0.42051	1.0	0.59012	0.55714	0.60028	0.35088	0.60194	0.27348	0.55259	0.64929	0.19887
D01217	0.8505	0.9256	0.78342	0.95139	0.88764	0.32326	0.78741	0.61572	0.91905	0.79268	0.89556	0.67918	0.66398	0.55195	0.81077	0.26935	0.59842	0.58167	0.28335	0.83305	0.32326	0.72156	0.85331	0.26916	0.74045	0.24244	0.24059	0.69012	0.23243	0.23355	0.25492	0.73101	0.25604	0.24233	0.59143	0.89744	0.80391	0.89744	0.86252	0.18214	0.2	0.21649	0.73532	0.28556	0.59012	1.0	0.81301	0.74853	0.27792	0.8928	0.21425	0.87001	0.7615	0.23041
D01294	0.76107	0.77436	0.67525	0.79106	0.83492	0.28283	0.66978	0.58585	0.79176	0.77417	0.88367	0.59428	0.57074	0.55142	0.78819	0.26043	0.57251	0.56258	0.27159	0.76664	0.28283	0.69124	0.74716	0.24492	0.74906	0.27143	0.20815	0.72636	0.23776	0.23863	0.22336	0.71172	0.20553	0.21389	0.57434	0.88554	0.76422	0.88554	0.76287	0.27843	0.20441	0.2378	0.74597	0.3319	0.55714	0.81301	1.0	0.7278	0.29726	0.82246	0.22531	0.86681	0.70317	0.17692
D01387	0.6866	0.68657	0.57506	0.70841	0.75861	0.24579	0.58153	0.57745	0.68846	0.67868	0.67069	0.60488	0.57498	0.56097	0.76048	0.19144	0.5637	0.49103	0.24658	0.813	0.24579	0.68699	0.66219	0.2202	0.54805	0.26737	0.19053	0.58833	0.23771	0.26987	0.2024	0.75569	0.14613	0.19351	0.57608	0.67239	0.72011	0.67239	0.71213	0.23846	0.24493	0.27433	0.70004	0.23714	0.60028	0.74853	0.7278	1.0	0.27529	0.82461	0.2055	0.66014	0.60458	0.135
D01441	0.24444	0.28586	0.28898	0.26905	0.31064	0.24822	0.2612	0.25265	0.27475	0.286	0.26138	0.21368	0.21667	0.32402	0.283	0.32833	0.20995	0.39002	0.30674	0.28318	0.24822	0.42704	0.27104	0.38311	0.25118	0.38988	0.28766	0.30752	0.31858	0.5556	0.50198	0.2906	0.31734	0.28848	0.25688	0.26029	0.35309	0.26029	0.30261	0.44997	0.43362	0.33931	0.31724	0.45011	0.35088	0.27792	0.29726	0.27529	1.0	0.28962	0.57025	0.24523	0.32744	0.16222
