data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00182	0.311235	0.511517	0.313774	0.54551	0.436369	0.009232	0.3475	0.184339	0.328038	0.386639	1.0	0.179577	0.201874	0.068012	0.270902	0.012573	0.188608	0.157492	0.001591	0.450075	0.009761	0.382532	0.379173	0.012251	0.557166	0.012238	0.0	0.240952	0.002447	0.004061	0.0	0.25081	0.003861	0.0	0.146484	0.99785	0.191298	0.99785	0.515374	0.00365	0.0138	0.002139	0.383612	0.03394	0.122763	0.369491	0.390485	0.237551	0.002314	0.241099	0.006497	0.640648	0.190136	0.0	
D00187	0.377723	0.205936	0.101546	0.243479	0.194896	0.092031	0.11589	0.578018	0.214199	0.237899	0.179577	1.0	0.795972	0.202	0.131557	0.009947	0.780359	0.050639	0.192449	0.171322	0.126831	0.130006	0.142831	0.00352	0.104378	0.031665	0.0	0.10284	0.021436	0.039825	0.0	0.113509	0.0	0.048243	0.540504	0.181733	0.08763	0.181733	0.129506	0.0	0.00238	0.0	0.130105	0.021842	0.062347	0.136703	0.135634	0.102804	0.0	0.122709	0.002449	0.152613	0.062582	0.0	
D00188	0.473978	0.221573	0.103976	0.262435	0.20998	0.136989	0.120625	0.675092	0.230235	0.254748	0.201874	0.795972	1.0	0.171898	0.120593	0.011527	0.548509	0.051851	0.053482	0.178816	0.179051	0.119683	0.158659	0.004078	0.111241	0.036693	0.0	0.149661	0.039924	0.00987	0.0	0.102997	0.0	0.044534	0.477075	0.207365	0.179598	0.207365	0.143453	0.0	0.015667	0.0	0.114104	0.02531	0.079926	0.141533	0.130109	0.100008	0.0	0.126132	0.002838	0.191735	0.065139	0.0	
D00211	0.187129	0.134833	0.132081	0.069257	0.156248	0.144663	0.121633	0.135282	0.136621	0.176189	0.068012	0.202	0.171898	1.0	0.113608	0.080789	0.193537	0.040451	0.100487	0.096754	0.128906	0.09131	0.060724	0.076978	0.119725	0.111306	0.098988	0.07191	0.011965	0.092025	0.037954	0.126544	0.04579	0.07759	0.179671	0.066936	0.225938	0.066936	0.042332	0.023629	0.037733	0.074287	0.139869	0.04268	0.056376	0.102702	0.200924	0.114505	0.075152	0.094124	0.103008	0.057298	0.037441	0.0	
D00246	0.269792	0.387612	0.130089	0.246712	0.345501	0.0247	0.118681	0.138414	0.277181	0.371665	0.270902	0.131557	0.120593	0.113608	1.0	0.013592	0.125213	0.065975	0.00172	0.385141	0.026114	0.261481	0.243915	0.013243	0.156563	0.04412	0.0	0.134774	0.030047	0.00439	0.0	0.460367	0.022106	0.0	0.124866	0.266617	0.229207	0.266617	0.160049	0.037541	0.028261	0.022675	0.376258	0.002695	0.104244	0.257437	0.267738	0.3869	0.020596	0.437615	0.032596	0.195553	0.066771	0.109319	
D00279	0.013377	0.019022	0.006918	0.01352	0.076061	0.00765	0.006717	0.14396	0.003156	0.0	0.012573	0.009947	0.011527	0.080789	0.013592	1.0	0.009261	0.0042	0.046269	0.009687	0.008088	0.01136	0.002974	0.016379	0.006303	0.757913	0.084683	0.025846	0.029796	0.075695	0.022659	0.034973	0.173684	0.074379	0.172734	0.012374	0.02198	0.012374	0.047742	0.049087	0.082507	0.018244	0.054266	0.205534	0.006071	0.0126	0.018051	0.008901	0.03948	0.090591	0.074325	0.0	0.064008	0.0	
D00299	0.367905	0.213215	0.101062	0.252815	0.193746	0.069172	0.134135	0.40929	0.235355	0.255788	0.188608	0.780359	0.548509	0.193537	0.125213	0.009261	1.0	0.050398	0.179171	0.180207	0.100625	0.13717	0.164657	0.0	0.118049	0.02948	0.0	0.076865	0.019957	0.037077	0.0	0.11145	0.0	0.044914	0.513545	0.192601	0.087331	0.192601	0.13794	0.0	0.002216	0.0	0.138609	0.020335	0.056714	0.150322	0.138393	0.097973	0.0	0.117505	0.0	0.14953	0.072435	0.0	
D00312	0.086011	0.130157	0.449205	0.142344	0.086784	0.011844	0.3988	0.04269	0.084466	0.142246	0.157492	0.050639	0.051851	0.040451	0.065975	0.0042	0.050398	1.0	0.006812	0.08028	0.012522	0.080159	0.075508	0.047217	0.367264	0.016345	0.051255	0.05411	0.090738	0.044779	0.042217	0.062141	0.018445	0.045019	0.03633	0.157162	0.065745	0.157162	0.16016	0.035464	0.0398	0.101893	0.080204	0.032515	0.097507	0.073163	0.094813	0.053266	0.06378	0.062741	0.078308	0.107255	0.204447	0.008334	
D00316	0.0	0.003729	0.013007	0.001711	0.002419	0.111696	0.012629	0.045121	0.001372	0.0	0.001591	0.192449	0.053482	0.100487	0.00172	0.046269	0.179171	0.006812	1.0	0.001226	0.124971	0.002726	0.001293	0.001866	0.011851	0.007797	0.032077	0.017197	7.83E-4	0.09829	0.093538	0.007352	0.048823	0.120453	0.082786	0.001566	7.16E-4	0.001566	0.009482	0.001168	0.017043	6.84E-4	0.021453	0.080502	0.004907	0.00247	9.35E-4	0.002136	0.061044	0.037203	0.028194	0.0	0.033071	0.0	
D00327	0.336818	0.502925	0.159411	0.373258	0.38904	0.01244	0.150518	0.193838	0.35425	0.442355	0.450075	0.171322	0.178816	0.096754	0.385141	0.009687	0.180207	0.08028	0.001226	1.0	0.013153	0.326432	0.378332	0.009439	0.254393	0.009429	0.0	0.228809	0.001885	0.003129	0.0	0.358771	0.002975	0.0	0.172813	0.449976	0.183228	0.449976	0.238397	0.002812	0.013977	0.007082	0.338099	0.001921	0.065485	0.332638	0.272139	0.51796	0.001783	0.337089	0.014586	0.266543	0.083194	0.0	
D00348	0.083858	0.020005	0.004644	0.010496	0.007421	0.907391	0.0	0.094411	0.006304	0.060051	0.009761	0.126831	0.179051	0.128906	0.026114	0.008088	0.100625	0.012522	0.124971	0.013153	1.0	0.011136	0.005941	0.051719	0.0	0.012196	0.084251	0.043793	0.026577	0.11555	0.020938	0.011456	0.014793	0.049559	0.136649	0.009606	0.091336	0.009606	0.006585	0.009621	0.064842	0.038985	0.010768	0.005511	0.053934	0.009463	0.016494	0.035323	0.006989	0.009613	0.017543	0.020396	0.0	0.117087	
D00443	0.257014	0.447633	0.157241	0.311498	0.221426	0.010533	0.162823	0.096294	0.267275	0.267665	0.382532	0.130006	0.119683	0.09131	0.261481	0.01136	0.13717	0.080159	0.002726	0.326432	0.011136	1.0	0.286664	0.009992	0.19787	0.013291	0.0	0.117756	0.004193	0.006958	0.0	0.263966	0.006615	0.0	0.067401	0.384286	0.191489	0.384286	0.238563	0.006254	0.009721	0.01172	0.683811	0.019959	0.071437	0.326159	0.336675	0.241827	0.003964	0.307734	0.010579	0.246031	0.092178	0.011392	
D00462	0.356154	0.498178	0.149754	0.336268	0.31059	0.005619	0.19359	0.132149	0.380356	0.387011	0.379173	0.142831	0.158659	0.060724	0.243915	0.002974	0.164657	0.075508	0.001293	0.378332	0.005941	0.286664	1.0	0.00474	0.252531	0.004484	0.0	0.168568	0.001989	0.003301	0.0	0.211696	0.003138	0.0	0.124578	0.384282	0.164501	0.384282	0.210726	0.002967	0.004837	0.00747	0.255358	0.002026	0.083001	0.305658	0.269261	0.22939	0.001881	0.329439	0.00165	0.3333	0.106558	0.0	
D00506	0.0	0.021191	0.071062	0.013173	0.013749	0.048919	0.023768	0.0	0.00503	0.0	0.012251	0.00352	0.004078	0.076978	0.013243	0.016379	0.0	0.047217	0.001866	0.009439	0.051719	0.009992	0.00474	1.0	0.022304	0.062673	0.036733	0.026671	0.047149	0.303422	0.138332	0.051126	0.070435	0.015455	0.0	0.012057	0.002624	0.012057	0.171354	0.073153	0.165819	0.234608	0.009662	0.072674	0.009654	0.009055	0.0072	0.035897	0.04263	0.013467	0.056847	0.004543	0.052442	0.0	
D00554	0.209481	0.231624	0.826865	0.282871	0.233847	0.0	0.849898	0.106901	0.205945	0.247113	0.557166	0.104378	0.111241	0.119725	0.156563	0.006303	0.118049	0.367264	0.011851	0.254393	0.0	0.19787	0.252531	0.022304	1.0	0.009504	0.195396	0.118482	0.004215	0.024072	0.04988	0.157974	0.006651	0.171622	0.092182	0.556252	0.129433	0.556252	0.305669	0.006748	0.027413	0.003685	0.21457	0.069202	0.221539	0.191179	0.282157	0.127222	0.020389	0.135399	0.152972	0.381586	0.390698	0.0	
D00565	0.042583	0.020807	0.010431	0.01316	0.081886	0.011535	0.010128	0.157462	0.004758	0.0	0.012238	0.031665	0.036693	0.111306	0.04412	0.757913	0.02948	0.016345	0.007797	0.009429	0.012196	0.013291	0.004484	0.062673	0.009504	1.0	0.125936	0.111866	0.120081	0.102794	0.103705	0.094845	0.138168	0.094712	0.159364	0.012044	0.030119	0.012044	0.050201	0.158771	0.169146	0.096481	0.023263	0.215428	0.006858	0.013783	0.023269	0.010414	0.144442	0.038792	0.164597	0.0	0.052368	0.0	
D00577	0.0	0.0	0.214455	0.0	0.0	0.051339	0.20822	0.0	0.0	0.0	0.0	0.0	0.0	0.098988	0.0	0.084683	0.0	0.051255	0.032077	0.0	0.084251	0.0	0.0	0.036733	0.195396	0.125936	1.0	0.083812	0.027759	0.157913	0.039468	0.029435	0.114696	0.445117	0.0	0.0	0.0	0.0	0.020243	0.089412	0.13084	0.038305	0.0	0.103382	0.07703	0.0	0.0	0.0	0.106116	0.0	0.203309	0.038584	0.028114	0.0	
D00585	0.158783	0.260696	0.107477	0.238471	0.220827	0.041422	0.081934	0.074009	0.133174	0.150558	0.240952	0.10284	0.149661	0.07191	0.134774	0.025846	0.076865	0.05411	0.017197	0.228809	0.043793	0.117756	0.168568	0.026671	0.118482	0.111866	0.083812	1.0	0.039812	0.033687	0.078633	0.1217	0.034449	0.035072	0.076265	0.239434	0.093198	0.239434	0.15461	0.037247	0.07837	0.058146	0.109394	0.06271	0.050037	0.144895	0.156188	0.0997	0.066717	0.132566	0.09158	0.137085	0.077031	0.0	
D00586	0.046332	0.005736	0.004626	0.002631	0.021769	0.025138	0.004492	0.020957	0.002111	0.0	0.002447	0.021436	0.039924	0.011965	0.030047	0.029796	0.019957	0.090738	7.83E-4	0.001885	0.026577	0.004193	0.001989	0.047149	0.004215	0.120081	0.027759	0.039812	1.0	0.030812	0.03043	0.03375	0.022022	0.024382	0.046732	0.002408	0.033378	0.002408	0.012602	0.329247	0.053265	0.730671	0.004054	0.056206	0.194314	0.003799	0.008569	0.003285	0.141937	0.052284	0.03514	0.0	0.019044	0.0	
D00596	0.0	0.009519	0.054605	0.004367	0.006176	0.176544	0.025652	0.008327	0.003503	0.050043	0.004061	0.039825	0.00987	0.092025	0.00439	0.075695	0.037077	0.044779	0.09829	0.003129	0.11555	0.006958	0.003301	0.303422	0.024072	0.102794	0.157913	0.033687	0.030812	1.0	0.085784	0.036143	0.078596	0.086083	0.014868	0.003997	0.001827	0.003997	0.07715	0.094716	0.258757	0.069589	0.014392	0.057248	0.010089	0.006305	0.002387	0.005452	0.194493	0.014677	0.079636	0.0	0.051325	0.02464	
D00627	0.0	0.0	0.054745	0.0	0.0	0.019804	0.053154	0.0	0.0	0.047861	0.0	0.0	0.0	0.037954	0.0	0.022659	0.0	0.042217	0.093538	0.0	0.020938	0.0	0.0	0.138332	0.04988	0.103705	0.039468	0.078633	0.03043	0.085784	1.0	0.011189	0.02391	0.034666	0.0	0.0	0.01599	0.0	0.179298	0.035139	0.248509	0.026602	0.0	0.057564	0.013591	0.0	0.010444	0.0	0.179802	0.0	0.168868	0.0	0.028704	0.017096	
D00690	0.231781	0.325376	0.104722	0.205789	0.240722	0.010836	0.101195	0.108021	0.237303	0.306076	0.25081	0.113509	0.102997	0.126544	0.460367	0.034973	0.11145	0.062141	0.007352	0.358771	0.011456	0.263966	0.211696	0.051126	0.157974	0.094845	0.029435	0.1217	0.03375	0.036143	0.011189	1.0	0.070657	0.012384	0.105903	0.246843	0.233584	0.246843	0.152233	0.066327	0.047928	0.049979	0.325488	0.059407	0.03993	0.240457	0.306375	0.333456	0.031826	0.377805	0.045831	0.164967	0.086058	0.0	
D00730	0.0	0.00905	0.0073	0.004152	0.005871	0.013992	0.007087	0.017786	0.00333	0.0	0.003861	0.0	0.0	0.04579	0.022106	0.173684	0.0	0.018445	0.048823	0.002975	0.014793	0.006615	0.003138	0.070435	0.006651	0.138168	0.114696	0.034449	0.022022	0.078596	0.02391	0.070657	1.0	0.078486	0.0	0.0038	0.001737	0.0038	0.037687	0.087496	0.044795	0.058242	0.052068	0.165238	0.082566	0.005994	0.002269	0.020029	0.04166	0.090296	0.119515	0.023485	0.01892	0.157028	
D00898	0.0	0.0	0.188363	0.0	0.0	0.037306	0.182886	0.037572	0.0	0.0	0.0	0.048243	0.044534	0.07759	0.0	0.074379	0.044914	0.045019	0.120453	0.0	0.049559	0.0	0.0	0.015455	0.171622	0.094712	0.445117	0.035072	0.024382	0.086083	0.034666	0.012384	0.078486	1.0	0.042108	0.0	0.0	0.0	0.01778	0.067244	0.12476	0.021314	0.0	0.038057	0.067658	0.0	0.0	0.0	0.054833	0.0	0.166875	0.03389	0.024693	0.0	
D00930	0.368209	0.163074	0.072852	0.16625	0.200994	0.10487	0.091376	0.662543	0.333455	0.328041	0.146484	0.540504	0.477075	0.179671	0.124866	0.172734	0.513545	0.03633	0.082786	0.172813	0.136649	0.067401	0.124578	0.0	0.092182	0.159364	0.0	0.076265	0.046732	0.014868	0.0	0.105903	0.0	0.042108	1.0	0.148527	0.1044	0.148527	0.093813	0.0	0.0	0.0	0.077985	0.067166	0.054284	0.097644	0.077999	0.113301	0.0	0.165265	0.0	0.118135	0.049344	0.0	
D00950	0.319749	0.519441	0.313145	0.551576	0.436395	0.009086	0.350421	0.186307	0.334635	0.390629	0.99785	0.181733	0.207365	0.066936	0.266617	0.012374	0.192601	0.157162	0.001566	0.449976	0.009606	0.384286	0.384282	0.012057	0.556252	0.012044	0.0	0.239434	0.002408	0.003997	0.0	0.246843	0.0038	0.0	0.148527	1.0	0.192372	1.0	0.516441	0.003593	0.013582	0.002105	0.382576	0.033403	0.123935	0.374255	0.392341	0.233794	0.002277	0.239851	0.006394	0.640189	0.191674	0.0	
D00951	0.294356	0.27475	0.077214	0.153851	0.137346	0.086391	0.101258	0.093846	0.241973	0.30415	0.191298	0.08763	0.179598	0.225938	0.229207	0.02198	0.087331	0.065745	7.16E-4	0.183228	0.091336	0.191489	0.164501	0.002624	0.129433	0.030119	0.0	0.093198	0.033378	0.001827	0.01599	0.233584	0.001737	0.0	0.1044	0.192372	1.0	0.192372	0.107462	0.052809	0.059108	0.007309	0.256134	0.024605	0.061731	0.218554	0.405189	0.199182	0.001041	0.185436	9.13E-4	0.118822	0.074895	0.008975	
D00954	0.319749	0.519441	0.313145	0.551576	0.436395	0.009086	0.350421	0.186307	0.334635	0.390629	0.99785	0.181733	0.207365	0.066936	0.266617	0.012374	0.192601	0.157162	0.001566	0.449976	0.009606	0.384286	0.384282	0.012057	0.556252	0.012044	0.0	0.239434	0.002408	0.003997	0.0	0.246843	0.0038	0.0	0.148527	1.0	0.192372	1.0	0.516441	0.003593	0.013582	0.002105	0.382576	0.033403	0.123935	0.374255	0.392341	0.233794	0.002277	0.239851	0.006394	0.640189	0.191674	0.0	
D00956	0.218572	0.37786	0.318409	0.47029	0.272811	0.006228	0.396367	0.118749	0.230973	0.261369	0.515374	0.129506	0.143453	0.042332	0.160049	0.047742	0.13794	0.16016	0.009482	0.238397	0.006585	0.238563	0.210726	0.171354	0.305669	0.050201	0.020243	0.15461	0.012602	0.07715	0.179298	0.152233	0.037687	0.01778	0.093813	0.516441	0.107462	0.516441	1.0	0.019812	0.207982	0.011017	0.238141	0.059764	0.133341	0.250653	0.170354	0.138592	0.030914	0.163045	0.033257	0.304911	0.228832	0.0	
D00961	0.0	0.008556	0.007406	0.003925	0.019996	0.0091	0.00719	0.0	0.003148	0.045596	0.00365	0.0	0.0	0.023629	0.037541	0.049087	0.0	0.035464	0.001168	0.002812	0.009621	0.006254	0.002967	0.073153	0.006748	0.158771	0.089412	0.037247	0.329247	0.094716	0.035139	0.066327	0.087496	0.067244	0.0	0.003593	0.052809	0.003593	0.019812	1.0	0.158793	0.235632	0.006047	0.087534	0.184474	0.005667	0.002145	0.0049	0.225527	0.016865	0.072968	0.0	0.018028	0.022451	
D00962	0.018182	0.018059	0.030087	0.014839	0.054629	0.061331	0.029212	0.0	0.005133	0.159494	0.0138	0.00238	0.015667	0.037733	0.028261	0.082507	0.002216	0.0398	0.017043	0.013977	0.064842	0.009721	0.004837	0.165819	0.027413	0.169146	0.13084	0.07837	0.053265	0.258757	0.248509	0.047928	0.044795	0.12476	0.0	0.013582	0.059108	0.013582	0.207982	0.158793	1.0	0.044088	0.015478	0.068749	0.015211	0.011963	0.017499	0.005674	0.162856	0.022138	0.09363	0.023336	0.042355	0.069556	
D00965	0.005201	0.013278	0.033736	0.0023	0.003253	0.036874	0.003927	0.0	0.007927	0.005215	0.002139	0.0	0.0	0.074287	0.022675	0.018244	0.0	0.101893	6.84E-4	0.007082	0.038985	0.01172	0.00747	0.234608	0.003685	0.096481	0.038305	0.058146	0.730671	0.069589	0.026602	0.049979	0.058242	0.021314	0.0	0.002105	0.007309	0.002105	0.011017	0.235632	0.044088	1.0	0.011332	0.063752	0.169867	0.008796	0.005402	0.022404	0.064699	0.007585	0.051214	0.0	0.078615	0.0	
D01115	0.260199	0.452217	0.157447	0.299355	0.24422	0.010185	0.162409	0.096484	0.304821	0.328062	0.383612	0.130105	0.114104	0.139869	0.376258	0.054266	0.138609	0.080204	0.021453	0.338099	0.010768	0.683811	0.255358	0.009662	0.21457	0.023263	0.0	0.109394	0.004054	0.014392	0.0	0.325488	0.052068	0.0	0.077985	0.382576	0.256134	0.382576	0.238141	0.006047	0.015478	0.011332	1.0	0.048793	0.073062	0.35834	0.374355	0.368461	0.003833	0.368337	0.010229	0.251693	0.101177	0.011015	
D01132	0.029373	0.005844	0.046031	0.002681	0.003792	0.005213	0.044692	0.104684	0.00215	0.020312	0.03394	0.021842	0.02531	0.04268	0.002695	0.205534	0.020335	0.032515	0.080502	0.001921	0.005511	0.019959	0.002026	0.072674	0.069202	0.215428	0.103382	0.06271	0.056206	0.057248	0.057564	0.059407	0.165238	0.038057	0.067166	0.033403	0.024605	0.033403	0.059764	0.087534	0.068749	0.063752	0.048793	1.0	0.02629	0.003871	0.027213	0.003347	0.137758	0.058311	0.108555	0.022259	0.033881	0.010001	
D01161	0.105224	0.129459	0.230468	0.167867	0.098908	0.051013	0.269189	0.128686	0.10164	0.142721	0.122763	0.062347	0.079926	0.056376	0.104244	0.006071	0.056714	0.097507	0.004907	0.065485	0.053934	0.071437	0.083001	0.009654	0.221539	0.006858	0.07703	0.050037	0.194314	0.010089	0.013591	0.03993	0.082566	0.067658	0.054284	0.123935	0.061731	0.123935	0.133341	0.184474	0.015211	0.169867	0.073062	0.02629	1.0	0.084342	0.062742	0.090282	0.008515	0.046841	0.144051	0.147524	0.118822	0.490699	
D01217	0.29792	0.596694	0.143541	0.377395	0.286379	0.00895	0.180199	0.10922	0.382355	0.352482	0.369491	0.136703	0.141533	0.102702	0.257437	0.0126	0.150322	0.073163	0.00247	0.332638	0.009463	0.326159	0.305658	0.009055	0.191179	0.013783	0.0	0.144895	0.003799	0.006305	0.0	0.240457	0.005994	0.0	0.097644	0.374255	0.218554	0.374255	0.250653	0.005667	0.011963	0.008796	0.35834	0.003871	0.084342	1.0	0.268788	0.244317	0.003592	0.232029	0.003151	0.217542	0.101162	0.0	
D01294	0.254472	0.356344	0.153851	0.263396	0.197249	0.015601	0.163941	0.091508	0.2371	0.271579	0.390485	0.135634	0.130109	0.200924	0.267738	0.018051	0.138393	0.094813	9.35E-4	0.272139	0.016494	0.336675	0.269261	0.0072	0.282157	0.023269	0.0	0.156188	0.008569	0.002387	0.010444	0.306375	0.002269	0.0	0.077999	0.392341	0.405189	0.392341	0.170354	0.002145	0.017499	0.005402	0.374355	0.027213	0.062742	0.268788	1.0	0.259396	0.00136	0.397065	0.011127	0.273106	0.114936	0.0	
D01387	0.17977	0.33874	0.10407	0.222516	0.220024	0.03341	0.094731	0.132979	0.236106	0.297313	0.237551	0.102804	0.100008	0.114505	0.3869	0.008901	0.097973	0.053266	0.002136	0.51796	0.035323	0.241827	0.22939	0.035897	0.127222	0.010414	0.0	0.0997	0.003285	0.005452	0.0	0.333456	0.020029	0.0	0.113301	0.233794	0.199182	0.233794	0.138592	0.0049	0.005674	0.022404	0.368461	0.003347	0.090282	0.244317	0.259396	1.0	0.003106	0.47192	0.050817	0.170328	0.054487	0.090502	
D01441	0.0	0.005423	0.022378	0.002488	0.015437	0.006611	0.021727	0.0	0.001996	0.01159	0.002314	0.0	0.0	0.075152	0.020596	0.03948	0.0	0.06378	0.061044	0.001783	0.006989	0.003964	0.001881	0.04263	0.020389	0.144442	0.106116	0.066717	0.141937	0.194493	0.179802	0.031826	0.04166	0.054833	0.0	0.002277	0.001041	0.002277	0.030914	0.225527	0.162856	0.064699	0.003833	0.137758	0.008515	0.003592	0.00136	0.003106	1.0	0.012736	0.15054	0.0	0.023055	0.005707	
D01689	0.216344	0.349447	0.122362	0.263969	0.255863	0.009092	0.113082	0.145708	0.232669	0.305658	0.241099	0.122709	0.126132	0.094124	0.437615	0.090591	0.117505	0.062741	0.037203	0.337089	0.009613	0.307734	0.329439	0.013467	0.135399	0.038792	0.0	0.132566	0.052284	0.014677	0.0	0.377805	0.090296	0.0	0.165265	0.239851	0.185436	0.239851	0.163045	0.016865	0.022138	0.007585	0.368337	0.058311	0.046841	0.232029	0.397065	0.47192	0.012736	1.0	0.012947	0.153804	0.074807	0.0	
