data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00312	0.02381	0.033333	0.066667	0.035714	0.037037	0.02	0.058824	0.023256	0.03125	0.023256	0.034483	0.021739	0.025	0.0125	0.026316	0.03125	0.020833	1.0	0.025	0.034483	0.02	0.028571	0.032258	0.029412	0.055556	0.026316	0.02381	0.035714	0.027778	0.027778	0.016393	0.029412	0.027027	0.022727	0.020833	0.033333	0.027778	0.033333	0.043478	0.020833	0.020408	0.027778	0.025641	0.028571	0.026316	0.034483	0.030303	0.022222	0.019608	0.028571	0.021277	0.03125	0.052632	0.02439	
D00316	0.017544	0.023256	0.027778	0.023256	0.022727	0.058824	0.025	0.02381	0.021277	0.017241	0.022727	0.023256	0.023256	0.012987	0.019608	0.04	0.021277	0.025	1.0	0.02381	0.066667	0.021739	0.022727	0.037037	0.027027	0.034483	0.032258	0.027027	0.030303	0.034483	0.017857	0.022222	0.033333	0.037037	0.022222	0.022222	0.022222	0.022222	0.026316	0.02439	0.029412	0.028571	0.02	0.03125	0.020408	0.02381	0.020833	0.017857	0.02	0.021739	0.021739	0.021277	0.03125	0.038462	
D00327	0.055556	0.083333	0.037037	0.1	0.111111	0.029412	0.037037	0.043478	0.1	0.047619	0.111111	0.038462	0.041667	0.013889	0.055556	0.022727	0.038462	0.034483	0.02381	1.0	0.029412	0.058824	0.090909	0.020833	0.041667	0.02	0.018519	0.05	0.020833	0.017857	0.013699	0.041667	0.020408	0.017857	0.038462	0.1	0.0625	0.1	0.058824	0.016129	0.015873	0.019231	0.043478	0.020408	0.035714	0.090909	0.066667	0.04	0.014493	0.066667	0.015873	0.083333	0.052632	0.030303	
D00348	0.021277	0.030303	0.022727	0.028571	0.027778	0.333333	0.020833	0.027778	0.027027	0.02	0.029412	0.028571	0.030303	0.012048	0.022222	0.028571	0.027027	0.02	0.066667	0.029412	1.0	0.025	0.026316	0.027027	0.022222	0.02439	0.025641	0.025641	0.022222	0.025641	0.015625	0.021277	0.026316	0.028571	0.025641	0.028571	0.025641	0.028571	0.02381	0.018868	0.021739	0.021277	0.022727	0.025	0.018182	0.03125	0.025	0.02	0.016129	0.025	0.017857	0.027027	0.02381	0.045455	
D00443	0.045455	0.05	0.025641	0.05	0.066667	0.025	0.027027	0.047619	0.05	0.043478	0.052632	0.045455	0.045455	0.015625	0.083333	0.018519	0.045455	0.028571	0.021739	0.058824	0.025	1.0	0.043478	0.017857	0.027778	0.017857	0.015625	0.038462	0.017241	0.017241	0.012346	0.055556	0.016949	0.015152	0.041667	0.055556	0.25	0.055556	0.043478	0.015152	0.015385	0.017241	0.090909	0.017544	0.035714	0.066667	0.090909	0.058824	0.014925	0.090909	0.014493	0.055556	0.034483	0.023256	
D00462	0.055556	0.125	0.04	0.1	0.090909	0.026316	0.04	0.043478	0.125	0.052632	0.090909	0.03125	0.038462	0.012821	0.041667	0.02381	0.03125	0.032258	0.022727	0.090909	0.026316	0.043478	1.0	0.021739	0.041667	0.019231	0.019231	0.041667	0.019231	0.017241	0.014085	0.033333	0.022222	0.017857	0.041667	0.083333	0.045455	0.083333	0.052632	0.015152	0.015385	0.017857	0.034483	0.021277	0.03125	0.076923	0.047619	0.030303	0.014085	0.047619	0.016393	0.071429	0.052632	0.034483	
D00506	0.016393	0.022222	0.035714	0.022222	0.02	0.027027	0.03125	0.018519	0.020408	0.015625	0.021739	0.016949	0.019608	0.010101	0.016393	0.142857	0.016393	0.029412	0.037037	0.020833	0.027027	0.017857	0.021739	1.0	0.030303	0.058824	0.066667	0.025641	0.066667	0.04	0.026316	0.018182	0.125	0.058824	0.016949	0.021277	0.018182	0.021277	0.026316	0.047619	0.026316	0.066667	0.016667	0.05	0.018182	0.021739	0.018519	0.015152	0.026316	0.017241	0.035714	0.020408	0.029412	0.038462	
D00554	0.030303	0.04	0.125	0.052632	0.033333	0.022222	0.166667	0.02381	0.04	0.025	0.055556	0.02439	0.028571	0.012346	0.025641	0.034483	0.023256	0.055556	0.027027	0.041667	0.022222	0.027778	0.041667	0.030303	1.0	0.025641	0.027027	0.047619	0.025641	0.022222	0.017857	0.028571	0.033333	0.02439	0.021277	0.052632	0.028571	0.052632	0.055556	0.019608	0.019231	0.023256	0.025	0.033333	0.028571	0.045455	0.033333	0.021739	0.017241	0.027778	0.020833	0.047619	0.1	0.033333	
D00565	0.015385	0.018868	0.029412	0.019608	0.019231	0.02439	0.026316	0.017857	0.018182	0.015625	0.019231	0.015873	0.017544	0.010753	0.016393	0.066667	0.015385	0.026316	0.034483	0.02	0.02439	0.017857	0.019231	0.058824	0.025641	1.0	0.090909	0.022222	0.047619	0.047619	0.03125	0.018868	0.05	0.076923	0.016949	0.018868	0.018868	0.018868	0.021739	0.066667	0.038462	0.047619	0.016667	0.071429	0.018868	0.018519	0.017857	0.015625	0.035714	0.017241	0.05	0.018182	0.025	0.03125	
D00577	0.015873	0.018868	0.03125	0.019608	0.017241	0.025641	0.027778	0.017241	0.018182	0.014706	0.019231	0.016393	0.018868	0.010101	0.014493	0.090909	0.015873	0.02381	0.032258	0.018519	0.025641	0.015625	0.019231	0.066667	0.027027	0.090909	1.0	0.021277	0.04	0.04	0.035714	0.015873	0.071429	0.2	0.015873	0.018868	0.015873	0.018868	0.020833	0.047619	0.03125	0.037037	0.014706	0.083333	0.016949	0.018519	0.016129	0.013514	0.026316	0.015152	0.045455	0.018182	0.025	0.033333	
D00585	0.037037	0.058824	0.041667	0.043478	0.05	0.025641	0.038462	0.041667	0.047619	0.033333	0.05	0.034483	0.043478	0.014925	0.037037	0.02439	0.032258	0.035714	0.027027	0.05	0.025641	0.038462	0.041667	0.025641	0.047619	0.022222	0.021277	1.0	0.022222	0.021277	0.015152	0.043478	0.02381	0.020408	0.034483	0.052632	0.04	0.052632	0.071429	0.018868	0.018519	0.022222	0.03125	0.025	0.043478	0.05	0.045455	0.029412	0.016129	0.041667	0.017857	0.052632	0.055556	0.025	
D00586	0.015385	0.018868	0.029412	0.019608	0.018519	0.022222	0.026316	0.017241	0.018182	0.015152	0.019231	0.015385	0.016949	0.010101	0.015873	0.066667	0.014925	0.027778	0.030303	0.020833	0.022222	0.017241	0.019231	0.066667	0.025641	0.047619	0.04	0.022222	1.0	0.028571	0.020833	0.017544	0.0625	0.037037	0.016393	0.018868	0.018182	0.018868	0.020833	0.047619	0.022727	0.142857	0.016129	0.033333	0.020408	0.018519	0.017241	0.015152	0.02381	0.016667	0.026316	0.018182	0.026316	0.027778	
D00596	0.014085	0.017544	0.025	0.017544	0.018519	0.025641	0.022727	0.016667	0.016393	0.014286	0.017241	0.015873	0.016949	0.012048	0.016393	0.034483	0.015385	0.027778	0.034483	0.017857	0.025641	0.017241	0.017241	0.04	0.022222	0.047619	0.04	0.021277	0.028571	1.0	0.022727	0.018182	0.03125	0.04	0.015385	0.016949	0.016949	0.016949	0.02	0.037037	0.041667	0.030303	0.016667	0.055556	0.016393	0.017857	0.016667	0.016129	0.03125	0.018519	0.033333	0.016393	0.022727	0.025	
D00627	0.012195	0.013889	0.019608	0.014286	0.012987	0.015625	0.018182	0.012346	0.013514	0.011494	0.014085	0.011905	0.013158	0.008333	0.011364	0.029412	0.011628	0.016393	0.017857	0.013699	0.015625	0.012346	0.014085	0.026316	0.017857	0.03125	0.035714	0.015152	0.020833	0.022727	1.0	0.012195	0.027027	0.03125	0.011628	0.013889	0.0125	0.013889	0.014925	0.022727	0.023256	0.02	0.011765	0.034483	0.012821	0.013699	0.012346	0.010753	0.034483	0.011765	0.052632	0.013514	0.016949	0.019608	
D00690	0.034483	0.037037	0.026316	0.037037	0.05	0.021277	0.027778	0.033333	0.037037	0.033333	0.038462	0.032258	0.032258	0.018182	0.058824	0.018182	0.032258	0.029412	0.022222	0.041667	0.021277	0.055556	0.033333	0.018182	0.028571	0.018868	0.015873	0.043478	0.017544	0.018182	0.012195	1.0	0.016667	0.015385	0.032258	0.04	0.066667	0.04	0.05	0.015873	0.017241	0.018868	0.055556	0.017241	0.037037	0.045455	0.055556	0.0625	0.014286	0.0625	0.014286	0.04	0.035714	0.019231	
D00730	0.017241	0.021739	0.043478	0.02381	0.018868	0.026316	0.037037	0.016949	0.020833	0.015873	0.022222	0.016129	0.018519	0.009615	0.015625	0.166667	0.015625	0.027027	0.033333	0.020408	0.026316	0.016949	0.022222	0.125	0.033333	0.05	0.071429	0.02381	0.0625	0.03125	0.027027	0.016667	1.0	0.055556	0.015625	0.021739	0.017241	0.021739	0.023256	0.035714	0.023256	0.045455	0.015873	0.052632	0.017857	0.021277	0.017544	0.014085	0.023256	0.016393	0.034483	0.020833	0.030303	0.047619	
D00898	0.014925	0.018182	0.027778	0.018868	0.016667	0.027027	0.025	0.017241	0.017544	0.013889	0.018519	0.016949	0.018868	0.010526	0.014085	0.066667	0.016949	0.022727	0.037037	0.017857	0.028571	0.015152	0.017857	0.058824	0.02439	0.076923	0.2	0.020408	0.037037	0.04	0.03125	0.015385	0.055556	1.0	0.016393	0.018182	0.015385	0.018182	0.02	0.043478	0.029412	0.034483	0.014286	0.0625	0.015873	0.017857	0.015625	0.013158	0.025	0.014706	0.038462	0.017544	0.022727	0.029412	
D00930	0.052632	0.043478	0.020833	0.032258	0.045455	0.02439	0.020833	0.166667	0.043478	0.041667	0.033333	0.066667	0.066667	0.016393	0.043478	0.016949	0.076923	0.020833	0.022222	0.038462	0.025641	0.041667	0.041667	0.016949	0.021277	0.016949	0.015873	0.034483	0.016393	0.015385	0.011628	0.032258	0.015625	0.016393	1.0	0.034483	0.047619	0.034483	0.033333	0.014085	0.015152	0.016393	0.033333	0.016129	0.037037	0.035714	0.041667	0.038462	0.0125	0.041667	0.013158	0.034483	0.025	0.020833	
D00950	0.058824	0.142857	0.041667	0.2	0.083333	0.028571	0.045455	0.041667	0.142857	0.041667	0.5	0.043478	0.052632	0.013333	0.047619	0.022222	0.04	0.033333	0.022222	0.1	0.028571	0.055556	0.083333	0.021277	0.052632	0.018868	0.018868	0.052632	0.018868	0.016949	0.013889	0.04	0.021739	0.018182	0.034483	1.0	0.058824	1.0	0.083333	0.015385	0.015152	0.017544	0.041667	0.021739	0.032258	0.25	0.071429	0.035714	0.013889	0.055556	0.015625	0.333333	0.055556	0.033333	
D00951	0.047619	0.052632	0.026316	0.052632	0.071429	0.025641	0.027778	0.05	0.052632	0.045455	0.055556	0.047619	0.047619	0.016393	0.090909	0.018868	0.047619	0.027778	0.022222	0.0625	0.025641	0.25	0.045455	0.018182	0.028571	0.018868	0.015873	0.04	0.018182	0.016949	0.0125	0.066667	0.017241	0.015385	0.047619	0.058824	1.0	0.058824	0.045455	0.015385	0.016129	0.018182	0.1	0.017241	0.037037	0.071429	0.1	0.0625	0.014706	0.1	0.014706	0.058824	0.035714	0.02381	
D00954	0.058824	0.142857	0.041667	0.2	0.083333	0.028571	0.045455	0.041667	0.142857	0.041667	0.5	0.043478	0.052632	0.013333	0.047619	0.022222	0.04	0.033333	0.022222	0.1	0.028571	0.055556	0.083333	0.021277	0.052632	0.018868	0.018868	0.052632	0.018868	0.016949	0.013889	0.04	0.021739	0.018182	0.034483	1.0	0.058824	1.0	0.083333	0.015385	0.015152	0.017544	0.041667	0.021739	0.032258	0.25	0.071429	0.035714	0.013889	0.055556	0.015625	0.333333	0.055556	0.033333	
D00956	0.041667	0.071429	0.047619	0.071429	0.058824	0.02381	0.052632	0.04	0.071429	0.034483	0.076923	0.038462	0.041667	0.015152	0.041667	0.025	0.035714	0.043478	0.026316	0.058824	0.02381	0.043478	0.052632	0.026316	0.055556	0.021739	0.020833	0.071429	0.020833	0.02	0.014925	0.05	0.023256	0.02	0.033333	0.083333	0.045455	0.083333	1.0	0.017241	0.017544	0.020833	0.034483	0.023256	0.045455	0.090909	0.052632	0.032258	0.015385	0.043478	0.017544	0.071429	0.076923	0.025641	
D00961	0.012658	0.015385	0.020833	0.015385	0.015625	0.018868	0.019231	0.014706	0.014493	0.012821	0.015625	0.013333	0.014493	0.010526	0.013699	0.04	0.012987	0.020833	0.02439	0.016129	0.018868	0.015152	0.015152	0.047619	0.019608	0.066667	0.047619	0.018868	0.047619	0.037037	0.022727	0.015873	0.035714	0.043478	0.014085	0.015385	0.015385	0.015385	0.017241	1.0	0.03125	0.058824	0.013889	0.041667	0.018182	0.015152	0.015152	0.013514	0.03125	0.014286	0.03125	0.014925	0.019231	0.021739	
D00962	0.012821	0.015625	0.019608	0.015625	0.016393	0.021739	0.018182	0.015873	0.014706	0.012987	0.015385	0.014706	0.015625	0.011905	0.015152	0.025	0.013889	0.020408	0.029412	0.015873	0.021739	0.015385	0.015385	0.026316	0.019231	0.038462	0.03125	0.018519	0.022727	0.041667	0.023256	0.017241	0.023256	0.029412	0.015152	0.015152	0.016129	0.015152	0.017544	0.03125	1.0	0.025	0.015385	0.028571	0.015625	0.015873	0.014925	0.014925	0.032258	0.016393	0.037037	0.014706	0.019608	0.022222	
D00965	0.014493	0.018182	0.026316	0.018182	0.018519	0.021277	0.02381	0.017241	0.016949	0.014706	0.017857	0.015385	0.016949	0.010526	0.015873	0.052632	0.014925	0.027778	0.028571	0.019231	0.021277	0.017241	0.017857	0.066667	0.023256	0.047619	0.037037	0.022222	0.142857	0.030303	0.02	0.018868	0.045455	0.034483	0.016393	0.017544	0.018182	0.017544	0.020833	0.058824	0.025	1.0	0.016129	0.03125	0.020408	0.017857	0.017241	0.015625	0.026316	0.016667	0.026316	0.016949	0.02381	0.025	
D01115	0.038462	0.038462	0.023256	0.038462	0.052632	0.022727	0.02439	0.037037	0.038462	0.037037	0.04	0.035714	0.035714	0.016129	0.083333	0.017241	0.035714	0.025641	0.02	0.043478	0.022727	0.090909	0.034483	0.016667	0.025	0.016667	0.014706	0.03125	0.016129	0.016667	0.011765	0.055556	0.015873	0.014286	0.033333	0.041667	0.1	0.041667	0.034483	0.013889	0.015385	0.016129	1.0	0.015873	0.027778	0.047619	0.076923	0.058824	0.013333	0.076923	0.013699	0.041667	0.030303	0.021277	
D01132	0.017241	0.020833	0.037037	0.021739	0.018868	0.025	0.032258	0.017544	0.02	0.015873	0.022222	0.016667	0.019231	0.010204	0.015625	0.0625	0.016129	0.028571	0.03125	0.020408	0.025	0.017544	0.021277	0.05	0.033333	0.071429	0.083333	0.025	0.033333	0.055556	0.034483	0.017241	0.052632	0.0625	0.016129	0.021739	0.017241	0.021739	0.023256	0.041667	0.028571	0.03125	0.015873	1.0	0.019231	0.020408	0.018182	0.014493	0.030303	0.016393	0.043478	0.020833	0.028571	0.037037	
D01161	0.037037	0.032258	0.027778	0.030303	0.033333	0.018182	0.027778	0.041667	0.034483	0.03125	0.03125	0.032258	0.034483	0.015385	0.034483	0.019608	0.030303	0.026316	0.020408	0.035714	0.018182	0.035714	0.03125	0.018182	0.028571	0.018868	0.016949	0.043478	0.020408	0.016393	0.012821	0.037037	0.017857	0.015873	0.037037	0.032258	0.037037	0.032258	0.045455	0.018182	0.015625	0.020408	0.027778	0.019231	1.0	0.03125	0.033333	0.03125	0.014286	0.033333	0.014706	0.032258	0.035714	0.019231	
D01217	0.055556	0.166667	0.04	0.166667	0.090909	0.03125	0.043478	0.043478	0.125	0.04	0.2	0.05	0.055556	0.013889	0.055556	0.021739	0.041667	0.034483	0.02381	0.090909	0.03125	0.066667	0.076923	0.021739	0.045455	0.018519	0.018519	0.05	0.018519	0.017857	0.013699	0.045455	0.021277	0.017857	0.035714	0.25	0.071429	0.25	0.090909	0.015152	0.015873	0.017857	0.047619	0.020408	0.03125	1.0	0.066667	0.04	0.014085	0.066667	0.015385	0.166667	0.052632	0.032258	
D01294	0.055556	0.055556	0.028571	0.055556	0.076923	0.025	0.030303	0.047619	0.0625	0.052632	0.066667	0.045455	0.045455	0.015625	0.083333	0.019231	0.05	0.030303	0.020833	0.066667	0.025	0.090909	0.047619	0.018519	0.033333	0.017857	0.016129	0.045455	0.017241	0.016667	0.012346	0.055556	0.017544	0.015625	0.041667	0.071429	0.1	0.071429	0.052632	0.015152	0.014925	0.017241	0.076923	0.018182	0.033333	0.066667	1.0	0.052632	0.013699	0.076923	0.014493	0.071429	0.04	0.02439	
D01387	0.041667	0.033333	0.020408	0.033333	0.043478	0.02	0.021277	0.04	0.033333	0.032258	0.034483	0.041667	0.038462	0.018519	0.071429	0.015152	0.041667	0.022222	0.017857	0.04	0.02	0.058824	0.030303	0.015152	0.021739	0.015625	0.013514	0.029412	0.015152	0.016129	0.010753	0.0625	0.014085	0.013158	0.038462	0.035714	0.0625	0.035714	0.032258	0.013514	0.014925	0.015625	0.058824	0.014493	0.03125	0.04	0.052632	1.0	0.012346	0.076923	0.012346	0.035714	0.025641	0.018182	
D01441	0.011905	0.014286	0.018868	0.014286	0.014493	0.016129	0.017544	0.012987	0.013514	0.012048	0.014085	0.011905	0.012821	0.010204	0.012821	0.025	0.011628	0.019608	0.02	0.014493	0.016129	0.014925	0.014085	0.026316	0.017241	0.035714	0.026316	0.016129	0.02381	0.03125	0.034483	0.014286	0.023256	0.025	0.0125	0.013889	0.014706	0.013889	0.015385	0.03125	0.032258	0.026316	0.013333	0.030303	0.014286	0.014085	0.013699	0.012346	1.0	0.013333	0.047619	0.013514	0.017544	0.018182	
D01689	0.05	0.055556	0.025641	0.05	0.090909	0.025	0.027027	0.047619	0.055556	0.047619	0.052632	0.041667	0.041667	0.017241	0.125	0.017857	0.038462	0.028571	0.021739	0.066667	0.025	0.090909	0.047619	0.017241	0.027778	0.017241	0.015152	0.041667	0.016667	0.018519	0.011765	0.0625	0.016393	0.014706	0.041667	0.055556	0.1	0.055556	0.043478	0.014286	0.016393	0.016667	0.076923	0.016393	0.033333	0.066667	0.076923	0.076923	0.013333	1.0	0.013699	0.055556	0.034483	0.022222	
