data	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341	
D00182	0.790789	0.888692	0.739484	0.888578	0.82001	0.386364	0.704924	0.606662	0.88978	0.764463	1.0	0.588384	0.613694	0.53217	0.705688	0.315446	0.585431	0.552232	0.329751	0.777518	0.386364	0.597125	0.851282	0.286785	0.799147	0.292063	0.304335	0.762549	0.26875	0.276148	0.2935	0.626335	0.297436	0.332112	0.585528	0.997783	0.675652	0.997783	0.76093	0.270427	0.222323	0.22752	0.636324	0.418367	0.531232	0.876571	0.903429	0.63664	0.310384	0.774064	0.261905	0.965368	0.703986	0.277778	
D00187	0.670361	0.668651	0.495887	0.626883	0.652625	0.495833	0.482067	0.906006	0.653022	0.590897	0.588384	1.0	0.940729	0.429688	0.605637	0.312055	0.961164	0.406402	0.413356	0.57634	0.495833	0.637747	0.593714	0.346008	0.450758	0.371605	0.367611	0.544989	0.2669	0.391916	0.335354	0.553287	0.260779	0.39724	0.875558	0.590548	0.70019	0.590548	0.633117	0.252058	0.340317	0.298409	0.658953	0.373489	0.552683	0.682937	0.615451	0.61075	0.274728	0.644969	0.3	0.622929	0.500758	0.265909	
D00188	0.67359	0.697457	0.532856	0.653518	0.659722	0.467494	0.51049	0.887247	0.65877	0.573007	0.613694	0.940729	1.0	0.395757	0.566289	0.3367	0.938005	0.425441	0.38771	0.581554	0.467494	0.616499	0.618323	0.372078	0.477545	0.376046	0.392256	0.564054	0.275221	0.37232	0.355615	0.536603	0.28125	0.425589	0.857576	0.61587	0.676918	0.61587	0.639102	0.256543	0.317768	0.307826	0.635548	0.392267	0.537148	0.683171	0.601723	0.588938	0.278571	0.624118	0.318651	0.64826	0.536616	0.288857	
D00211	0.595815	0.591402	0.571423	0.567066	0.635741	0.284838	0.568933	0.443692	0.593236	0.63839	0.53217	0.429688	0.395757	1.0	0.627294	0.257387	0.432658	0.49154	0.348756	0.549294	0.284838	0.523035	0.574092	0.307585	0.527528	0.291148	0.233343	0.608059	0.298083	0.391222	0.230159	0.645816	0.263283	0.249547	0.462401	0.533944	0.599531	0.533944	0.644195	0.292724	0.369134	0.312343	0.586024	0.2445	0.487423	0.602008	0.592888	0.590722	0.432027	0.678529	0.29199	0.52551	0.659048	0.108324	
D00246	0.759668	0.789353	0.62211	0.752394	0.855508	0.372544	0.608897	0.637196	0.789065	0.795164	0.705688	0.605637	0.566289	0.627294	1.0	0.271147	0.591312	0.551377	0.363757	0.734554	0.372544	0.661262	0.765381	0.249557	0.569527	0.295105	0.22948	0.600747	0.249359	0.333256	0.228869	0.705309	0.210256	0.251703	0.628865	0.707701	0.744687	0.707701	0.718944	0.216307	0.298084	0.248003	0.75168	0.26254	0.530572	0.80234	0.78993	0.741722	0.336064	0.87398	0.243434	0.691771	0.641101	0.178746	
D00279	0.35124	0.327417	0.466667	0.328485	0.325758	0.57269	0.375758	0.370034	0.342569	0.376912	0.315446	0.312055	0.3367	0.257387	0.271147	1.0	0.323166	0.327778	0.775845	0.334758	0.57269	0.314286	0.394286	0.717687	0.354762	0.74026	0.855556	0.328411	0.482094	0.390065	0.499786	0.302538	0.767965	0.8	0.361953	0.314021	0.338442	0.314021	0.406205	0.42619	0.451548	0.426407	0.326667	0.492255	0.392361	0.318326	0.303836	0.223351	0.355688	0.284848	0.467582	0.287698	0.460145	0.457576	
D00299	0.697071	0.666355	0.490791	0.623635	0.665714	0.479167	0.4671	0.902885	0.664957	0.617042	0.585431	0.961164	0.938005	0.432658	0.591312	0.323166	1.0	0.405242	0.397924	0.587879	0.479167	0.622264	0.602518	0.360294	0.4375	0.38642	0.378722	0.543741	0.272883	0.380342	0.344444	0.540655	0.270779	0.412055	0.914394	0.587596	0.682987	0.587596	0.630846	0.263047	0.326032	0.305124	0.641669	0.381823	0.54703	0.65207	0.627167	0.59697	0.284932	0.629883	0.308333	0.619977	0.49537	0.278409	
D00312	0.531502	0.600866	0.635873	0.577962	0.626425	0.258466	0.600289	0.438803	0.575261	0.549327	0.552232	0.406402	0.425441	0.49154	0.551377	0.327778	0.405242	1.0	0.341839	0.569498	0.258466	0.555083	0.577437	0.30878	0.578796	0.3033	0.271429	0.57187	0.433265	0.400076	0.249996	0.580208	0.270396	0.291429	0.423271	0.550812	0.505791	0.550812	0.650072	0.303351	0.260302	0.434641	0.489812	0.37371	0.560307	0.591342	0.569845	0.497389	0.399471	0.588681	0.267616	0.534594	0.615239	0.155238	
D00316	0.309642	0.373764	0.405538	0.346898	0.391257	0.756183	0.375235	0.465488	0.35753	0.357167	0.329751	0.413356	0.38771	0.348756	0.363757	0.775845	0.397924	0.341839	1.0	0.36662	0.756183	0.415936	0.358586	0.657867	0.364158	0.72083	0.631401	0.382751	0.449914	0.466735	0.365741	0.410317	0.583983	0.671084	0.456941	0.327736	0.449838	0.327736	0.452552	0.421222	0.591081	0.422972	0.438482	0.404662	0.38732	0.38639	0.362125	0.328775	0.38342	0.402661	0.359201	0.300824	0.427778	0.398124	
D00327	0.773329	0.827803	0.709614	0.829637	0.852978	0.390909	0.650992	0.627263	0.843237	0.800171	0.777518	0.57634	0.581554	0.549294	0.734554	0.334758	0.587879	0.569498	0.36662	1.0	0.390909	0.627706	0.840743	0.282939	0.631297	0.327381	0.290313	0.645017	0.345185	0.303185	0.281481	0.652157	0.264469	0.318091	0.619794	0.775486	0.708186	0.775486	0.738779	0.256801	0.249995	0.299935	0.667454	0.312593	0.613734	0.815681	0.776353	0.814719	0.336275	0.80425	0.27672	0.74855	0.704996	0.244444	
D00348	0.369233	0.439228	0.327922	0.404579	0.42137	1.0	0.301948	0.486686	0.422561	0.386147	0.386364	0.495833	0.467494	0.284838	0.372544	0.57269	0.479167	0.258466	0.756183	0.390909	1.0	0.428485	0.381007	0.477839	0.297794	0.539683	0.550468	0.327967	0.321212	0.372988	0.34368	0.320554	0.465306	0.586182	0.477216	0.384146	0.467677	0.384146	0.350813	0.312821	0.462545	0.293706	0.457576	0.350794	0.282598	0.452561	0.385675	0.33517	0.310271	0.417172	0.29127	0.351732	0.32446	0.501587	
D00443	0.600713	0.670929	0.51259	0.633951	0.720163	0.428485	0.5	0.680076	0.650505	0.64842	0.597125	0.637747	0.616499	0.523035	0.661262	0.314286	0.622264	0.555083	0.415936	0.627706	0.428485	1.0	0.649169	0.287302	0.468768	0.341492	0.266667	0.507293	0.282411	0.422089	0.286022	0.580537	0.242625	0.290909	0.671187	0.599145	0.858974	0.599145	0.593854	0.333844	0.308626	0.281693	0.806667	0.368326	0.657188	0.683916	0.665705	0.644082	0.518553	0.722681	0.3	0.578855	0.542544	0.215238	
D00462	0.891656	0.917308	0.814419	0.918974	0.895	0.381007	0.746139	0.647139	0.930556	0.898106	0.851282	0.593714	0.618323	0.574092	0.765381	0.394286	0.602518	0.577437	0.358586	0.840743	0.381007	0.649169	1.0	0.303889	0.694913	0.307552	0.345801	0.639377	0.275185	0.291667	0.327867	0.677796	0.334722	0.315498	0.639275	0.849068	0.740753	0.849068	0.811694	0.19769	0.232828	0.232914	0.695039	0.358105	0.605272	0.907308	0.80725	0.691683	0.325253	0.848372	0.319539	0.819688	0.80291	0.321429	
D00506	0.24062	0.325926	0.369444	0.295556	0.300926	0.477839	0.327778	0.40303	0.309259	0.264484	0.286785	0.346008	0.372078	0.307585	0.249557	0.717687	0.360294	0.30878	0.657867	0.282939	0.477839	0.287302	0.303889	1.0	0.312821	0.682993	0.689116	0.433112	0.543251	0.551176	0.412189	0.327634	0.763203	0.731973	0.396364	0.28547	0.307359	0.28547	0.453704	0.598535	0.638466	0.563872	0.296104	0.419366	0.340035	0.314021	0.282601	0.254072	0.415031	0.256944	0.499963	0.261172	0.434351	0.335065	
D00554	0.636886	0.713853	0.800997	0.701227	0.650992	0.297794	0.870929	0.456279	0.698611	0.613802	0.799147	0.450758	0.477545	0.527528	0.569527	0.354762	0.4375	0.578796	0.364158	0.631297	0.297794	0.468768	0.694913	0.312821	1.0	0.277273	0.315873	0.782571	0.281109	0.296466	0.283248	0.612822	0.332794	0.315873	0.437466	0.797186	0.530054	0.797186	0.743813	0.270769	0.223077	0.253139	0.494157	0.433073	0.526515	0.713853	0.72807	0.51314	0.298282	0.628202	0.258619	0.767557	0.724424	0.202778	
D00565	0.26525	0.298642	0.355556	0.306397	0.340056	0.539683	0.294949	0.448596	0.316823	0.333333	0.292063	0.371605	0.376046	0.291148	0.295105	0.74026	0.38642	0.3033	0.72083	0.327381	0.539683	0.341492	0.307552	0.682993	0.277273	1.0	0.819625	0.34483	0.450882	0.493066	0.476909	0.367482	0.554335	0.87518	0.457143	0.290421	0.383333	0.290421	0.406867	0.548067	0.647944	0.477922	0.355641	0.490602	0.382866	0.28652	0.316667	0.311929	0.422371	0.30804	0.494394	0.266667	0.352035	0.375	
D00577	0.336088	0.315296	0.424242	0.316364	0.279221	0.550468	0.333333	0.384848	0.330447	0.329293	0.304335	0.367611	0.392256	0.233343	0.22948	0.855556	0.378722	0.271429	0.631401	0.290313	0.550468	0.266667	0.345801	0.689116	0.315873	0.819625	1.0	0.343796	0.403306	0.432907	0.580147	0.290435	0.701299	0.944444	0.376768	0.30291	0.286061	0.30291	0.388023	0.47381	0.516484	0.409091	0.276667	0.570652	0.375694	0.306205	0.260185	0.238166	0.335606	0.240404	0.507381	0.27381	0.387923	0.490909	
D00585	0.621394	0.70288	0.716361	0.66993	0.683317	0.327967	0.675458	0.560629	0.673427	0.617244	0.762549	0.544989	0.564054	0.608059	0.600747	0.328411	0.543741	0.57187	0.382751	0.645017	0.327967	0.507293	0.639377	0.433112	0.782571	0.34483	0.343796	1.0	0.355952	0.41427	0.304259	0.679788	0.391941	0.366873	0.542564	0.764419	0.566129	0.764419	0.781818	0.405364	0.386783	0.37007	0.533692	0.446722	0.577806	0.691891	0.761184	0.587341	0.365178	0.649185	0.366659	0.740565	0.812515	0.204142	
D00586	0.240429	0.272308	0.344401	0.277407	0.280826	0.321212	0.293607	0.32325	0.281937	0.26902	0.26875	0.2669	0.275221	0.298083	0.249359	0.482094	0.272883	0.433265	0.449914	0.345185	0.321212	0.282411	0.275185	0.543251	0.281109	0.450882	0.403306	0.355952	1.0	0.357308	0.271591	0.279911	0.507071	0.433609	0.324893	0.267788	0.308077	0.267788	0.330085	0.506172	0.3891	0.906021	0.285803	0.28221	0.389283	0.263419	0.267484	0.269408	0.338492	0.258919	0.332037	0.248148	0.405772	0.199351	
D00596	0.26556	0.307044	0.334163	0.284807	0.352679	0.372988	0.310353	0.40317	0.294289	0.311132	0.276148	0.391916	0.37232	0.391222	0.333256	0.390065	0.380342	0.400076	0.466735	0.303185	0.372988	0.422089	0.291667	0.551176	0.296466	0.493066	0.432907	0.41427	0.357308	1.0	0.433852	0.38553	0.401342	0.456717	0.396857	0.274669	0.339338	0.274669	0.392384	0.567195	0.56418	0.389876	0.339715	0.692641	0.428789	0.316964	0.318167	0.359829	0.611167	0.371738	0.469551	0.260317	0.403368	0.192593	
D00627	0.318854	0.301832	0.372706	0.302959	0.271306	0.34368	0.295783	0.349554	0.314652	0.313372	0.2935	0.335354	0.355615	0.230159	0.228869	0.499786	0.344444	0.249996	0.365741	0.281481	0.34368	0.286022	0.327867	0.412189	0.283248	0.476909	0.580147	0.304259	0.271591	0.433852	1.0	0.259864	0.4275	0.54311	0.342943	0.292177	0.303796	0.292177	0.335806	0.304571	0.375738	0.271291	0.26819	0.559223	0.328517	0.294139	0.255274	0.231313	0.543813	0.238158	0.635761	0.267136	0.344643	0.3343	
D00690	0.643333	0.695437	0.665079	0.664286	0.756148	0.320554	0.657753	0.585265	0.677646	0.6827	0.626335	0.553287	0.536603	0.645816	0.705309	0.302538	0.540655	0.580208	0.410317	0.652157	0.320554	0.580537	0.677796	0.327634	0.612822	0.367482	0.290435	0.679788	0.279911	0.38553	0.259864	1.0	0.240659	0.310276	0.590556	0.628205	0.663042	0.628205	0.795503	0.277598	0.347668	0.328293	0.641709	0.314055	0.61201	0.707011	0.682749	0.7181	0.345087	0.772433	0.280335	0.611677	0.679684	0.162291	
D00730	0.303819	0.307051	0.465686	0.340278	0.252289	0.465306	0.382353	0.277917	0.32094	0.298577	0.297436	0.260779	0.28125	0.263283	0.210256	0.767965	0.270779	0.270396	0.583983	0.264469	0.465306	0.242625	0.334722	0.763203	0.332794	0.554335	0.701299	0.391941	0.507071	0.401342	0.4275	0.240659	1.0	0.65368	0.272361	0.296252	0.259631	0.296252	0.34594	0.440909	0.527136	0.422039	0.24953	0.427807	0.32225	0.298718	0.237148	0.168609	0.343783	0.21855	0.50641	0.269516	0.493434	0.44898	
D00898	0.305785	0.342569	0.393939	0.346667	0.306494	0.586182	0.333333	0.418182	0.36075	0.29899	0.332112	0.39724	0.425589	0.249547	0.251703	0.8	0.412055	0.291429	0.671084	0.318091	0.586182	0.290909	0.315498	0.731973	0.315873	0.87518	0.944444	0.366873	0.433609	0.456717	0.54311	0.310276	0.65368	1.0	0.410101	0.330688	0.312727	0.330688	0.415296	0.50381	0.554579	0.436364	0.303333	0.537319	0.347917	0.330447	0.285185	0.258007	0.360606	0.262049	0.474048	0.301587	0.360145	0.435354	
D00930	0.632727	0.666474	0.492767	0.626027	0.6925	0.477216	0.469075	0.969406	0.665076	0.647899	0.585528	0.875558	0.857576	0.462401	0.628865	0.361953	0.914394	0.423271	0.456941	0.619794	0.477216	0.671187	0.639275	0.396364	0.437466	0.457143	0.376768	0.542564	0.324893	0.396857	0.342943	0.590556	0.272361	0.410101	1.0	0.587704	0.754311	0.587704	0.664288	0.311101	0.376052	0.353735	0.687563	0.380651	0.603886	0.652189	0.655219	0.642287	0.330272	0.668092	0.334019	0.562518	0.525	0.286773	
D00950	0.792965	0.890909	0.73759	0.886364	0.822228	0.384146	0.70303	0.608838	0.891997	0.766667	0.997783	0.590548	0.61587	0.533944	0.707701	0.314021	0.587596	0.550812	0.327736	0.775486	0.384146	0.599145	0.849068	0.28547	0.797186	0.290421	0.30291	0.764419	0.267788	0.274669	0.292177	0.628205	0.296252	0.330688	0.587704	1.0	0.677855	1.0	0.762963	0.269288	0.220513	0.226452	0.638528	0.416831	0.53295	0.878788	0.905633	0.638624	0.309091	0.776268	0.260591	0.967583	0.702126	0.275594	
D00951	0.686845	0.764689	0.584442	0.725124	0.817937	0.467677	0.570707	0.747093	0.742222	0.73902	0.675652	0.70019	0.676918	0.599531	0.744687	0.338442	0.682987	0.505791	0.449838	0.708186	0.467677	0.858974	0.740753	0.307359	0.530054	0.383333	0.286061	0.566129	0.308077	0.339338	0.303796	0.663042	0.259631	0.312727	0.754311	0.677855	1.0	0.677855	0.672083	0.267667	0.343501	0.307256	0.924786	0.285808	0.607981	0.778974	0.749639	0.679325	0.428757	0.820591	0.317483	0.655721	0.609474	0.235185	
D00954	0.792965	0.890909	0.73759	0.886364	0.822228	0.384146	0.70303	0.608838	0.891997	0.766667	0.997783	0.590548	0.61587	0.533944	0.707701	0.314021	0.587596	0.550812	0.327736	0.775486	0.384146	0.599145	0.849068	0.28547	0.797186	0.290421	0.30291	0.764419	0.267788	0.274669	0.292177	0.628205	0.296252	0.330688	0.587704	1.0	0.677855	1.0	0.762963	0.269288	0.220513	0.226452	0.638528	0.416831	0.53295	0.878788	0.905633	0.638624	0.309091	0.776268	0.260591	0.967583	0.702126	0.275594	
D00956	0.742277	0.850505	0.822176	0.809596	0.816239	0.350813	0.799265	0.685606	0.835431	0.747852	0.76093	0.633117	0.639102	0.644195	0.718944	0.406205	0.630846	0.650072	0.452552	0.738779	0.350813	0.593854	0.811694	0.453704	0.743813	0.406867	0.388023	0.781818	0.330085	0.392384	0.335806	0.795503	0.34594	0.415296	0.664288	0.762963	0.672083	0.762963	1.0	0.295319	0.33355	0.356469	0.630592	0.393442	0.687621	0.837518	0.760852	0.684987	0.363136	0.766239	0.335301	0.736025	0.809711	0.24226	
D00961	0.166782	0.215954	0.233333	0.196444	0.244444	0.312821	0.2	0.305445	0.202621	0.215556	0.270427	0.252058	0.256543	0.292724	0.216307	0.42619	0.263047	0.303351	0.421222	0.256801	0.312821	0.333844	0.19769	0.598535	0.270769	0.548067	0.47381	0.405364	0.506172	0.567195	0.304571	0.277598	0.440909	0.50381	0.311101	0.269288	0.267667	0.269288	0.295319	1.0	0.533784	0.554823	0.248129	0.537051	0.441185	0.206431	0.315556	0.27025	0.482107	0.219596	0.395788	0.250452	0.296687	0.189394	
D00962	0.201711	0.254762	0.257226	0.231566	0.303388	0.462545	0.223893	0.368552	0.238889	0.251483	0.222323	0.340317	0.317768	0.369134	0.298084	0.451548	0.326032	0.260302	0.591081	0.249995	0.462545	0.308626	0.232828	0.638466	0.223077	0.647944	0.516484	0.386783	0.3891	0.56418	0.375738	0.347668	0.527136	0.554579	0.376052	0.220513	0.343501	0.220513	0.33355	0.533784	1.0	0.442271	0.353999	0.346122	0.298972	0.266667	0.267303	0.320299	0.422556	0.321589	0.535669	0.205128	0.372005	0.27619	
D00965	0.199798	0.254882	0.304444	0.234222	0.280912	0.293706	0.264762	0.352148	0.237845	0.244615	0.22752	0.298409	0.307826	0.312343	0.248003	0.426407	0.305124	0.434641	0.422972	0.299935	0.293706	0.281693	0.232914	0.563872	0.253139	0.477922	0.409091	0.37007	0.906021	0.389876	0.271291	0.328293	0.422039	0.436364	0.353735	0.226452	0.307256	0.226452	0.356469	0.554823	0.442271	1.0	0.284354	0.285948	0.39881	0.245358	0.267521	0.310903	0.360516	0.256368	0.341811	0.208793	0.352243	0.175849	
D01115	0.662689	0.721429	0.544589	0.680753	0.794199	0.457576	0.530536	0.69752	0.698889	0.706465	0.636324	0.658953	0.635548	0.586024	0.75168	0.326667	0.641669	0.489812	0.438482	0.667454	0.457576	0.806667	0.695039	0.296104	0.494157	0.355641	0.276667	0.533692	0.285803	0.339715	0.26819	0.641709	0.24953	0.303333	0.687563	0.638528	0.924786	0.638528	0.630592	0.248129	0.353999	0.284354	1.0	0.258069	0.558042	0.735714	0.708041	0.67195	0.38522	0.81453	0.282051	0.621156	0.572097	0.220635	
D01132	0.348134	0.333498	0.424879	0.334975	0.305153	0.350794	0.35345	0.386712	0.345403	0.343604	0.418367	0.373489	0.392267	0.2445	0.26254	0.492255	0.381823	0.37371	0.404662	0.312593	0.350794	0.368326	0.358105	0.419366	0.433073	0.490602	0.570652	0.446722	0.28221	0.692641	0.559223	0.314055	0.427807	0.537319	0.380651	0.416831	0.285808	0.416831	0.393442	0.537051	0.346122	0.285948	0.258069	1.0	0.480579	0.326355	0.379318	0.268758	0.484733	0.273763	0.440915	0.391582	0.394219	0.316923	
D01161	0.583131	0.561125	0.619096	0.558974	0.568575	0.282598	0.561248	0.611523	0.576576	0.597867	0.531232	0.552683	0.537148	0.487423	0.530572	0.392361	0.54703	0.560307	0.38732	0.613734	0.282598	0.657188	0.605272	0.340035	0.526515	0.382866	0.375694	0.577806	0.389283	0.428789	0.328517	0.61201	0.32225	0.347917	0.603886	0.53295	0.607981	0.53295	0.687621	0.441185	0.298972	0.39881	0.558042	0.480579	1.0	0.553433	0.548294	0.582743	0.421058	0.556085	0.328174	0.513167	0.637286	0.232011	
D01217	0.845595	0.985714	0.780401	0.941667	0.910165	0.452561	0.766942	0.675437	0.947863	0.816667	0.876571	0.682937	0.683171	0.602008	0.80234	0.318326	0.65207	0.591342	0.38639	0.815681	0.452561	0.683916	0.907308	0.314021	0.713853	0.28652	0.306205	0.691891	0.263419	0.316964	0.294139	0.707011	0.298718	0.330447	0.652189	0.878788	0.778974	0.878788	0.837518	0.206431	0.266667	0.245358	0.735714	0.326355	0.553433	1.0	0.819919	0.725541	0.333506	0.885641	0.260157	0.846371	0.738414	0.276486	
D01294	0.779317	0.832906	0.656836	0.79398	0.882828	0.385675	0.635582	0.663378	0.831818	0.826615	0.903429	0.615451	0.601723	0.592888	0.78993	0.303836	0.627167	0.569845	0.362125	0.776353	0.385675	0.665705	0.80725	0.282601	0.72807	0.316667	0.260185	0.761184	0.267484	0.318167	0.255274	0.682749	0.237148	0.285185	0.655219	0.905633	0.749639	0.905633	0.760852	0.315556	0.267303	0.267521	0.708041	0.379318	0.548294	0.819919	1.0	0.699103	0.353001	0.843205	0.27037	0.883499	0.676732	0.209091	
D01387	0.675069	0.712915	0.556614	0.678119	0.776407	0.33517	0.549288	0.636448	0.693506	0.700537	0.63664	0.61075	0.588938	0.590722	0.741722	0.223351	0.59697	0.497389	0.328775	0.814719	0.33517	0.644082	0.691683	0.254072	0.51314	0.311929	0.238166	0.587341	0.269408	0.359829	0.231313	0.7181	0.168609	0.258007	0.642287	0.638624	0.679325	0.638624	0.684987	0.27025	0.320299	0.310903	0.67195	0.268758	0.582743	0.725541	0.699103	1.0	0.326902	0.828438	0.246599	0.624325	0.578364	0.15955	
D01441	0.293333	0.34303	0.346772	0.322857	0.372764	0.310271	0.313439	0.32483	0.329697	0.343201	0.310384	0.274728	0.278571	0.432027	0.336064	0.355688	0.284932	0.399471	0.38342	0.336275	0.310271	0.518553	0.325253	0.415031	0.298282	0.422371	0.335606	0.365178	0.338492	0.611167	0.543813	0.345087	0.343783	0.360606	0.330272	0.309091	0.428757	0.309091	0.363136	0.482107	0.422556	0.360516	0.38522	0.484733	0.421058	0.333506	0.353001	0.326902	1.0	0.347547	0.537189	0.291215	0.392926	0.175741	
